"documenttype","documentno","docdate","oderdate","duedate","postingdate","customercode","customername","yourreference","externaldocumentno","locationcode","paymentterms","postinggroup","currencycode","salespersoncode","printed","released","status","userid","period","entryno","vatinclusive","QtyDiscount","journal","shipping","packagescharge","picture"
"1","SO.2822","3/11/2022 12:00:00 AM","3/11/2022 12:00:00 AM","3/11/2022 12:00:00 AM","","Dr510788","DURASURF LIMITED","","","          ","","General             ","KES       ","Sr7       ","1","2","1","Lucybriate          ","67","1575011","False","","","0","",""
"1","SO.2823","3/11/2022 12:00:00 AM","3/11/2022 12:00:00 AM","3/11/2022 12:00:00 AM","","Dr605","NANILINE COMPANY LTD","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","67","1575018","False","","","0","",""
"1","SO.2824","3/11/2022 12:00:00 AM","3/11/2022 12:00:00 AM","3/11/2022 12:00:00 AM","","Dr510971","JAMCO GENERAL WORK LTD","","","          ","","General             ","KES       ","          ","1","2","1","Lucybriate          ","67","1575022","False","","","0","",""
"40","SO.2825","3/11/2022 12:00:00 AM","","","","Dr510800","INTERWAYS WORKS LTD","1","","          ","","Dr510800            ","KES       ","Sr1       ","","2","2","Lucybriate          ","67","1575026","False","","","","",""
"1","SO.2826","3/12/2022 12:00:00 AM","3/12/2022 12:00:00 AM","3/12/2022 12:00:00 AM","","Dr510784","LOKINZO ENTERPRISE","","","01Ca00344 ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","67","1575028","False","","","0","",""
"1","SO.2828","3/12/2022 12:00:00 AM","3/12/2022 12:00:00 AM","3/12/2022 12:00:00 AM","","Dr605","NANILINE COMPANY LTD","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","67","1575034","False","","","0","",""
"40","SO.2829","3/8/2022 12:00:00 AM","","","","Dr510800","INTERWAYS WORKS LTD","1","","          ","","Dr510800            ","KES       ","Sr1       ","","2","2","Lucybriate          ","67","1575038","False","","","","",""
"1","SO.2830","3/13/2022 12:00:00 AM","3/13/2022 12:00:00 AM","3/13/2022 12:00:00 AM","","Dr510716","CHINA HENAN KAMAGAMBO,KISII","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","67","1575040","False","","","0","",""
"1","SO.2831","3/14/2022 12:00:00 AM","3/14/2022 12:00:00 AM","3/14/2022 12:00:00 AM","","Dr510934","BOLT STORES AND MACHINERY","","","          ","","General             ","KES       ","Sr6       ","1","2","1","Rose                ","67","1575044","False","","","0","",""
"1","SO.2832","3/14/2022 12:00:00 AM","3/14/2022 12:00:00 AM","3/14/2022 12:00:00 AM","","Dr510967","FF AND COOL","","","          ","","General             ","KES       ","Sr7       ","1","1","1","Rose                ","67","1575048","False","","","0","",""
"1","SO.2833","3/15/2022 12:00:00 AM","3/15/2022 12:00:00 AM","3/15/2022 12:00:00 AM","","Dr510968","MASTER VENTURES","","","          ","","General             ","KES       ","Sr2       ","1","2","1","Lucybriate          ","67","1575049","False","","","0","",""
"1","SO.2834","3/15/2022 12:00:00 AM","3/15/2022 12:00:00 AM","3/15/2022 12:00:00 AM","","Dr510766","CECYPO LTD","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","67","1575053","False","","","0","",""
"1","SO.2835","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","","Dr510784","LOKINZO ENTERPRISE","","","          ","","General             ","KES       ","Sr1       ","","","1","Lucybriate          ","67","1575057","False","","","0","",""
"1","SO.2836","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","","Dr510784","LOKINZO ENTERPRISE","","","          ","","General             ","KES       ","Sr1       ","","","1","Lucybriate          ","67","1575058","False","","","0","",""
"1","SO.2837","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","","Dr510784","LOKINZO ENTERPRISE","","","          ","","General             ","KES       ","Sr1       ","","","1","Lucybriate          ","67","1575059","False","","","0","",""
"1","SO.2838","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","","Dr510784","LOKINZO ENTERPRISE","","","          ","","General             ","KES       ","Sr1       ","","","1","Lucybriate          ","67","1575060","False","","","0","",""
"1","SO.2839","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","","Dr510784","LOKINZO ENTERPRISE","","","          ","","General             ","KES       ","Sr1       ","","","1","Lucybriate          ","67","1575061","False","","","0","",""
"1","SO.2840","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","","Dr510784","LOKINZO ENTERPRISE","","","          ","","General             ","KES       ","Sr1       ","","","1","Lucybriate          ","67","1575062","False","","","0","",""
"1","SO.2841","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","","Dr510784","LOKINZO ENTERPRISE","","","          ","","General             ","KES       ","Sr1       ","","","1","Lucybriate          ","67","1575063","False","","","0","",""
"1","SO.2842","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","","Dr510784","LOKINZO ENTERPRISE","","","          ","","General             ","KES       ","Sr1       ","","","1","Lucybriate          ","67","1575064","False","","","0","",""
"1","SO.2843","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","","Dr510784","LOKINZO ENTERPRISE","","","          ","","General             ","KES       ","Sr1       ","","","1","Lucybriate          ","67","1575065","False","","","0","",""
"1","SO.2844","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","","Dr510784","LOKINZO ENTERPRISE","","","          ","","General             ","KES       ","Sr1       ","","","1","Lucybriate          ","67","1575066","False","","","0","",""
"1","SO.2845","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","","Dr510784","LOKINZO ENTERPRISE","","","          ","","General             ","KES       ","Sr1       ","","","1","Lucybriate          ","67","1575067","False","","","0","",""
"1","SO.2846","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","","Dr510784","LOKINZO ENTERPRISE","","","          ","","General             ","KES       ","Sr1       ","","","1","Lucybriate          ","67","1575068","False","","","0","",""
"1","SO.2847","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","","Dr510784","LOKINZO ENTERPRISE","","","          ","","General             ","KES       ","Sr1       ","","","1","Lucybriate          ","67","1575069","False","","","0","",""
"1","SO.2848","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","","Dr510784","LOKINZO ENTERPRISE","","","          ","","General             ","KES       ","Sr1       ","","","1","Lucybriate          ","67","1575070","False","","","0","",""
"1","SO.2849","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","","Dr510784","LOKINZO ENTERPRISE","","","          ","","General             ","KES       ","Sr1       ","","","1","Lucybriate          ","67","1575071","False","","","0","",""
"1","SO.2850","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","","Dr510784","LOKINZO ENTERPRISE","","","          ","","General             ","KES       ","Sr1       ","","","1","Lucybriate          ","67","1575072","False","","","0","",""
"1","SO.2851","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","","Dr510784","LOKINZO ENTERPRISE","","","          ","","General             ","KES       ","Sr1       ","","","1","Lucybriate          ","67","1575073","False","","","0","",""
"1","SO.2852","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","","Dr510784","LOKINZO ENTERPRISE","","","          ","","General             ","KES       ","Sr1       ","","","1","Lucybriate          ","67","1575074","False","","","0","",""
"1","SO.2853","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","","Dr510784","LOKINZO ENTERPRISE","","","          ","","General             ","KES       ","Sr1       ","","","1","Lucybriate          ","67","1575075","False","","","0","",""
"1","SO.2854","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","","Dr510784","LOKINZO ENTERPRISE","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","67","1575076","False","","","0","",""
"1","SO.2855","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","3/16/2022 12:00:00 AM","","Dr510843","ANTONY MUSEMBI","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Rose                ","67","1575080","False","","","0","",""
"40","SO.2856","3/16/2022 12:00:00 AM","","","","Dr510800","INTERWAYS WORKS LTD","1","","          ","","Dr510800            ","KES       ","Sr1       ","","","2","Sarah               ","67","1575084","False","","","","",""
"1","SO.2857","3/17/2022 12:00:00 AM","3/17/2022 12:00:00 AM","3/17/2022 12:00:00 AM","","Dr510778","WARUHIU CONSTRUCTION LTD","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","67","1575085","False","","","0","",""
"1","SO.2858","3/18/2022 12:00:00 AM","3/18/2022 12:00:00 AM","3/18/2022 12:00:00 AM","","Dr510772","MPEKE HARDWARE","","","          ","","no vat              ","KES       ","Sr1       ","1","2","1","Lucybriate          ","67","1575089","False","","","0","",""
"1","SO.2859","3/18/2022 12:00:00 AM","3/18/2022 12:00:00 AM","3/18/2022 12:00:00 AM","","Dr510771","NEW NILE IMPEX HANDWARE LTD","","","          ","","no vat              ","KES       ","Sr7       ","1","2","1","Lucybriate          ","67","1575093","False","","","0","",""
"1","SO.2860","3/18/2022 12:00:00 AM","3/18/2022 12:00:00 AM","3/18/2022 12:00:00 AM","","Dr369","JILK CONTSTRUCTION CO.","","","01Ca00351 ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","67","1575097","False","","","0","",""
"1","SO.2861","3/19/2022 12:00:00 AM","3/19/2022 12:00:00 AM","3/19/2022 12:00:00 AM","","Dr510778","WARUHIU CONSTRUCTION LTD","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Rose                ","67","1575101","False","","","0","",""
"1","SO.2862","3/19/2022 12:00:00 AM","3/19/2022 12:00:00 AM","3/19/2022 12:00:00 AM","","Dr510795","MIBASA LTD","","","          ","","General             ","KES       ","Sr5       ","1","2","1","Rose                ","67","1575105","False","","","0","",""
"1","SO.2863","3/19/2022 12:00:00 AM","3/19/2022 12:00:00 AM","3/19/2022 12:00:00 AM","","Dr510854","CHINA STATE CONSTRUCTION ENG","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","67","1575109","False","","","0","",""
"1","SO.2864","3/21/2022 12:00:00 AM","3/21/2022 12:00:00 AM","3/21/2022 12:00:00 AM","","Dr510904","SUNDOWN EMULSION LTD","","","          ","","General             ","KES       ","Sr5       ","1","2","1","Lucybriate          ","67","1575113","False","","","0","",""
"1","SO.2865","3/21/2022 12:00:00 AM","3/21/2022 12:00:00 AM","3/21/2022 12:00:00 AM","","Dr510934","BOLT STORES AND MACHINERY","","","          ","","General             ","KES       ","Sr7       ","1","2","1","Lucybriate          ","67","1575115","False","","","0","",""
"1","SO.2866","3/22/2022 12:00:00 AM","3/22/2022 12:00:00 AM","3/22/2022 12:00:00 AM","","Dr510832","SUMP GUARD CENTRE LTD","","","          ","","General             ","KES       ","Sr5       ","1","2","1","Rose                ","67","1575121","False","","","0","",""
"1","SO.2867","3/22/2022 12:00:00 AM","3/22/2022 12:00:00 AM","3/22/2022 12:00:00 AM","","Dr510815","MECTRO INDUSTRIAL SERVICES LTD","","","          ","","General             ","KES       ","Sr5       ","1","2","1","Rose                ","67","1575125","False","","","0","",""
"1","SO.2868","3/22/2022 12:00:00 AM","3/22/2022 12:00:00 AM","3/22/2022 12:00:00 AM","","Dr510784","LOKINZO ENTERPRISE","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Sarah               ","67","1575129","False","","","0","",""
"1","SO.2869","3/22/2022 12:00:00 AM","3/22/2022 12:00:00 AM","3/22/2022 12:00:00 AM","","Dr593","P. J PETROLEUM EQUIPMENT LTD","","","          ","","General             ","KES       ","Sr1       ","","","1","Rose                ","67","1575133","False","","","0","",""
"1","SO.2870","3/22/2022 12:00:00 AM","3/22/2022 12:00:00 AM","3/22/2022 12:00:00 AM","","Dr593","P. J PETROLEUM EQUIPMENT LTD","","","          ","","General             ","KES       ","Sr1       ","1","1","1","Rose                ","67","1575134","False","","","0","",""
"1","SO.2871","3/22/2022 12:00:00 AM","3/22/2022 12:00:00 AM","3/22/2022 12:00:00 AM","","Dr593","P. J PETROLEUM EQUIPMENT LTD","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Sarah               ","67","1575136","False","","","0","",""
"1","SO.2872","3/22/2022 12:00:00 AM","3/22/2022 12:00:00 AM","3/22/2022 12:00:00 AM","","Dr510805","ROYAL YARD TRADERS","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Sarah               ","67","1575139","False","","","0","",""
"1","SO.2873","3/23/2022 12:00:00 AM","3/23/2022 12:00:00 AM","3/23/2022 12:00:00 AM","","Dr510790","BLISSMAKS SERVICES LTD","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","67","1575143","False","","","0","",""
"1","SO.2874","3/25/2022 12:00:00 AM","3/25/2022 12:00:00 AM","3/25/2022 12:00:00 AM","","Dr584","SAXON INVESTMENT LTD","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","67","1575151","False","","","0","",""
"1","SO.2875","2/6/2022 12:00:00 AM","2/6/2022 12:00:00 AM","2/6/2022 12:00:00 AM","","Dr510722","KABUITO CONTRACTORS LTD","DLV 4430","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","66","1575155","False","","","0","",""
"1","SO.2876","3/25/2022 12:00:00 AM","3/25/2022 12:00:00 AM","3/25/2022 12:00:00 AM","","Dr510843","ANTONY MUSEMBI","","","01Ca00344 ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","67","1575158","False","","","0","",""
"1","SO.2877","3/26/2022 12:00:00 AM","3/26/2022 12:00:00 AM","3/26/2022 12:00:00 AM","","Dr510843","ANTONY MUSEMBI","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","67","1575162","False","","","0","",""
"1","SO.2878","3/24/2022 12:00:00 AM","3/24/2022 12:00:00 AM","3/24/2022 12:00:00 AM","","Dr584","SAXON INVESTMENT LTD","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","67","1575168","False","","","0","",""
"1","SO.2879","3/28/2022 12:00:00 AM","3/28/2022 12:00:00 AM","3/28/2022 12:00:00 AM","","Dr510912","DAVID ENGINEERING(K) LTD","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Rose                ","67","1575169","False","","","0","",""
"1","SO.2881","3/28/2022 12:00:00 AM","3/28/2022 12:00:00 AM","3/28/2022 12:00:00 AM","","Dr584","SAXON INVESTMENT LTD","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","67","1575177","False","","","0","",""
"1","SO.2883","3/28/2022 12:00:00 AM","3/28/2022 12:00:00 AM","3/28/2022 12:00:00 AM","","Dr510937","GALAXY PAINTS","","","          ","","General             ","KES       ","Sr1       ","1","1","1","Rose                ","67","1575182","False","","","0","",""
"1","SO.2884","3/28/2022 12:00:00 AM","3/28/2022 12:00:00 AM","3/28/2022 12:00:00 AM","","Dr510937","GALAXY PAINTS","","","          ","","General             ","KES       ","Sr7       ","1","2","1","Rose                ","67","1575183","False","","","0","",""
"1","SO.2885","3/28/2022 12:00:00 AM","3/28/2022 12:00:00 AM","3/28/2022 12:00:00 AM","","Dr510805","ROYAL YARD TRADERS","","","          ","","General             ","KES       ","Sr7       ","1","2","1","Rose                ","67","1575185","False","","","0","",""
"1","SO.2886","3/29/2022 12:00:00 AM","3/29/2022 12:00:00 AM","3/29/2022 12:00:00 AM","","Dr471","JAMES FINLAY KENYA LIMITED -L1","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Rose                ","67","1575191","False","","","0","",""
"1","SO.2887","3/29/2022 12:00:00 AM","3/29/2022 12:00:00 AM","3/29/2022 12:00:00 AM","","Dr471","JAMES FINLAY KENYA LIMITED -L1","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Rose                ","67","1575195","False","","","0","",""
"1","SO.2888","3/29/2022 12:00:00 AM","3/29/2022 12:00:00 AM","3/29/2022 12:00:00 AM","","Dr584","SAXON INVESTMENT LTD","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","67","1575202","False","","","0","",""
"1","SO.2889","3/30/2022 12:00:00 AM","3/30/2022 12:00:00 AM","3/30/2022 12:00:00 AM","","Dr510942","KIRTI ENTERPRISES LTD","","","          ","","General             ","KES       ","          ","1","2","1","Lucybriate          ","67","1575207","False","","","0","",""
"1","SO.2890","3/31/2022 12:00:00 AM","3/31/2022 12:00:00 AM","3/31/2022 12:00:00 AM","","Dr510815","MECTRO INDUSTRIAL SERVICES LTD","","","          ","","General             ","KES       ","Sr5       ","1","2","1","Mary                ","67","1575212","False","","","0","",""
"1","SO.2891","3/31/2022 12:00:00 AM","3/31/2022 12:00:00 AM","3/31/2022 12:00:00 AM","","Dr392","BENSON KIOH","","","          ","","General             ","KES       ","Sr7       ","1","2","1","Rose                ","67","1575216","False","","","0","",""
"1","SO.2892","3/31/2022 12:00:00 AM","3/31/2022 12:00:00 AM","3/31/2022 12:00:00 AM","","Dr510766","CECYPO LTD","","","          ","","General             ","KES       ","Sr7       ","1","2","1","Sarah               ","67","1575220","False","","","0","",""
"1","SO.2893","4/1/2022 12:00:00 AM","4/1/2022 12:00:00 AM","4/1/2022 12:00:00 AM","","Dr510975","ECOLITE GROUP K LIMITED","","","          ","","General             ","KES       ","Sr7       ","1","2","1","Rose                ","68","1575224","False","","","0","",""
"1","SO.2894","4/1/2022 12:00:00 AM","4/1/2022 12:00:00 AM","4/1/2022 12:00:00 AM","","Dr387","DANIEL G. NGENA","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Mugure              ","68","1575228","False","","","0","",""
"1","SO.2895","4/2/2022 12:00:00 AM","4/2/2022 12:00:00 AM","4/2/2022 12:00:00 AM","","Dr510762","SOWECO PAINTS K LTD","","","          ","","General             ","KES       ","Sr5       ","1","2","1","Sarah               ","68","1575232","False","","","0","",""
"1","SO.2896","4/2/2022 12:00:00 AM","4/2/2022 12:00:00 AM","4/2/2022 12:00:00 AM","","Dr510866","TAPTERIK INTERNATIONAL LTD","","","          ","","General             ","KES       ","Sr7       ","1","2","1","Sarah               ","68","1575236","False","","","0","",""
"1","SO.2897","4/2/2022 12:00:00 AM","4/2/2022 12:00:00 AM","4/2/2022 12:00:00 AM","","Dr510804","CHINA WUYI CO. LTD KIGWACHI","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Rose                ","68","1575240","False","","","0","",""
"1","SO.2898","4/4/2022 12:00:00 AM","4/4/2022 12:00:00 AM","4/4/2022 12:00:00 AM","","Dr510976","MADINI","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Sarah               ","68","1575244","False","","","0","",""
"1","SO.2899","4/5/2022 12:00:00 AM","4/5/2022 12:00:00 AM","4/5/2022 12:00:00 AM","","Dr510977","DENAK COMPANY LTD","","","          ","","General             ","KES       ","Sr7       ","1","2","1","Mary                ","68","1575248","False","","","0","",""
"1","SO.2900","4/5/2022 12:00:00 AM","4/5/2022 12:00:00 AM","4/5/2022 12:00:00 AM","","Dr510780","NEW NILE IMPEX HANDWARE LTD(RO","","","          ","","no vat              ","KES       ","Sr1       ","1","2","1","Lucybriate          ","68","1575252","False","","","0","",""
"1","SO.2901","4/5/2022 12:00:00 AM","4/5/2022 12:00:00 AM","4/5/2022 12:00:00 AM","","Dr510772","MPEKE HARDWARE","","","          ","","no vat              ","KES       ","Sr1       ","1","2","1","Lucybriate          ","68","1575256","False","","","0","",""
"1","SO.2902","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","","Dr510904","SUNDOWN EMULSION LTD","","","01Ca00344 ","","General             ","KES       ","          ","1","2","1","Lucybriate          ","68","1575260","False","","","0","",""
"1","SO.2903","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","","Dr510976","MADINI SPRINGS LIMITED","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Rose                ","68","1575264","False","","","0","",""
"1","SO.2904","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","","Dr510795","MIBASA LTD","","","          ","","General             ","KES       ","Sr5       ","1","2","1","Lucybriate          ","68","1575268","False","","","0","",""
"1","SO.2905","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","","Dr510795","MIBASA LTD","","","          ","","General             ","KES       ","Sr5       ","","","1","Lucybriate          ","68","1575269","False","","","0","",""
"1","SO.2906","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","","Dr510795","MIBASA LTD","","","          ","","General             ","KES       ","Sr5       ","","","1","Lucybriate          ","68","1575270","False","","","0","",""
"1","SO.2907","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","","Dr510795","MIBASA LTD","","","          ","","General             ","KES       ","Sr5       ","","","1","Lucybriate          ","68","1575271","False","","","0","",""
"1","SO.2908","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","","Dr510795","MIBASA LTD","","","          ","","General             ","KES       ","Sr5       ","","","1","Lucybriate          ","68","1575272","False","","","0","",""
"1","SO.2909","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","","Dr510795","MIBASA LTD","","","          ","","General             ","KES       ","Sr5       ","","","1","Lucybriate          ","68","1575273","False","","","0","",""
"1","SO.2910","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","","Dr510795","MIBASA LTD","","","          ","","General             ","KES       ","Sr5       ","","","1","Lucybriate          ","68","1575274","False","","","0","",""
"1","SO.2911","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","","Dr510795","MIBASA LTD","","","          ","","General             ","KES       ","Sr5       ","","","1","Lucybriate          ","68","1575275","False","","","0","",""
"1","SO.2912","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","","Dr510795","MIBASA LTD","","","          ","","General             ","KES       ","Sr5       ","","","1","Lucybriate          ","68","1575276","False","","","0","",""
"1","SO.2913","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","","Dr510795","MIBASA LTD","","","          ","","General             ","KES       ","Sr5       ","","","1","Lucybriate          ","68","1575277","False","","","0","",""
"1","SO.2914","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","","Dr510795","MIBASA LTD","","","          ","","General             ","KES       ","Sr5       ","","","1","Lucybriate          ","68","1575278","False","","","0","",""
"1","SO.2915","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","","Dr510795","MIBASA LTD","","","          ","","General             ","KES       ","Sr5       ","","1","1","Lucybriate          ","68","1575279","False","","","0","",""
"1","SO.2916","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","","Dr510795","MIBASA LTD","","","          ","","General             ","KES       ","Sr5       ","","","1","Lucybriate          ","68","1575281","False","","","0","",""
"1","SO.2917","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","","Dr510795","MIBASA LTD","","","          ","","General             ","KES       ","Sr5       ","1","1","1","Lucybriate          ","68","1575282","False","","","0","",""
"1","SO.2918","4/7/2022 12:00:00 AM","4/7/2022 12:00:00 AM","4/7/2022 12:00:00 AM","","Dr510978","SKYTEC CONSTRUCTION LIMITED","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","68","1575286","False","","","0","",""
"1","SO.2919","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","","Dr510794","ALEX MACHARIA","DLV 3936","","          ","","General             ","KES       ","Sr5       ","1","2","1","Lucybriate          ","68","1575290","False","","","0","",""
"1","SO.2920","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","4/6/2022 12:00:00 AM","","Dr510794","ALEX MACHARIA","DLV 3936","","          ","","General             ","KES       ","Sr5       ","1","1","1","Lucybriate          ","68","1575291","False","","","0","",""
"1","SO.2923","4/8/2022 12:00:00 AM","4/8/2022 12:00:00 AM","4/8/2022 12:00:00 AM","","Dr510976","MADINI SPRINGS LIMITED","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","68","1575299","False","","","0","",""
"1","SO.2925","4/8/2022 12:00:00 AM","4/8/2022 12:00:00 AM","4/8/2022 12:00:00 AM","","Dr510881","DAVESTER &amp; COMPANY LTD","","","          ","","General             ","KES       ","Sr6       ","1","2","1","Lucybriate          ","68","1575304","False","","","0","",""
"1","SO.2926","4/9/2022 12:00:00 AM","4/9/2022 12:00:00 AM","4/9/2022 12:00:00 AM","","Dr510979","BRIAN MESHACK","","","01Ca00344 ","","General             ","KES       ","Sr7       ","1","2","1","Lucybriate          ","68","1575308","False","","","0","",""
"1","SO.2927","4/9/2022 12:00:00 AM","4/9/2022 12:00:00 AM","4/9/2022 12:00:00 AM","","Dr369","JILK CONTSTRUCTION CO.","","","          ","","General             ","KES       ","Sr7       ","","","1","Sarah               ","68","1575312","False","","","0","",""
"1","SO.2928","4/9/2022 12:00:00 AM","4/9/2022 12:00:00 AM","4/9/2022 12:00:00 AM","","Dr369","JILK CONTSTRUCTION CO.","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Sarah               ","68","1575313","False","","","0","",""
"1","SO.2929","4/9/2022 12:00:00 AM","4/9/2022 12:00:00 AM","4/9/2022 12:00:00 AM","","Dr369","JILK CONTSTRUCTION CO.","","","          ","","General             ","KES       ","Sr1       ","","","1","Sarah               ","68","1575314","False","","","0","",""
"1","SO.2930","4/11/2022 12:00:00 AM","4/11/2022 12:00:00 AM","4/11/2022 12:00:00 AM","","Dr510843","ANTONY MUSEMBI","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","68","1575318","False","","","0","",""
"1","SO.2931","4/11/2022 12:00:00 AM","4/11/2022 12:00:00 AM","4/11/2022 12:00:00 AM","","Dr510803","MAUWEST COMPANY LTD","INV NO 1189","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","68","1575326","False","","","0","",""
"1","SO.2932","4/11/2022 12:00:00 AM","4/11/2022 12:00:00 AM","4/11/2022 12:00:00 AM","","Dr510805","ROYAL YARD TRADERS","","","          ","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","68","1575330","False","","","0","",""
"1","SO.2933","4/12/2022 12:00:00 AM","4/12/2022 12:00:00 AM","4/12/2022 12:00:00 AM","","Dr510980","HASCON COMPANY","","","          ","","General             ","KES       ","Sr5       ","1","2","1","Lucybriate          ","68","1575334","False","","","0","",""
"1","SO.2934","4/13/2022 12:00:00 AM","4/13/2022 12:00:00 AM","4/13/2022 12:00:00 AM","","Dr510979","BRIAN MESHACK","","","          ","","General             ","KES       ","Sr7       ","1","2","1","Lucybriate          ","68","1575338","False","","","0","",""
