"itemcode","date","invoiceno","journalno","doctype","receiptno","amount","receiptjournal"
"Dr620               ","6/17/2016 12:00:00 AM","INV443              ","Jv6557              ","10","RC1505              ","-0.09","J.17309             "
"Dr620               ","1/23/2018 12:00:00 AM","INV443              ","Jv6557              ","10","Rct325              ","-14877.00","Jv6558              "
"Dr620               ","1/23/2018 12:00:00 AM","INV443              ","Jv6557              ","10","3930                ","-682.91","Jv32824             "
"Dr620               ","1/23/2018 12:00:00 AM","INV459              ","Jv6679              ","10","3930                ","0.00","Jv32824             "
"Dr620               ","1/31/2018 12:00:00 AM","INV459              ","Jv6679              ","10","Rct335              ","-15560.00","Jv6680              "
"Dr620               ","8/9/2019 12:00:00 AM","INV892              ","Jv13766             ","10","Rct974              ","-96000.00","Jv19777             "
"Dr621               ","6/6/2016 12:00:00 AM","INV2330             ","J.17112             ","10","RC1489              ","-64960.00","J.17123             "
"Dr621               ","6/13/2016 12:00:00 AM","INV2345             ","J.17258             ","10","RC1500              ","-64960.00","J.17288             "
"Dr621               ","6/30/2016 12:00:00 AM","INV2382             ","J.17416             ","10","RC1528              ","-64960.00","J.17542             "
"Dr621               ","7/20/2016 12:00:00 AM","INV2408             ","J.17717             ","10","RC1553              ","-64960.00","J.17816             "
"Dr621               ","7/28/2016 12:00:00 AM","INV2420             ","J.17843             ","10","RC1561              ","-64960.00","J.17858             "
"Dr621               ","8/4/2016 12:00:00 AM","INV2436             ","J.17977             ","10","RC1571              ","-64960.00","J.17982             "
"Dr621               ","8/12/2016 12:00:00 AM","INV2450             ","J.18069             ","10","RC1587              ","-64960.00","J.18183             "
"Dr621               ","8/18/2016 12:00:00 AM","INV2466             ","J.18125             ","10","RC1586              ","-64960.00","J.18181             "
"Dr622               ","6/6/2016 12:00:00 AM","INV2335             ","J.17143             ","10","RC1493              ","-32999.68","J.17148             "
"Dr622               ","6/6/2016 12:00:00 AM","INV2336             ","J.17144             ","10","RC1493              ","-20000.32","J.17148             "
"Dr622               ","6/13/2016 12:00:00 AM","INV2336             ","J.17144             ","10","RC1508              ","-12999.36","J.17320             "
"Dr622               ","6/13/2016 12:00:00 AM","INV2349             ","J.17277             ","10","RC1508              ","-19000.64","J.17320             "
"Dr622               ","6/20/2016 12:00:00 AM","INV2349             ","J.17277             ","10","RC1514              ","-13999.04","J.17412             "
"Dr622               ","6/20/2016 12:00:00 AM","INV2364             ","J.17315             ","10","RC1514              ","-39999.96","J.17412             "
"Dr622               ","6/20/2016 12:00:00 AM","INV2375             ","J.17349             ","10","RC1514              ","-20000.00","J.17412             "
"Dr622               ","6/20/2016 12:00:00 AM","3945                ","Jv32866             ","0","RC1514              ","-4001.00","J.17412             "
"Dr622               ","6/27/2016 12:00:00 AM","INV2378             ","J.17353             ","10","RC1515              ","-20000.00","J.17413             "
"Dr622               ","8/23/2016 12:00:00 AM","INV2479             ","J.18189             ","10","RC1590              ","-34000.00","J.18240             "
"Dr622               ","8/24/2016 12:00:00 AM","INV2479             ","J.18189             ","10","RC1591              ","-0.02","J.18241             "
"Dr622               ","8/24/2016 12:00:00 AM","INV2480             ","J.18190             ","10","RC1591              ","-67999.98","J.18241             "
"Dr622               ","8/25/2016 12:00:00 AM","INV2480             ","J.18190             ","10","RC1592              ","-0.06","J.18243             "
"Dr622               ","8/25/2016 12:00:00 AM","INV2483             ","J.18242             ","10","RC1592              ","-33999.94","J.18243             "
"Dr622               ","8/25/2016 12:00:00 AM","INV2483             ","J.18242             ","10","RC1593              ","-0.54","J.18251             "
"Dr622               ","8/25/2016 12:00:00 AM","INV2486             ","J.18248             ","10","RC1593              ","-33999.46","J.18251             "
"Dr605               ","3/7/2022 12:00:00 AM","INV.2327            ","Jv34765             ","10","Rct1981             ","-579294.94","Jv35041             "
"Dr622               ","3/20/2017 12:00:00 AM","INV2486             ","J.18248             ","10","798                 ","-0.56","Jv3953              "
"Dr622               ","3/20/2017 12:00:00 AM","INV235              ","Jv2838              ","10","798                 ","-149999.44","Jv3953              "
"Dr623               ","6/24/2016 12:00:00 AM","INV2371             ","J.17345             ","10","RC1536              ","-157760.00","J.17588             "
"Dr624               ","6/25/2016 12:00:00 AM","INV2372             ","J.17346             ","10","RC1601              ","-8325.00","J.18373             "
"Dr625               ","6/27/2016 12:00:00 AM","INV2373             ","J.17347             ","10","RC1513              ","-79999.98","J.17352             "
"Dr626               ","7/9/2016 12:00:00 AM","INV2380             ","J.17409             ","10","RC1540              ","-460000.00","J.17597             "
"Dr626               ","7/9/2016 12:00:00 AM","INV2380             ","J.17409             ","10","RC1541              ","-96800.00","J.17598             "
"Dr626               ","7/9/2016 12:00:00 AM","INV2391             ","J.17571             ","10","RC1541              ","-191999.95","J.17598             "
"Dr626               ","7/9/2016 12:00:00 AM","INV2393             ","J.17573             ","10","RC1541              ","-287200.05","J.17598             "
"Dr626               ","7/9/2016 12:00:00 AM","INV2393             ","J.17573             ","10","RC1542              ","-576000.00","J.17599             "
"Dr626               ","7/22/2016 12:00:00 AM","INV2393             ","J.17573             ","10","                    ","-96799.71","J.17840             "
"Dr626               ","7/22/2016 12:00:00 AM","                    ","J.17826             ","0","                    ","-460000.00","J.17840             "
"Dr626               ","7/22/2016 12:00:00 AM","                    ","J.17838             ","0","                    ","-576000.00","J.17840             "
"Dr626               ","7/22/2016 12:00:00 AM","                    ","J.17839             ","0","                    ","-203700.29","J.17840             "
"Dr627               ","6/30/2016 12:00:00 AM","INV2383             ","J.17417             ","10","RC1529              ","-31999.99","J.17543             "
"Dr627               ","6/30/2016 12:00:00 AM","INV2468             ","J.18127             ","10","RC1529              ","-0.01","J.17543             "
"Dr627               ","8/19/2016 12:00:00 AM","INV2468             ","J.18127             ","10","RC1594              ","-32000.00","J.18328             "
"Dr628               ","8/25/2016 12:00:00 AM","INV2388             ","J.17499             ","10","RC1597              ","-919999.48","J.18369             "
"Dr628               ","8/25/2016 12:00:00 AM","INV2403             ","J.17660             ","10","RC1597              ","-919999.48","J.18369             "
"Dr628               ","8/25/2016 12:00:00 AM","INV2430             ","J.17967             ","10","RC1597              ","-919999.48","J.18369             "
"Dr628               ","8/25/2016 12:00:00 AM","INV2433             ","J.17971             ","10","RC1597              ","-919999.48","J.18369             "
"Dr628               ","8/25/2016 12:00:00 AM","INV2444             ","J.18018             ","10","RC1597              ","-919999.48","J.18369             "
"Dr628               ","8/25/2016 12:00:00 AM","INV2453             ","J.18078             ","10","RC1597              ","-919999.48","J.18369             "
"Dr628               ","8/25/2016 12:00:00 AM","INV2459             ","J.18086             ","10","RC1597              ","-919999.48","J.18369             "
"Dr628               ","8/25/2016 12:00:00 AM","INV2461             ","J.18104             ","10","RC1597              ","-919999.48","J.18369             "
"Dr628               ","8/25/2016 12:00:00 AM","INV2464             ","J.18121             ","10","RC1597              ","-919999.48","J.18369             "
"Dr628               ","8/25/2016 12:00:00 AM","INV2467             ","J.18126             ","10","RC1597              ","-1379994.00","J.18369             "
"Dr628               ","8/25/2016 12:00:00 AM","INV157              ","Jv1687              ","10","RC1597              ","-0.68","J.18369             "
