"tankname","units","uom","date","batchno","variance","doctype","itemcode","index","BQitemcode"
"Tank E 30/1                   ","-10000","loosqty   ","10/8/2021 12:00:00 AM","PL2005    ","","19","S.6","572116",""
"Tank E 30/2                   ","12460","          ","10/7/2021 12:00:00 AM","B/No971   ","","28","S.7","572117",""
"Tank E 30/2                   ","40","          ","10/7/2021 12:00:00 AM","B/No971   ","","28","S.7","572118",""
"Tank E 30/1                   ","10000","loosqty   ","10/8/2021 12:00:00 AM","CN79      ","","11","S.6","572119",""
"Tank E 30/1                   ","-3000","loosqty   ","10/9/2021 12:00:00 AM","PL2006    ","","19","S.6","572120",""
"Tank CB                       ","-3000","loosqty   ","10/9/2021 12:00:00 AM","PL2006    ","","19","S.9","572121",""
"Tank E 30/2                   ","12460","          ","10/8/2021 12:00:00 AM","B/No972   ","","28","S.7","572122",""
"Tank E 30/2                   ","40","          ","10/8/2021 12:00:00 AM","B/No972   ","","28","S.7","572123",""
"Tank E 30/1                   ","-257","          ","9/28/2021 12:00:00 AM","B/No955   ","","28","S.6","572124",""
"Tank E 30/1                   ","-1258","          ","9/26/2021 12:00:00 AM","B/No954   ","","28","S.6","572125",""
"Tank E 30/1                   ","131","          ","9/5/2021 12:00:00 AM","B/No911   ","","28","S.6","572126",""
"Tank E 30/1                   ","-460","          ","9/2/2021 12:00:00 AM","B/No903   ","","28","S.6","572127",""
"Tank E 30/1                   ","150","          ","9/2/2021 12:00:00 AM","B/No908   ","","28","S.6","572128",""
"Tank E 30/1                   ","-2000","loosqty   ","10/9/2021 12:00:00 AM","PL2007    ","","19","S.6","572129",""
"Tank CB                       ","-8000","loosqty   ","10/9/2021 12:00:00 AM","PL2007    ","","19","S.9","572130",""
"Tank E 30/1                   ","0","          ","8/31/2021 12:00:00 AM","B/No899   ","","28","S.6","572131",""
"Tank E 30/1                   ","1437","          ","8/27/2021 12:00:00 AM","B/No894   ","","28","S.6","572132",""
"Tank E 30/1                   ","0","          ","8/28/2021 12:00:00 AM","B/No892   ","","28","S.6","572133",""
"Tank E 30/1                   ","40","          ","8/23/2021 12:00:00 AM","B/No885   ","","28","S.6","572134",""
"Tank E 30/1                   ","-3164","          ","8/23/2021 12:00:00 AM","B/No887   ","","28","S.6","572135",""
"Tank E 30/1                   ","140","          ","8/13/2021 12:00:00 AM","B/No883   ","","28","S.6","572136",""
"Tank E 30/1                   ","0","          ","8/12/2021 12:00:00 AM","B/No878   ","","28","S.6","572137",""
"Tank E 30/1                   ","-711","          ","8/7/2021 12:00:00 AM","B/No873   ","","28","S.6","572138",""
"Tank E 30/1                   ","0","          ","8/5/2021 12:00:00 AM","B/No867   ","","28","S.6","572139",""
"Tank E 30/1                   ","-63.8","          ","7/31/2021 12:00:00 AM","B/No865   ","","28","S.6","572140",""
"Tank E 30/1                   ","0","          ","7/30/2021 12:00:00 AM","B/No859   ","","28","S.6","572141",""
"Tank E 30/1                   ","40","          ","7/24/2021 12:00:00 AM","B/No854   ","","28","S.6","572142",""
"Tank E 30/1                   ","60","          ","7/22/2021 12:00:00 AM","B/No851   ","","28","S.6","572143",""
"Tank E 30/1                   ","-61","          ","7/19/2021 12:00:00 AM","B/No847   ","","28","S.6","572144",""
"Tank E 30/1                   ","-52","          ","7/14/2021 12:00:00 AM","B/No838   ","","28","S.6","572145",""
"Tank E 30/1                   ","-868","          ","7/11/2021 12:00:00 AM","B/No831   ","","28","S.6","572146",""
"Tank E 30/1                   ","-960","          ","7/10/2021 12:00:00 AM","B/No830   ","","28","S.6","572147",""
"Tank E 30/1                   ","0","          ","7/16/2021 12:00:00 AM","B/No817   ","","28","S.6","572148",""
"Tank E 30/1                   ","-2211","          ","6/29/2021 12:00:00 AM","B/No803   ","","28","S.6","572149",""
"Tank CB                       ","16000","          ","10/6/2021 12:00:00 AM","B/No973   ","","28","S.9","572150",""
"Tank CB                       ","600","          ","10/6/2021 12:00:00 AM","B/No973   ","","28","S.9","572151",""
"Tank CB                       ","-3000","loosqty   ","10/12/2021 12:00:00 AM","PL2008    ","","19","S.9","572152",""
"Tank E 30/1                   ","6734","          ","7/7/2021 12:00:00 AM","B/No811   ","","28","S.6","572153",""
"Tank E 30/1                   ","3368","          ","7/7/2021 12:00:00 AM","B/No812   ","","28","S.6","572154",""
"Tank E 30/1                   ","10057","          ","10/9/2021 12:00:00 AM","B/No974   ","","28","S.6","572155",""
"Tank E 30/1                   ","-57","          ","10/9/2021 12:00:00 AM","B/No974   ","","28","S.6","572156",""
"Tank E 30/1                   ","-10000","loosqty   ","10/13/2021 12:00:00 AM","PL2009    ","","19","S.6","572157",""
"Tank E 30/2                   ","-10000","loosqty   ","10/13/2021 12:00:00 AM","PL2013    ","","19","S.7","572158",""
"Tank E 30/1                   ","-1000","loosqty   ","10/14/2021 12:00:00 AM","PL2016    ","","19","S.6","572159",""
"Tank CB                       ","-400","loosqty   ","10/14/2021 12:00:00 AM","PL2016    ","","19","S.9","572160",""
"Tank CB                       ","-10000","loosqty   ","10/16/2021 12:00:00 AM","PL2017    ","","19","S.9","572161",""
"Tank E 30/1                   ","200","          ","10/16/2021 12:00:00 AM","B/No977   ","","28","S.6","572162",""
"Tank E 30/2                   ","-180","loosqty   ","10/16/2021 12:00:00 AM","B/No977   ","","28","S.7","572163",""
"Tank E 30/1                   ","-8000","loosqty   ","10/16/2021 12:00:00 AM","PL2018    ","","19","S.6","572164",""
"Tank CB                       ","-2000","loosqty   ","10/16/2021 12:00:00 AM","PL2018    ","","19","S.9","572165",""
"Tank E 30/1                   ","1000","          ","10/19/2021 12:00:00 AM","B/No978   ","","28","S.6","572166",""
"Tank E 30/2                   ","-900","loosqty   ","10/19/2021 12:00:00 AM","B/No978   ","","28","S.7","572167",""
"Tank E 30/1                   ","0","          ","10/19/2021 12:00:00 AM","B/No978   ","","28","S.6","572168",""
"Tank CB                       ","8000","loosqty   ","10/9/2021 12:00:00 AM","CN80      ","","11","S.9","572169",""
"Tank E 30/1                   ","2000","loosqty   ","10/9/2021 12:00:00 AM","CN80      ","","11","S.6","572170",""
"Tank CB                       ","10000","loosqty   ","10/16/2021 12:00:00 AM","CN81      ","","11","S.9","572171",""
"Tank E 30/1                   ","-2000","loosqty   ","10/19/2021 12:00:00 AM","PL2023    ","","19","S.6","572172",""
"Tank CB                       ","-18000","loosqty   ","10/19/2021 12:00:00 AM","PL2023    ","","19","S.9","572173",""
"Tank CB                       ","18000","loosqty   ","9/27/2021 12:00:00 AM","CN82      ","","11","S.9","572174",""
"Tank E 30/1                   ","2000","loosqty   ","9/27/2021 12:00:00 AM","CN82      ","","11","S.6","572175",""
"Tank E 30/1                   ","-1000","loosqty   ","10/21/2021 12:00:00 AM","PL2026    ","","19","S.6","572176",""
"Tank CB                       ","-1400","loosqty   ","10/21/2021 12:00:00 AM","PL2026    ","","19","S.9","572177",""
"Tank CB                       ","1400","loosqty   ","10/21/2021 12:00:00 AM","CN83      ","","11","S.9","572178",""
"Tank E 30/1                   ","1000","loosqty   ","10/21/2021 12:00:00 AM","CN83      ","","11","S.6","572179",""
"Tank E 30/1                   ","-1000","loosqty   ","10/21/2021 12:00:00 AM","PL2028    ","","19","S.6","572180",""
"Tank CB                       ","-1400","loosqty   ","10/21/2021 12:00:00 AM","PL2028    ","","19","S.9","572181",""
"Tank CB                       ","-2000","loosqty   ","10/21/2021 12:00:00 AM","PL2029    ","","19","S.9","572182",""
"Tank CB                       ","2800","loosqty   ","10/21/2021 12:00:00 AM","CN84      ","","11","S.9","572183",""
"Tank E 30/1                   ","2000","loosqty   ","10/21/2021 12:00:00 AM","CN84      ","","11","S.6","572184",""
"Tank E 30/1                   ","1000","loosqty   ","10/21/2021 12:00:00 AM","CN85      ","","11","S.6","572185",""
"Tank CB                       ","1400","loosqty   ","10/21/2021 12:00:00 AM","CN85      ","","11","S.9","572186",""
"Tank E 30/1                   ","-1000","loosqty   ","10/21/2021 12:00:00 AM","PL2030    ","","19","S.6","572187",""
"Tank K-65                     ","-10000","loosqty   ","9/27/2021 12:00:00 AM","SO.2470   ","","40","S.150","572188",""
"Tank E 30/2                   ","-10000","loosqty   ","10/24/2021 12:00:00 AM","PL2038    ","","19","S.7","572189",""
"Tank E 30/1                   ","1000","          ","10/25/2021 12:00:00 AM","B/No984   ","","28","S.6","572190",""
"Tank E 30/2                   ","-900","loosqty   ","10/25/2021 12:00:00 AM","B/No984   ","","28","S.7","572191",""
"Tank E 30/1                   ","0","          ","10/25/2021 12:00:00 AM","B/No984   ","","28","S.6","572192",""
"Tank E 30/1                   ","-5000","loosqty   ","10/25/2021 12:00:00 AM","PL2039    ","","19","S.6","572193",""
"Tank E 30/1                   ","5000","loosqty   ","10/25/2021 12:00:00 AM","CN86      ","","11","S.6","572194",""
"Tank E 30/1                   ","-5000","loosqty   ","10/25/2021 12:00:00 AM","PL2040    ","","19","S.6","572195",""
"Tank E 30/2                   ","-6000","loosqty   ","10/25/2021 12:00:00 AM","PL2042    ","","19","S.7","572196",""
"Tank E 30/1                   ","2000","          ","10/26/2021 12:00:00 AM","B/No985   ","","28","S.6","572197",""
"Tank E 30/2                   ","-1800","loosqty   ","10/26/2021 12:00:00 AM","B/No985   ","","28","S.7","572198",""
"Tank E 30/1                   ","-2000","loosqty   ","10/26/2021 12:00:00 AM","PL2043    ","","19","S.6","572199",""
"Tank CB                       ","-8000","loosqty   ","10/26/2021 12:00:00 AM","PL2043    ","","19","S.9","572200",""
"Tank E 30/1                   ","10000","          ","10/26/2021 12:00:00 AM","B/No987   ","","28","S.6","572201",""
"Tank E 30/2                   ","-9000","loosqty   ","10/26/2021 12:00:00 AM","B/No987   ","","28","S.7","572202",""
"Tank E 30/1                   ","-10000","loosqty   ","10/26/2021 12:00:00 AM","SO.2479   ","","40","S.6","572203",""
"Tank E 30/1                   ","200","          ","10/27/2021 12:00:00 AM","B/No988   ","","28","S.6","572204",""
"Tank E 30/2                   ","-180","loosqty   ","10/27/2021 12:00:00 AM","B/No988   ","","28","S.7","572205",""
"Tank E 30/1                   ","-200","loosqty   ","10/27/2021 12:00:00 AM","PL2045    ","","19","S.6","572206",""
"Tank E 30/2                   ","-2000","loosqty   ","10/27/2021 12:00:00 AM","PL2048    ","","19","S.7","572207",""
"Tank E 30/1                   ","200","          ","10/28/2021 12:00:00 AM","B/No989   ","","28","S.6","572208",""
"Tank E 30/2                   ","-180","loosqty   ","10/28/2021 12:00:00 AM","B/No989   ","","28","S.7","572209",""
"Tank E 30/1                   ","-200","loosqty   ","10/28/2021 12:00:00 AM","PL2049    ","","19","S.6","572210",""
"Tank E 30/1                   ","-1","loosqty   ","10/29/2021 12:00:00 AM","SAMP-7    ","","15","S.8","572211",""
"Tank E 30/2                   ","-1","loosqty   ","10/29/2021 12:00:00 AM","SAMP-7    ","","15","S.8","572212",""
"Tank CB                       ","-1","loosqty   ","10/29/2021 12:00:00 AM","SAMP-7    ","","15","S.8","572213",""
"Tank K-65                     ","-1","loosqty   ","10/29/2021 12:00:00 AM","SAMP-7    ","","15","S.8","572214",""
"Tank 10/1                     ","-1","loosqty   ","10/29/2021 12:00:00 AM","SAMP-7    ","","15","S.8","572215",""
"Tank E 30/1                   ","10458","          ","10/24/2021 12:00:00 AM","B/No994   ","","28","S.6","572216",""
"Tank E 30/1                   ","42","          ","10/24/2021 12:00:00 AM","B/No994   ","","28","S.6","572217",""
"Tank E 30/1                   ","-600","loosqty   ","10/29/2021 12:00:00 AM","PL2051    ","","19","S.6","572218",""
"Tank E 30/1                   ","0","          ","10/29/2021 12:00:00 AM","B/No987   ","","28","S.6","572219",""
"Tank E 30/2                   ","12450","          ","10/24/2021 12:00:00 AM","B/No995   ","","28","S.7","572220",""
"Tank E 30/2                   ","50","          ","10/24/2021 12:00:00 AM","B/No995   ","","28","S.7","572221",""
"Tank CB                       ","11000","          ","10/25/2021 12:00:00 AM","B/No996   ","","28","S.9","572222",""
"Tank CB                       ","0","          ","10/25/2021 12:00:00 AM","B/No996   ","","28","S.9","572223",""
"Tank E 30/2                   ","-12200","loosqty   ","10/29/2021 12:00:00 AM","PL2052    ","","19","S.7","572224",""
"Tank E 30/1                   ","-10000","loosqty   ","10/29/2021 12:00:00 AM","PL2053    ","","19","S.6","572225",""
"Tank E 30/1                   ","10460","          ","10/29/2021 12:00:00 AM","B/No997   ","","28","S.6","572226",""
"Tank E 30/1                   ","-60","          ","10/29/2021 12:00:00 AM","B/No997   ","","28","S.6","572227",""
"Tank E 30/1                   ","0","          ","10/28/2021 12:00:00 AM","B/No989   ","","28","S.6","572228",""
"Tank E 30/1                   ","0","          ","10/27/2021 12:00:00 AM","B/No988   ","","28","S.6","572229",""
"Tank E 30/1                   ","0","          ","10/26/2021 12:00:00 AM","B/No985   ","","28","S.6","572230",""
"Tank E 30/1                   ","0","          ","10/30/2021 12:00:00 AM","B/No977   ","","28","S.6","572231",""
"Tank E 30/1                   ","7000","          ","10/30/2021 12:00:00 AM","B/No998   ","","28","S.6","572232",""
"Tank E 30/2                   ","-6300","loosqty   ","10/30/2021 12:00:00 AM","B/No998   ","","28","S.7","572233",""
"Tank E 30/1                   ","-6300","          ","10/29/2021 12:00:00 AM","B/No998   ","","28","S.6","572234",""
"Tank E 30/1                   ","-3000","loosqty   ","10/30/2021 12:00:00 AM","PL2054    ","","19","S.6","572235",""
"Tank E 30/1                   ","13719","          ","10/30/2021 12:00:00 AM","B/No1000  ","","28","S.6","572236",""
"Tank E 30/1                   ","-20000","loosqty   ","10/30/2021 12:00:00 AM","PL2055    ","","19","S.6","572237",""
"Tank E 30/2                   ","-1","loosqty   ","11/1/2021 12:00:00 AM","SAMP-8    ","","15","S.7","572238",""
"Tank E 30/2                   ","5630","          ","10/25/2021 12:00:00 AM","B/No1007  ","","28","S.7","572239",""
"Tank E 30/2                   ","370","          ","10/25/2021 12:00:00 AM","B/No1007  ","","28","S.7","572240",""
"Tank E 30/2                   ","-6000","loosqty   ","11/3/2021 12:00:00 AM","PL2063    ","","19","S.7","572241",""
"Tank E 30/2                   ","12262","          ","10/27/2021 12:00:00 AM","B/No1008  ","","28","S.7","572242",""
"Tank E 30/2                   ","238","          ","10/27/2021 12:00:00 AM","B/No1008  ","","28","S.7","572243",""
"Tank E 30/1                   ","10258","          ","10/26/2021 12:00:00 AM","B/No1009  ","","28","S.6","572244",""
"Tank E 30/2                   ","12264","          ","10/28/2021 12:00:00 AM","B/No1012  ","","28","S.7","572245",""
"Tank E 30/2                   ","136","          ","10/28/2021 12:00:00 AM","B/No1012  ","","28","S.7","572246",""
"Tank E 30/1                   ","242","          ","10/26/2021 12:00:00 AM","B/No1009  ","","28","S.6","572247",""
"Tank E 30/2                   ","4618","          ","10/29/2021 12:00:00 AM","B/No1013  ","","28","S.7","572248",""
"Tank E 30/2                   ","82","          ","10/29/2021 12:00:00 AM","B/No1013  ","","28","S.7","572249",""
"Tank E 30/1                   ","-800","loosqty   ","11/4/2021 12:00:00 AM","PL2067    ","","19","S.6","572250",""
"Tank CB                       ","-10000","loosqty   ","11/5/2021 12:00:00 AM","PL2068    ","","19","S.9","572251",""
