"tankname","units","uom","date","batchno","variance","doctype","itemcode","index","BQitemcode"
"Tank E 30/1                   ","-1000","loosqty   ","6/15/2022 12:00:00 AM","PL2495    ","","19","S.6","572650",""
"Tank 30/1                     ","17009.8","loosqty   ","6/15/2022 12:00:00 AM","692       ","","17","S.8","572651",""
"Tank E 30/2                   ","10764","          ","6/13/2022 12:00:00 AM","B/No1267  ","","28","S.7","572652",""
"Tank 30/1                     ","-7000","loosqty   ","6/13/2022 12:00:00 AM","B/No1267  ","","28","S.8","572653",""
"Tank E 30/2                   ","12756.1","          ","6/14/2022 12:00:00 AM","B/No1268  ","","28","S.7","572654",""
"Tank 30/1                     ","-9000","loosqty   ","6/14/2022 12:00:00 AM","B/No1268  ","","28","S.8","572655",""
"Tank E 30/1                   ","21000","          ","6/15/2022 12:00:00 AM","B/No1269  ","","28","S.6","572656",""
"Tank E 30/2                   ","-18900","loosqty   ","6/15/2022 12:00:00 AM","B/No1269  ","","28","S.7","572657",""
"Tank E 30/1                   ","-20000","loosqty   ","6/15/2022 12:00:00 AM","PL2496    ","","19","S.6","572658",""
"Tank E 30/1                   ","2","          ","6/18/2022 12:00:00 AM","B/No1270  ","","28","S.6","572659",""
"Tank E 30/2                   ","-2","loosqty   ","6/18/2022 12:00:00 AM","B/No1270  ","","28","S.7","572660",""
"Tank E 30/1                   ","-400","loosqty   ","6/18/2022 12:00:00 AM","PL2500    ","","19","S.6","572661",""
"Tank CB-70                    ","200","          ","6/20/2022 12:00:00 AM","B/No1271  ","","28","S.10","572662",""
"Tank 30/1                     ","-140","loosqty   ","6/20/2022 12:00:00 AM","B/No1271  ","","28","S.8","572663",""
"Tank CB-70                    ","-200","loosqty   ","6/20/2022 12:00:00 AM","PL2501    ","","19","S.10","572664",""
"Tank CB                       ","-10000","loosqty   ","6/20/2022 12:00:00 AM","PL2503    ","","19","S.9","572665",""
"Tank E 30/1                   ","-200","loosqty   ","6/22/2022 12:00:00 AM","PL2507    ","","19","S.6","572666",""
"Tank E 30/2                   ","-4200","loosqty   ","6/22/2022 12:00:00 AM","PL2509    ","","19","S.7","572667",""
"Tank CB                       ","-6000","loosqty   ","6/22/2022 12:00:00 AM","PL2509    ","","19","S.9","572668",""
"Tank E 30/2                   ","11936.52","          ","6/21/2022 12:00:00 AM","B/No1278  ","","28","S.7","572669",""
"Tank E 30/2                   ","11587","          ","6/22/2022 12:00:00 AM","B/No1279  ","","28","S.7","572670",""
"Tank E 30/2                   ","-10000","loosqty   ","6/22/2022 12:00:00 AM","PL2510    ","","19","S.7","572671",""
"Tank CB                       ","-1","loosqty   ","6/22/2022 12:00:00 AM","SAMP-46   ","","15","S.8","572672",""
"Tank E 30/1                   ","-1","loosqty   ","6/22/2022 12:00:00 AM","SAMP-46   ","","15","S.8","572673",""
"Tank 30/1                     ","-1","loosqty   ","6/22/2022 12:00:00 AM","SAMP-46   ","","15","S.8","572674",""
"Tank E 30/1                   ","2000","          ","6/23/2022 12:00:00 AM","B/No1280  ","","28","S.6","572675",""
"Tank E 30/2                   ","-1700","loosqty   ","6/23/2022 12:00:00 AM","B/No1280  ","","28","S.7","572676",""
"Tank E 30/1                   ","-2000","loosqty   ","6/23/2022 12:00:00 AM","PL2511    ","","19","S.6","572677",""
"Tank E 30/2                   ","-3000","loosqty   ","6/23/2022 12:00:00 AM","PL2511    ","","19","S.7","572678",""
"Tank CB                       ","-2000","loosqty   ","6/23/2022 12:00:00 AM","PL2511    ","","19","S.9","572679",""
"Tank CB                       ","2000","loosqty   ","6/23/2022 12:00:00 AM","CN115     ","","11","S.9","572680",""
"Tank E 30/2                   ","3000","loosqty   ","6/23/2022 12:00:00 AM","CN115     ","","11","S.7","572681",""
"Tank E 30/1                   ","2000","loosqty   ","6/23/2022 12:00:00 AM","CN115     ","","11","S.6","572682",""
"Tank E 30/1                   ","-2000","loosqty   ","6/23/2022 12:00:00 AM","PL2512    ","","19","S.6","572683",""
"Tank E 30/2                   ","-3000","loosqty   ","6/23/2022 12:00:00 AM","PL2512    ","","19","S.7","572684",""
"Tank CB                       ","-200","loosqty   ","6/23/2022 12:00:00 AM","PL2512    ","","19","S.9","572685",""
"Tank E 30/2                   ","-200","loosqty   ","6/24/2022 12:00:00 AM","PL2514    ","","19","S.7","572686",""
"Tank E 30/1                   ","6400","          ","6/24/2022 12:00:00 AM","B/No1281  ","","28","S.6","572687",""
"Tank E 30/2                   ","-5440","loosqty   ","6/24/2022 12:00:00 AM","B/No1281  ","","28","S.7","572688",""
"Tank E 30/1                   ","3600","          ","6/24/2022 12:00:00 AM","B/No1283  ","","28","S.6","572689",""
"Tank E 30/2                   ","-3060","loosqty   ","6/24/2022 12:00:00 AM","B/No1283  ","","28","S.7","572690",""
"Tank E 30/1                   ","-10000","loosqty   ","6/24/2022 12:00:00 AM","PL2515    ","","19","S.6","572691",""
"Tank CB                       ","7000","          ","6/22/2022 12:00:00 AM","B/No1285  ","","28","S.9","572692",""
"Tank CB                       ","-5600","loosqty   ","6/25/2022 12:00:00 AM","PL2517    ","","19","S.9","572693",""
"Tank 30/1                     ","-4000","loosqty   ","6/22/2022 12:00:00 AM","B/No1286  ","","28","S.8","572694",""
"Tank E 30/1                   ","10000","loosqty   ","6/24/2022 12:00:00 AM","CN116     ","","11","S.6","572695",""
"Tank E 30/1                   ","-2400","loosqty   ","6/28/2022 12:00:00 AM","PL2520    ","","19","S.6","572696",""
"Tank E 30/1                   ","-5000","loosqty   ","6/28/2022 12:00:00 AM","PL2521    ","","19","S.6","572697",""
"Tank 30/1                     ","2956","loosqty   ","6/30/2022 12:00:00 AM","698       ","","17","S.8","572701",""
"Tank 30/1                     ","1122","loosqty   ","6/30/2022 12:00:00 AM","699       ","","17","S.8","572702",""
"Tank CB                       ","12900","          ","6/25/2022 12:00:00 AM","B/No1289  ","","28","S.9","572703",""
"Tank 30/1                     ","-8000","loosqty   ","6/25/2022 12:00:00 AM","B/No1289  ","","28","S.8","572704",""
"Tank CB                       ","-1800","loosqty   ","6/30/2022 12:00:00 AM","PL2527    ","","19","S.9","572705",""
"Tank E 30/1                   ","-200","loosqty   ","6/30/2022 12:00:00 AM","PL2528    ","","19","S.6","572706",""
"Tank CB                       ","-4400","loosqty   ","7/1/2022 12:00:00 AM","PL2530    ","","19","S.9","572707",""
"Tank 30/1                     ","3800","loosqty   ","7/1/2022 12:00:00 AM","708       ","","17","S.8","572708",""
"Tank E 30/1                   ","-2186.6436","loosqty   ","7/1/2022 12:00:00 AM","714       ","","17","S.6","572709",""
"Tank E 30/2                   ","-1324.30414","loosqty   ","7/1/2022 12:00:00 AM","715       ","","17","S.7","572710",""
"Tank E 30/1                   ","-200","loosqty   ","7/6/2022 12:00:00 AM","PL2542    ","","19","S.6","572711",""
"Tank K-65                     ","5850.6","          ","7/7/2022 12:00:00 AM","B/No1295  ","","28","S.150","572712",""
"Tank 30/1                     ","-4000","loosqty   ","7/7/2022 12:00:00 AM","B/No1295  ","","28","S.8","572713",""
"Tank K-65                     ","-2000","loosqty   ","7/7/2022 12:00:00 AM","PL2544    ","","19","S.150","572714",""
"Tank E 30/2                   ","3400","          ","7/8/2022 12:00:00 AM","B/No1296  ","","28","S.7","572715",""
"Tank K-65                     ","-3400","loosqty   ","7/8/2022 12:00:00 AM","B/No1296  ","","28","S.150","572716",""
"Tank E 30/2                   ","-3400","loosqty   ","7/8/2022 12:00:00 AM","PL2548    ","","19","S.7","572717",""
"Tank E 30/1                   ","7800","loosqty   ","6/30/2022 12:00:00 AM","732       ","","17","S.6","572718",""
"Tank E 30/1                   ","-7600","loosqty   ","7/13/2022 12:00:00 AM","PL2554    ","","19","S.6","572720",""
"Tank E 30/1                   ","-600","loosqty   ","7/15/2022 12:00:00 AM","PL2556    ","","19","S.6","572721",""
"Tank E 30/1                   ","9651.58","          ","7/21/2022 12:00:00 AM","B/No1300  ","","28","S.6","572722",""
"Tank E 30/1                   ","-8000","loosqty   ","7/21/2022 12:00:00 AM","PL2562    ","","19","S.6","572723",""
"Tank E 30/1                   ","6156.7","          ","7/21/2022 12:00:00 AM","B/No1301  ","","28","S.6","572724",""
"Tank E 30/1                   ","-4400","loosqty   ","7/21/2022 12:00:00 AM","PL2563    ","","19","S.6","572725",""
"Tank E 30/1                   ","-2000","loosqty   ","7/21/2022 12:00:00 AM","PL2564    ","","19","S.6","572726",""
"Tank E 30/1                   ","8823.8","          ","7/25/2022 12:00:00 AM","B/No1302  ","","28","S.6","572727",""
"Tank E 30/1                   ","5309.64","          ","7/23/2022 12:00:00 AM","B/No1303  ","","28","S.6","572728",""
"Tank E 30/1                   ","1558.28","loosqty   ","7/26/2022 12:00:00 AM","735       ","","17","S.6","572729",""
"Tank E 30/1                   ","-16000","loosqty   ","7/26/2022 12:00:00 AM","PL2571    ","","19","S.6","572730",""
"Tank E 30/1                   ","-400","loosqty   ","7/27/2022 12:00:00 AM","PL2574    ","","19","S.6","572731",""
"Tank E 30/1                   ","-400","loosqty   ","7/29/2022 12:00:00 AM","PL2580    ","","19","S.6","572732",""
"Tank 30/1                     ","-970","loosqty   ","7/30/2022 12:00:00 AM","736       ","","17","S.8","572733",""
"Tank 30/1                     ","-20","loosqty   ","7/30/2022 12:00:00 AM","PL2581    ","","19","S.8","572734",""
"Tank E 30/1                   ","9685.78","          ","7/30/2022 12:00:00 AM","B/No1308  ","","28","S.6","572735",""
"Tank E 30/1                   ","-2000","loosqty   ","7/30/2022 12:00:00 AM","PL2582    ","","19","S.6","572736",""
"Tank E 30/1                   ","-3000","loosqty   ","7/30/2022 12:00:00 AM","PL2583    ","","19","S.6","572737",""
"Tank K-65                     ","7250","          ","8/2/2022 12:00:00 AM","B/No1311  ","","28","S.150","572738",""
"Tank E 30/1                   ","3852.04","          ","8/2/2022 12:00:00 AM","B/No1312  ","","28","S.6","572739",""
"Tank CB                       ","2000","          ","8/2/2022 12:00:00 AM","B/No1313  ","","28","S.9","572740",""
"Tank E 30/1                   ","10405.78","          ","8/4/2022 12:00:00 AM","B/No1314  ","","28","S.6","572741",""
"Tank 30/1                     ","8918","loosqty   ","8/3/2022 12:00:00 AM","REQ797    ","","40","S.8","572742",""
"Tank 30/1                     ","0","loosqty   ","8/4/2022 12:00:00 AM","B/No1320  ","","28","S.8","572743",""
"Tank 30/1                     ","-5000","loosqty   ","8/4/2022 12:00:00 AM","B/No1322  ","","28","S.8","572744",""
"Tank 30/1                     ","8736","loosqty   ","8/18/2022 12:00:00 AM","REQ799    ","","40","S.8","572745",""
"Tank E 30/2                   ","11472.02","          ","8/19/2022 12:00:00 AM","B/No1323  ","","28","S.7","572746",""
"Tank 30/1                     ","-7800","loosqty   ","8/19/2022 12:00:00 AM","B/No1323  ","","28","S.8","572747",""
"Tank CB                       ","400","          ","8/19/2022 12:00:00 AM","B/No1328  ","","28","S.9","572748",""
"Tank 30/1                     ","-240","loosqty   ","8/19/2022 12:00:00 AM","B/No1328  ","","28","S.8","572749",""
"Tank CB                       ","-1","loosqty   ","11/21/2022 12:00:00 AM","SAMP-49   ","","15","S.9","572750",""
"Tank E 30/1                   ","-1","loosqty   ","11/21/2022 12:00:00 AM","SAMP-89   ","","15","S.6","572751",""
"Tank 10/1                     ","-6","loosqty   ","9/2/2022 12:00:00 AM","B/No1331  ","","28","S.8","572752",""
"Tank 10/1                     ","-25","loosqty   ","9/7/2022 12:00:00 AM","B/No1332  ","","28","S.8","572753",""
"Tank CB                       ","4","          ","9/9/2022 12:00:00 AM","B/No1335  ","","28","S.9","572754",""
"Tank 30/1                     ","-2.8","loosqty   ","9/9/2022 12:00:00 AM","B/No1335  ","","28","S.8","572755",""
"Tank E 30/1                   ","5600","          ","9/9/2022 12:00:00 AM","B/No1336  ","","28","S.6","572756",""
"Tank E 30/2                   ","-4480","loosqty   ","9/9/2022 12:00:00 AM","B/No1336  ","","28","S.7","572757",""
"Tank E 30/1                   ","4000","          ","9/10/2022 12:00:00 AM","B/No1338  ","","28","S.6","572758",""
"Tank E 30/2                   ","-3600","loosqty   ","9/10/2022 12:00:00 AM","B/No1338  ","","28","S.7","572759",""
"Tank 30/1                     ","-3200","loosqty   ","9/17/2022 12:00:00 AM","B/No1340  ","","28","S.8","572760",""
"Tank 10/1                     ","4550","loosqty   ","9/15/2022 12:00:00 AM","REQ800    ","","40","S.8","572761",""
"Tank 10/1                     ","-3000","loosqty   ","9/20/2022 12:00:00 AM","B/No1341  ","","28","S.8","572762",""
"Tank 10/1                     ","-20","loosqty   ","9/22/2022 12:00:00 AM","B/No1342  ","","28","S.8","572763",""
"Tank 10/1                     ","6552","loosqty   ","9/26/2022 12:00:00 AM","REQ803    ","","40","S.8","572764",""
"Tank E 30/2                   ","10105.1","          ","9/26/2022 12:00:00 AM","B/No1345  ","","28","S.7","572765",""
"Tank 10/1                     ","-6500","loosqty   ","9/26/2022 12:00:00 AM","B/No1345  ","","28","S.8","572766",""
"Tank E 30/2                   ","-10000","loosqty   ","2/17/2023 12:00:00 AM","PL2705    ","","19","S.7","572767",""
"Tank 10/1                     ","8736","loosqty   ","12/14/2022 12:00:00 AM","REQ805    ","","40","S.8","572768",""
"Tank 10/1                     ","5460","loosqty   ","2/17/2023 12:00:00 AM","REQ806    ","","40","S.8","572769",""
"Tank E 30/2                   ","8797.26","          ","12/14/2022 12:00:00 AM","B/No1392  ","","28","S.7","572770",""
"Tank 10/1                     ","-6200","loosqty   ","12/14/2022 12:00:00 AM","B/No1392  ","","28","S.8","572771",""
"Tank E 30/2                   ","-6000","loosqty   ","2/17/2023 12:00:00 AM","PL2585    ","","19","S.7","572772",""
"Tank CB                       ","-1200","loosqty   ","2/17/2023 12:00:00 AM","PL2590    ","","19","S.9","572773",""
"Tank CB                       ","-66","loosqty   ","2/17/2023 12:00:00 AM","PL2584    ","","19","S.9","572774",""
"Tank E 30/1                   ","-2600","loosqty   ","2/17/2023 12:00:00 AM","PL2591    ","","19","S.6","572775",""
"Tank E 30/1                   ","-1600","loosqty   ","2/17/2023 12:00:00 AM","PL2585    ","","19","S.6","572776",""
"Tank E 30/1                   ","5068.9","          ","10/10/2022 12:00:00 AM","B/No1395  ","","28","S.6","572777",""
"Tank 10/1                     ","-3000","loosqty   ","10/10/2022 12:00:00 AM","B/No1395  ","","28","S.8","572778",""
"Tank 10/1                     ","-3800","loosqty   ","10/10/2022 12:00:00 AM","B/No1396  ","","28","S.8","572779",""
"Tank 10/1                     ","-1200","loosqty   ","11/2/2022 12:00:00 AM","B/No1400  ","","28","S.8","572780",""
"Tank E 30/1                   ","-2600","loosqty   ","2/21/2023 12:00:00 AM","PL2776    ","","19","S.6","572781",""
"Tank E 30/1                   ","-2000","loosqty   ","2/21/2023 12:00:00 AM","PL2788    ","","19","S.6","572782",""
"Tank E 30/1                   ","-200","loosqty   ","2/21/2023 12:00:00 AM","PL2596    ","","19","S.6","572783",""
"Tank E 30/1                   ","-800","loosqty   ","2/21/2023 12:00:00 AM","PL2660    ","","19","S.6","572784",""
"Tank E 30/1                   ","-200","loosqty   ","2/21/2023 12:00:00 AM","PL2617    ","","19","S.6","572785",""
"Tank E 30/1                   ","-400","loosqty   ","2/21/2023 12:00:00 AM","PL2755    ","","19","S.6","572786",""
"Tank E 30/1                   ","-200","loosqty   ","2/21/2023 12:00:00 AM","PL2628    ","","19","S.6","572787",""
"Tank E 30/1                   ","-2000","loosqty   ","2/21/2023 12:00:00 AM","PL2648    ","","19","S.6","572788",""
"Tank E 30/1                   ","-1600","loosqty   ","2/21/2023 12:00:00 AM","PL2678    ","","19","S.6","572789",""
"Tank E 30/1                   ","-1400","loosqty   ","2/21/2023 12:00:00 AM","PL2768    ","","19","S.6","572790",""
"Tank E 30/1                   ","-2000","loosqty   ","2/21/2023 12:00:00 AM","PL2806    ","","19","S.6","572791",""
"Tank E 30/1                   ","-1800","loosqty   ","2/21/2023 12:00:00 AM","PL2772    ","","19","S.6","572792",""
"Tank E 30/1                   ","-200","loosqty   ","2/21/2023 12:00:00 AM","PL2774    ","","19","S.6","572793",""
"Tank E 30/1                   ","-2000","loosqty   ","2/21/2023 12:00:00 AM","PL2703    ","","19","S.6","572794",""
"Tank E 30/1                   ","-1400","loosqty   ","2/21/2023 12:00:00 AM","PL2703    ","","19","S.6","572795",""
"Tank E 30/1                   ","-600","loosqty   ","2/21/2023 12:00:00 AM","PL2701    ","","19","S.6","572796",""
"Tank E 30/1                   ","-400","loosqty   ","2/21/2023 12:00:00 AM","PL2585a   ","","19","S.6","572797",""
"Tank E 30/1                   ","-400","loosqty   ","2/21/2023 12:00:00 AM","PL2610    ","","19","S.6","572798",""
"Tank E 30/1                   ","-400","loosqty   ","2/21/2023 12:00:00 AM","PL2609    ","","19","S.6","572799",""
"Tank CB                       ","-600","loosqty   ","2/21/2023 12:00:00 AM","PL2799    ","","19","S.9","572800",""
"Tank E 30/1                   ","1600","          ","10/25/2022 12:00:00 AM","B/No1401  ","","28","S.6","572801",""
"Tank E 30/2                   ","-1440","loosqty   ","10/25/2022 12:00:00 AM","B/No1401  ","","28","S.7","572802",""
"Tank 10/1                     ","8736","loosqty   ","11/17/2022 12:00:00 AM","REQ808    ","","40","S.8","572803",""
"Tank 10/1                     ","8736","loosqty   ","11/20/2022 12:00:00 AM","REQ809    ","","40","S.8","572804",""
"Tank 10/1                     ","8736","loosqty   ","11/25/2022 12:00:00 AM","REQ810    ","","40","S.8","572805",""
"Tank E 30/1                   ","9720.11","          ","11/17/2022 12:00:00 AM","B/No1402  ","","28","S.6","572806",""
"Tank 10/1                     ","-5700","loosqty   ","11/17/2022 12:00:00 AM","B/No1402  ","","28","S.8","572807",""
"Tank 10/1                     ","-4000","loosqty   ","11/17/2022 12:00:00 AM","B/No1403  ","","28","S.8","572808",""
"Tank E 30/1                   ","7298.35","          ","11/17/2022 12:00:00 AM","B/No1404  ","","28","S.6","572809",""
"Tank 10/1                     ","-4500","loosqty   ","11/17/2022 12:00:00 AM","B/No1404  ","","28","S.8","572810",""
"Tank E 30/1                   ","-400","loosqty   ","2/21/2023 12:00:00 AM","PL2619    ","","19","S.6","572811",""
"Tank CB                       ","-600","loosqty   ","2/21/2023 12:00:00 AM","PL2802    ","","19","S.9","572812",""
"Tank CB                       ","600","          ","12/14/2022 12:00:00 AM","B/No1405  ","","28","S.9","572813",""
"Tank 10/1                     ","-360","loosqty   ","12/14/2022 12:00:00 AM","B/No1405  ","","28","S.8","572814",""
"Tank CB                       ","-1200","loosqty   ","2/21/2023 12:00:00 AM","PL2821    ","","19","S.9","572815",""
"Tank E 30/1                   ","-800","loosqty   ","2/21/2023 12:00:00 AM","PL2660    ","","19","S.6","572816",""
"Tank E 30/1                   ","-400","loosqty   ","2/21/2023 12:00:00 AM","PL2755    ","","19","S.6","572817",""
"Tank E 30/1                   ","-14000","loosqty   ","2/22/2023 12:00:00 AM","PL2647    ","","19","S.6","572818",""
"Tank E 30/1                   ","-8000","loosqty   ","2/22/2023 12:00:00 AM","PL2750    ","","19","S.6","572819",""
"Tank K-65                     ","-800","loosqty   ","2/22/2023 12:00:00 AM","PL2621    ","","19","S.150","572820",""
"Tank K-65                     ","-200","loosqty   ","2/22/2023 12:00:00 AM","PL2650    ","","19","S.150","572821",""
"Tank K-65                     ","-200","loosqty   ","2/22/2023 12:00:00 AM","PL2638    ","","19","S.150","572822",""
"Tank K-65                     ","-400","loosqty   ","2/22/2023 12:00:00 AM","PL2640    ","","19","S.150","572823",""
"Tank K-65                     ","-200","loosqty   ","2/22/2023 12:00:00 AM","PL2657    ","","19","S.150","572824",""
"Tank K-65                     ","-200","loosqty   ","2/23/2023 12:00:00 AM","PL2692    ","","19","S.150","572825",""
"Tank CB                       ","-200","loosqty   ","2/23/2023 12:00:00 AM","PL2813    ","","19","S.9","572826",""
"Tank K-65                     ","-1200","loosqty   ","2/23/2023 12:00:00 AM","PL2813    ","","19","S.150","572827",""
"Tank E 30/1                   ","-400","loosqty   ","2/23/2023 12:00:00 AM","PL2809    ","","19","S.6","572828",""
"Tank E 30/1                   ","-600","loosqty   ","2/23/2023 12:00:00 AM","PL2639    ","","19","S.6","572829",""
"Tank E 30/1                   ","-3000","loosqty   ","2/23/2023 12:00:00 AM","PL2722    ","","19","S.6","572830",""
"Tank E 30/1                   ","6681","          ","11/18/2022 12:00:00 AM","B/No1410  ","","28","S.6","572831",""
"Tank 10/1                     ","-5000","loosqty   ","11/18/2022 12:00:00 AM","B/No1410  ","","28","S.8","572832",""
"Tank E 30/1                   ","-1200","loosqty   ","2/23/2023 12:00:00 AM","PL2790    ","","19","S.6","572833",""
"Tank 10/1                     ","-4000","loosqty   ","12/7/2022 12:00:00 AM","B/No1411  ","","28","S.8","572834",""
"Tank 10/1                     ","3458","loosqty   ","12/16/2022 12:00:00 AM","REQ811    ","","40","S.8","572835",""
"Tank E 30/1                   ","7705.24","          ","12/7/2022 12:00:00 AM","B/No1412  ","","28","S.6","572836",""
"Tank 10/1                     ","-4800","loosqty   ","12/7/2022 12:00:00 AM","B/No1412  ","","28","S.8","572837",""
"Tank E 30/1                   ","-8000","loosqty   ","2/23/2023 12:00:00 AM","PL2747    ","","19","S.6","572838",""
"Tank 10/1                     ","8736","loosqty   ","12/14/2022 12:00:00 AM","REQ813    ","","40","S.8","572839",""
"Tank 10/1                     ","-2000","loosqty   ","12/14/2022 12:00:00 AM","B/No1413  ","","28","S.8","572840",""
"Tank K-65                     ","9276.28","          ","1/18/2023 12:00:00 AM","B/No1414  ","","28","S.150","572841",""
"Tank 10/1                     ","-6600","loosqty   ","1/18/2023 12:00:00 AM","B/No1414  ","","28","S.8","572842",""
"Tank 10/1                     ","8736","loosqty   ","1/20/2023 12:00:00 AM","REQ814    ","","40","S.8","572843",""
"Tank 10/1                     ","-3600","loosqty   ","1/21/2023 12:00:00 AM","B/No1415  ","","28","S.8","572844",""
"Tank E 30/1                   ","3600","          ","1/23/2023 12:00:00 AM","B/No1416  ","","28","S.6","572845",""
"Tank E 30/2                   ","-3240","loosqty   ","1/23/2023 12:00:00 AM","B/No1416  ","","28","S.7","572846",""
"Tank CB                       ","360","          ","1/24/2023 12:00:00 AM","B/No1417  ","","28","S.9","572847",""
"Tank 10/1                     ","-200","loosqty   ","1/24/2023 12:00:00 AM","B/No1417  ","","28","S.8","572848",""
"Tank E 30/1                   ","-1200","loosqty   ","2/23/2023 12:00:00 AM","PL2828    ","","19","S.6","572849",""
"Tank E 30/1                   ","-5000","loosqty   ","2/23/2023 12:00:00 AM","PL2748    ","","19","S.6","572850",""
"Tank E 30/1                   ","-1000","loosqty   ","2/23/2023 12:00:00 AM","PL2730    ","","19","S.6","572851",""
"Tank CB                       ","1050","          ","1/18/2023 12:00:00 AM","B/No1418  ","","28","S.9","572852",""
"Tank 10/1                     ","-600","loosqty   ","1/18/2023 12:00:00 AM","B/No1418  ","","28","S.8","572853",""
"Tank CB                       ","-600","loosqty   ","2/23/2023 12:00:00 AM","PL2777    ","","19","S.9","572854",""
"Tank CB                       ","-800","loosqty   ","2/24/2023 12:00:00 AM","PL2586    ","","19","S.9","572855",""
"Tank K-65                     ","-4400","loosqty   ","2/24/2023 12:00:00 AM","PL2586    ","","19","S.150","572856",""
"Tank K-65                     ","-200","loosqty   ","2/24/2023 12:00:00 AM","PL2608    ","","19","S.150","572857",""
"Tank 10/1                     ","-32","loosqty   ","2/24/2023 12:00:00 AM","PL2612    ","","19","S.8","572858",""
"Tank K-65                     ","-2000","loosqty   ","1/19/2023 12:00:00 AM","SO.3135   ","","40","S.150","572859",""
"Tank E 30/1                   ","-200","loosqty   ","2/24/2023 12:00:00 AM","PL2611    ","","19","S.6","572860",""
"Tank E 30/1                   ","-200","loosqty   ","2/24/2023 12:00:00 AM","PL2594    ","","19","S.6","572861",""
"Tank E 30/1                   ","1480","loosqty   ","1/11/2023 12:00:00 AM","REQ815    ","","40","S.6","572862",""
"Tank CB-70                    ","340","loosqty   ","1/11/2023 12:00:00 AM","REQ815    ","","40","S.10","572863",""
"Tank CB                       ","400","          ","1/10/2023 12:00:00 AM","B/No1424  ","","28","S.9","572864",""
"Tank CB-70                    ","-340","loosqty   ","1/10/2023 12:00:00 AM","B/No1424  ","","28","S.10","572865",""
"Tank E 30/1                   ","600","          ","1/20/2023 12:00:00 AM","B/No1425  ","","28","S.6","572866",""
"Tank E 30/2                   ","-510","loosqty   ","1/20/2023 12:00:00 AM","B/No1425  ","","28","S.7","572867",""
"Tank E 30/1                   ","-3000","loosqty   ","2/24/2023 12:00:00 AM","PL2597    ","","19","S.6","572868",""
"Tank E 30/1                   ","8000","          ","11/18/2022 12:00:00 AM","B/No1426  ","","28","S.6","572869",""
"Tank K-65                     ","-7200","loosqty   ","11/18/2022 12:00:00 AM","B/No1426  ","","28","S.150","572870",""
"Tank E 30/1                   ","-8000","loosqty   ","2/27/2023 12:00:00 AM","PL2750    ","","19","S.6","572871",""
"Tank CB                       ","-400","loosqty   ","2/27/2023 12:00:00 AM","PL2600    ","","19","S.9","572872",""
"Tank E 30/1                   ","11403.8","loosqty   ","9/30/2022 12:00:00 AM","754       ","","17","S.6","572873",""
"Tank E 30/1                   ","-4000","loosqty   ","3/1/2023 12:00:00 AM","PL2708    ","","19","S.6","572874",""
"Tank CB-70                    ","200","loosqty   ","1/31/2023 12:00:00 AM","757       ","","17","S.10","572875",""
"Tank CB-70                    ","-200","loosqty   ","3/3/2023 12:00:00 AM","PL2836    ","","19","S.10","572876",""
"Tank E 30/1                   ","-400","loosqty   ","3/3/2023 12:00:00 AM","PL2840    ","","19","S.6","572877",""
"Tank CB                       ","200","          ","2/22/2023 12:00:00 AM","B/No1437  ","","28","S.9","572878",""
"Tank 10/1                     ","-120","loosqty   ","2/22/2023 12:00:00 AM","B/No1437  ","","28","S.8","572879",""
"Tank E 30/1                   ","-200","loosqty   ","3/3/2023 12:00:00 AM","PL2846    ","","19","S.6","572880",""
"Tank CB                       ","-200","loosqty   ","3/3/2023 12:00:00 AM","PL2846    ","","19","S.9","572881",""
"Tank E 30/1                   ","-200","loosqty   ","3/3/2023 12:00:00 AM","PL2847    ","","19","S.6","572882",""
"Tank K-65                     ","10248.35","          ","2/10/2023 12:00:00 AM","B/No1438  ","","28","S.150","572883",""
"Tank 10/1                     ","-7500","loosqty   ","2/10/2023 12:00:00 AM","B/No1438  ","","28","S.8","572884",""
"Tank E 30/1                   ","-2000","loosqty   ","3/4/2023 12:00:00 AM","PL2849    ","","19","S.6","572885",""
"Tank E 30/1                   ","-400","loosqty   ","3/4/2023 12:00:00 AM","PL2850    ","","19","S.6","572886",""
"Tank E 30/1                   ","-600","loosqty   ","3/4/2023 12:00:00 AM","PL2851    ","","19","S.6","572887",""
"Tank E 30/1                   ","-1000","loosqty   ","3/4/2023 12:00:00 AM","PL2852    ","","19","S.6","572888",""
"Tank E 30/1                   ","-200","loosqty   ","3/4/2023 12:00:00 AM","PL2853    ","","19","S.6","572889",""
"Tank 10/1                     ","8640","loosqty   ","2/10/2023 12:00:00 AM","REQ816    ","","40","S.8","572890",""
"Tank 10/1                     ","8640","loosqty   ","3/1/2023 12:00:00 AM","REQ817    ","","40","S.8","572891",""
"Tank 10/1                     ","1980","loosqty   ","1/10/2023 12:00:00 AM","REQ818    ","","40","S.8","572892",""
"Tank E 30/1                   ","-2000","loosqty   ","3/4/2023 12:00:00 AM","PL2854    ","","19","S.6","572893",""
"Tank 10/1                     ","8640","loosqty   ","1/10/2023 12:00:00 AM","REQ819    ","","40","S.8","572894",""
"Tank E 30/1                   ","800","          ","2/25/2023 12:00:00 AM","B/No1439  ","","28","S.6","572895",""
"Tank K-65                     ","-720","loosqty   ","2/25/2023 12:00:00 AM","B/No1439  ","","28","S.150","572896",""
