"entryno","documenttype","docdate","documentno","locationcode","stocktype","code","description","unitofmeasure","Quantity","Quantity_toinvoice","Qunatity_delivered","UnitPrice","vatamount","invoiceamount","completed","printed","containerprice","containersunits","totalchargedcontainers","containercode","vatrate","inclusive","UOM","shipping","PriceInPricelist","Increase","PartPerUnit","modified","Qunatity_replaced","packagescharge"
"1574259","19","9/22/2021 12:00:00 AM","PL1948","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","40.00","","","15000.00","96000.00","696000.00","","","0.00","40","0.00","S.15","16.00","False","","","14000","1000","200","","",""
"1574260","19","9/22/2021 12:00:00 AM","PL1948","","","S.9","MC-30 CutBack                                     ","Drums     ","10.00","","","18103.45","28965.52","210000.01","","","0.00","10","0.00","S.15","16.00","False","","","20600","-2496.55","200","","",""
"1574302","10","9/25/2021 12:00:00 AM","INV.1924","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","1.00","","","14655.17","2345.00","17000.00","","","","","0.00","S.15","16.00","False","","0","14000","655.17","200","","",""
"1574303","10","9/25/2021 12:00:00 AM","INV.1924","","","S.9","MC-30 CutBack                                     ","Drums     ","1.00","","","21551.73","3448.00","25000.00","","","","","0.00","S.15","16.00","False","","0","20600","951.73","200","","",""
"1574304","1","9/25/2021 12:00:00 AM","SO.2383","","","S.103","BITUSHIELD NO 5                                   ","bucket    ","5.00","","5.00","4310.34","3448.28","25000.00","","","0.00","5","0.00","S.90","16.00","False","","","3707","603.34","20","","",""
"1574305","19","9/25/2021 12:00:00 AM","PL1959","","","S.103","BITUSHIELD NO 5                                   ","bucket    ","5.00","","","4310.34","3448.28","25000.00","","","0.00","5","0.00","S.90","16.00","False","","","3707","603.34","20","","",""
"1574306","10","9/25/2021 12:00:00 AM","INV.1925","","","S.103","BITUSHIELD NO 5                                   ","bucket    ","5.00","","","4310.34","3448.00","25000.00","","","","","0.00","S.90","16.00","False","","0","3707","603.34","20","","",""
"1574307","1","9/27/2021 12:00:00 AM","SO.2384","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","42.00","","42.00","14224.14","95586.21","693000.00","","","0.00","42","0.00","S.15","16.00","False","","","14000","224.139999999999","200","","",""
"1574308","19","9/27/2021 12:00:00 AM","PL1960","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","42.00","","","14224.14","95586.21","693000.00","","","0.00","42","0.00","S.15","16.00","False","","","14000","224.139999999999","200","","",""
"1574309","10","9/27/2021 12:00:00 AM","INV.1926","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","42.00","","","14224.14","95586.00","693000.00","","","","","0.00","S.15","16.00","False","","0","14000","224.139999999999","200","","",""
"1574310","1","9/27/2021 12:00:00 AM","SO.2385","","","S.103","BITUSHIELD NO 5                                   ","bucket    ","4.00","","4.00","4310.34","2758.62","20000.00","","","0.00","4","0.00","S.90","16.00","False","","","3707","603.34","20","","",""
"1574311","19","9/27/2021 12:00:00 AM","PL1961","","","S.103","BITUSHIELD NO 5                                   ","bucket    ","4.00","","","4310.34","2758.62","20000.00","","","0.00","4","0.00","S.90","16.00","False","","","3707","603.34","20","","",""
"1574312","10","9/27/2021 12:00:00 AM","INV.1927","","","S.103","BITUSHIELD NO 5                                   ","bucket    ","4.00","","","4310.34","2759.00","20000.00","","","","","0.00","S.90","16.00","False","","0","3707","603.34","20","","",""
"1574313","1","9/27/2021 12:00:00 AM","SO.2386","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","8.00","","8.00","991.38","1268.97","9200.00","","","0.00","8","0.00","S.93","16.00","False","","","1500","-508.62","4","","",""
"1574314","1","9/27/2021 12:00:00 AM","SO.2386","","","S.60166","BITUSHIELD NO. 3                                  ","Tins      ","8.00","","8.00","939.66","1202.76","8720.00","","","0.00","8","0.00","S.60207","16.00","False","","","936","3.65999999999997","4","","",""
"1574315","19","9/27/2021 12:00:00 AM","PL1962","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","8.00","","","991.38","1268.97","9200.00","","","0.00","8","0.00","S.93","16.00","False","","","1500","-508.62","4","","",""
"1574316","19","9/27/2021 12:00:00 AM","PL1962","","","S.60166","BITUSHIELD NO. 3                                  ","Tins      ","8.00","","","939.66","1202.76","8720.00","","","0.00","8","0.00","S.60207","16.00","False","","","936","3.65999999999997","4","","",""
"1574317","10","9/27/2021 12:00:00 AM","INV.1928","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","8.00","","8.00","991.38","1269.00","9200.00","","","","8","0.00","S.93","16.00","False","","0","1500","-508.62","4","","",""
"1574318","10","9/27/2021 12:00:00 AM","INV.1928","","","S.60166","BITUSHIELD NO. 3                                  ","Tins      ","8.00","","8.00","939.66","1203.00","8720.00","","","","8","0.00","S.60207","16.00","False","","0","936","3.65999999999997","4","","",""
"1574319","1","9/27/2021 12:00:00 AM","SO.2387","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","8.00","","8.00","991.38","1268.97","9200.00","","","0.00","8","0.00","S.93","16.00","False","","","1500","-508.62","4","","",""
"1574320","1","9/27/2021 12:00:00 AM","SO.2387","","","S.60166","BITUSHIELD NO. 3                                  ","Tins      ","8.00","","8.00","939.66","1202.76","8720.00","","","0.00","8","0.00","S.60207","16.00","False","","","936","3.65999999999997","4","","",""
"1574321","19","9/27/2021 12:00:00 AM","PL1963","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","8.00","","","991.38","1268.97","9200.00","","","0.00","8","0.00","S.93","16.00","False","","","1500","-508.62","4","","",""
"1574322","19","9/27/2021 12:00:00 AM","PL1963","","","S.60166","BITUSHIELD NO. 3                                  ","Tins      ","8.00","","","939.66","1202.76","8720.00","","","0.00","8","0.00","S.60207","16.00","False","","","936","3.65999999999997","4","","",""
"1574323","10","9/27/2021 12:00:00 AM","INV.1929","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","8.00","","","991.38","1269.00","9200.00","","","","","0.00","S.93","16.00","False","","0","1500","-508.62","4","","",""
"1574324","10","9/27/2021 12:00:00 AM","INV.1929","","","S.60166","BITUSHIELD NO. 3                                  ","Tins      ","8.00","","","939.66","1203.00","8720.00","","","","","0.00","S.60207","16.00","False","","0","936","3.65999999999997","4","","",""
"1574325","11","9/27/2021 12:00:00 AM","CN77","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","8.00","","","0.00","0.00","0.00","","","","","","","16.00","False","","","","","4","","",""
"1574326","11","9/27/2021 12:00:00 AM","CN77","","","S.60166","BITUSHIELD NO. 3                                  ","Tins      ","8.00","","","0.00","0.00","0.00","","","","","","","16.00","False","","","","","4","","",""
"1574327","13","9/27/2021 12:00:00 AM","Rvs95","          ","","S.103","BITUSHIELD NO 5                                   ","Tins      ","8.00","","","991.38","1268.97","9200.01","","","","","","","16.00","False","","","","","","","",""
"1574328","13","9/27/2021 12:00:00 AM","Rvs95","          ","","S.60166","BITUSHIELD NO. 3                                  ","Tins      ","8.00","","","939.66","1202.76","8720.04","","","","","","","16.00","False","","","","","","","",""
"1574329","1","9/27/2021 12:00:00 AM","SO.2388","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","2.00","","2.00","991.38","317.24","2300.00","","","0.00","2","0.00","S.93","16.00","False","","","1500","-508.62","4","","",""
"1574330","1","9/27/2021 12:00:00 AM","SO.2388","","","S.60166","BITUSHIELD NO. 3                                  ","Tins      ","2.00","","2.00","939.66","300.69","2180.00","","","0.00","2","0.00","S.60207","16.00","False","","","936","3.65999999999997","4","","",""
"1574331","19","9/27/2021 12:00:00 AM","PL1964","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","2.00","","","991.38","317.24","2300.00","","","0.00","2","0.00","S.93","16.00","False","","","1500","-508.62","4","","",""
"1574332","19","9/27/2021 12:00:00 AM","PL1964","","","S.60166","BITUSHIELD NO. 3                                  ","Tins      ","2.00","","","939.66","300.69","2180.00","","","0.00","2","0.00","S.60207","16.00","False","","","936","3.65999999999997","4","","",""
"1574333","10","9/27/2021 12:00:00 AM","INV.1930","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","2.00","","","991.38","317.00","2300.00","","","","","0.00","S.93","16.00","False","","0","1500","-508.62","4","","",""
"1574334","10","9/27/2021 12:00:00 AM","INV.1930","","","S.60166","BITUSHIELD NO. 3                                  ","Tins      ","2.00","","","939.66","301.00","2180.00","","","","","0.00","S.60207","16.00","False","","0","936","3.65999999999997","4","","",""
"1574335","1","9/27/2021 12:00:00 AM","SO.2389","","","S.103","BITUSHIELD NO 5                                   ","bucket    ","5.00","","5.00","3879.31","3103.45","22500.00","","","0.00","5","0.00","S.90","16.00","False","","","3707","172.31","20","","",""
"1574336","1","9/27/2021 12:00:00 AM","SO.2389","","","S.60166","BITUSHIELD NO. 3                                  ","bucket    ","2.00","","2.00","3793.10","1213.79","8800.00","","","0.00","2","0.00","S.90","16.00","False","","","3275.8","517.3","20","","",""
"1574337","1","9/27/2021 12:00:00 AM","SO.2389","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","16.00","","16.00","948.28","2427.59","17600.00","","","0.00","16","0.00","S.93","16.00","False","","","1500","-551.72","4","","",""
"1574338","1","9/27/2021 12:00:00 AM","SO.2389","","","S.60166","BITUSHIELD NO. 3                                  ","Tins      ","8.00","","8.00","905.17","1158.62","8400.00","","","0.00","8","0.00","S.60207","16.00","False","","","936","-30.83","4","","",""
"1574339","19","9/27/2021 12:00:00 AM","PL1965","","","S.103","BITUSHIELD NO 5                                   ","bucket    ","5.00","","","3879.31","3103.45","22500.00","","","0.00","5","0.00","S.90","16.00","False","","","3707","172.31","20","","",""
"1574340","19","9/27/2021 12:00:00 AM","PL1965","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","16.00","","","948.28","2427.59","17600.00","","","0.00","16","0.00","S.93","16.00","False","","","1500","-551.72","4","","",""
"1574341","19","9/27/2021 12:00:00 AM","PL1965","","","S.60166","BITUSHIELD NO. 3                                  ","bucket    ","2.00","","","3793.10","1213.79","8800.00","","","0.00","2","0.00","S.90","16.00","False","","","3275.8","517.3","20","","",""
"1574342","19","9/27/2021 12:00:00 AM","PL1965","","","S.60166","BITUSHIELD NO. 3                                  ","Tins      ","8.00","","","905.17","1158.62","8400.00","","","0.00","8","0.00","S.60207","16.00","False","","","936","-30.83","4","","",""
"1574343","10","9/27/2021 12:00:00 AM","INV.1931","","","S.103","BITUSHIELD NO 5                                   ","bucket    ","5.00","","","3879.31","3103.00","22500.00","","","","","0.00","S.90","16.00","False","","0","3707","172.31","20","","",""
"1574344","10","9/27/2021 12:00:00 AM","INV.1931","","","S.60166","BITUSHIELD NO. 3                                  ","bucket    ","2.00","","","3793.10","1214.00","8800.00","","","","","0.00","S.90","16.00","False","","0","3275.8","517.3","20","","",""
"1574345","10","9/27/2021 12:00:00 AM","INV.1931","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","16.00","","","948.28","2428.00","17600.00","","","","","0.00","S.93","16.00","False","","0","1500","-551.72","4","","",""
"1574346","10","9/27/2021 12:00:00 AM","INV.1931","","","S.60166","BITUSHIELD NO. 3                                  ","Tins      ","8.00","","","905.17","1159.00","8400.00","","","","","0.00","S.60207","16.00","False","","0","936","-30.83","4","","",""
"1574347","1","9/27/2021 12:00:00 AM","SO.2390","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","2.00","","2.00","862.07","275.86","2000.00","","","0.00","2","0.00","S.93","16.00","False","","","1500","-637.93","4","","",""
"1574348","1","9/27/2021 12:00:00 AM","SO.2391","","","S.103","BITUSHIELD NO 5                                   ","bucket    ","1.00","","1.00","3879.31","620.69","4500.00","","","0.00","1","0.00","S.90","16.00","False","","","3707","172.31","20","","",""
"1574349","19","9/27/2021 12:00:00 AM","PL1966","","","S.103","BITUSHIELD NO 5                                   ","bucket    ","1.00","","","3879.31","620.69","4500.00","","","0.00","1","0.00","S.90","16.00","False","","","3707","172.31","20","","",""
"1574350","10","9/27/2021 12:00:00 AM","INV.1932","","","S.103","BITUSHIELD NO 5                                   ","bucket    ","1.00","","","3879.31","621.00","4500.00","","","","","0.00","S.90","16.00","False","","0","3707","172.31","20","","",""
"1574351","1","9/28/2021 12:00:00 AM","SO.2392","","","S.122","SCRAP(Empty Drums)                                ","Units     ","797.00","","797.00","350.00","0.00","278950.00","","","0.00","797","0.00","S.122","0.00","False","","","350","0","1","","",""
"1574352","1","9/28/2021 12:00:00 AM","SO.2393","","","S.7","K1-70  Emulsion (70% bidder content)              ","Drums     ","50.00","","50.00","13793.10","110344.83","800000.03","","","0.00","50","0.00","S.15","16.00","False","","","15000","-1206.9","200","","",""
"1574353","19","9/28/2021 12:00:00 AM","PL1967","","","S.7","K1-70  Emulsion (70% bidder content)              ","Drums     ","50.00","","","13793.10","110344.83","800000.03","","","0.00","50","0.00","S.15","16.00","False","","","15000","-1206.9","200","","",""
"1574354","10","9/28/2021 12:00:00 AM","INV.1933","","","S.7","K1-70  Emulsion (70% bidder content)              ","Drums     ","50.00","","","13793.10","110345.00","800000.00","","","","","0.00","S.15","16.00","False","","0","15000","-1206.9","200","","",""
"1574355","1","9/28/2021 12:00:00 AM","SO.2394","","","S.60166","BITUSHIELD NO. 3                                  ","Tins      ","4.00","","4.00","775.86","496.55","3600.00","","","0.00","4","0.00","S.60207","16.00","False","","","936","-160.14","4","","",""
"1574356","1","9/28/2021 12:00:00 AM","SO.2394","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","4.00","","4.00","862.07","551.72","4000.00","","","0.00","4","0.00","S.93","16.00","False","","","1500","-637.93","4","","",""
"1574357","19","9/28/2021 12:00:00 AM","PL1968","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","4.00","","","862.07","551.72","4000.00","","","0.00","4","0.00","S.93","16.00","False","","","1500","-637.93","4","","",""
"1574358","19","9/28/2021 12:00:00 AM","PL1968","","","S.60166","BITUSHIELD NO. 3                                  ","Tins      ","4.00","","","775.86","496.55","3600.00","","","0.00","4","0.00","S.60207","16.00","False","","","936","-160.14","4","","",""
"1574359","10","9/28/2021 12:00:00 AM","INV.1934","","","S.60166","BITUSHIELD NO. 3                                  ","Tins      ","4.00","","","775.86","497.00","3600.00","","","","","0.00","S.60207","16.00","False","","0","936","-160.14","4","","",""
"1574360","10","9/28/2021 12:00:00 AM","INV.1934","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","4.00","","","862.07","552.00","4000.00","","","","","0.00","S.93","16.00","False","","0","1500","-637.93","4","","",""
"1574361","1","9/28/2021 12:00:00 AM","SO.2395","","","S.103","BITUSHIELD NO 5                                   ","bucket    ","1.00","","1.00","4137.93","662.07","4800.00","","","0.00","1","0.00","S.90","16.00","False","","","3707","430.93","20","","",""
"1574362","19","9/28/2021 12:00:00 AM","PL1969","","","S.103","BITUSHIELD NO 5                                   ","bucket    ","1.00","","","4137.93","662.07","4800.00","","","0.00","1","0.00","S.90","16.00","False","","","3707","430.93","20","","",""
"1574363","10","9/28/2021 12:00:00 AM","INV.1935","","","S.103","BITUSHIELD NO 5                                   ","bucket    ","1.00","","","4137.93","662.00","4800.00","","","","","0.00","S.90","16.00","False","","0","3707","430.93","20","","",""
"1574364","19","9/28/2021 12:00:00 AM","PL1970","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","2.00","","","862.07","275.86","2000.00","","","0.00","2","0.00","S.93","16.00","False","","","1500","-637.93","4","","",""
"1574365","10","9/27/2021 12:00:00 AM","INV.1936","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","2.00","","","862.07","276.00","2000.00","","","","","0.00","S.93","16.00","False","","0","1500","-637.93","4","","",""
"1574366","1","9/28/2021 12:00:00 AM","SO.2396","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","3.00","","3.00","1206.90","579.31","4200.00","","","0.00","3","0.00","S.93","16.00","False","","","1500","-293.1","4","","",""
"1574367","19","9/28/2021 12:00:00 AM","PL1971","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","3.00","","","1206.90","579.31","4200.00","","","0.00","3","0.00","S.93","16.00","False","","","1500","-293.1","4","","",""
"1574368","10","9/28/2021 12:00:00 AM","INV.1937","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","3.00","","","1206.90","579.00","4200.00","","","","","0.00","S.93","16.00","False","","0","1500","-293.1","4","","",""
"1574369","1","9/28/2021 12:00:00 AM","SO.2397","","","S.60166","BITUSHIELD NO. 3                                  ","bucket    ","12.00","","12.00","3706.90","7117.24","51600.00","","","0.00","12","0.00","S.90","16.00","False","","","3275.8","431.1","20","","",""
"1574370","19","9/28/2021 12:00:00 AM","PL1972","","","S.60166","BITUSHIELD NO. 3                                  ","bucket    ","12.00","","","3706.90","7117.24","51600.00","","","0.00","12","0.00","S.90","16.00","False","","","3275.8","431.1","20","","",""
"1574371","10","9/28/2021 12:00:00 AM","INV.1938","","","S.60166","BITUSHIELD NO. 3                                  ","bucket    ","12.00","","","3706.90","7117.00","51600.00","","","","","0.00","S.90","16.00","False","","0","3275.8","431.1","20","","",""
"1574372","1","9/29/2021 12:00:00 AM","SO.2398","","","S.60166","BITUSHIELD NO. 3                                  ","Tins      ","4.00","","4.00","939.66","601.38","4360.00","","","0.00","4","0.00","S.60207","16.00","False","","","936","3.65999999999997","4","","",""
"1574373","1","9/29/2021 12:00:00 AM","SO.2398","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","4.00","","4.00","991.38","634.48","4600.00","","","0.00","4","0.00","S.93","16.00","False","","","1500","-508.62","4","","",""
"1574374","19","9/29/2021 12:00:00 AM","PL1973","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","4.00","","","991.38","634.48","4600.00","","","0.00","4","0.00","S.93","16.00","False","","","1500","-508.62","4","","",""
"1574375","19","9/29/2021 12:00:00 AM","PL1973","","","S.60166","BITUSHIELD NO. 3                                  ","Tins      ","4.00","","","939.66","601.38","4360.00","","","0.00","4","0.00","S.60207","16.00","False","","","936","3.65999999999997","4","","",""
"1574376","10","9/29/2021 12:00:00 AM","INV.1939","","","S.60166","BITUSHIELD NO. 3                                  ","Tins      ","4.00","","","939.66","601.00","4360.00","","","","","0.00","S.60207","16.00","False","","0","936","3.65999999999997","4","","",""
"1574377","10","9/29/2021 12:00:00 AM","INV.1939","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","4.00","","","991.38","634.00","4600.00","","","","","0.00","S.93","16.00","False","","0","1500","-508.62","4","","",""
"1574378","1","9/29/2021 12:00:00 AM","SO.2399","","","S.60166","BITUSHIELD NO. 3                                  ","Tins      ","4.00","","4.00","939.66","601.38","4360.00","","","0.00","4","0.00","S.60207","16.00","False","","","936","3.65999999999997","4","","",""
"1574379","19","9/29/2021 12:00:00 AM","PL1974","","","S.60166","BITUSHIELD NO. 3                                  ","Tins      ","4.00","","","939.66","601.38","4360.00","","","0.00","4","0.00","S.60207","16.00","False","","","936","3.65999999999997","4","","",""
"1574380","10","9/29/2021 12:00:00 AM","INV.1940","","","S.60166","BITUSHIELD NO. 3                                  ","Tins      ","4.00","","","939.66","601.00","4360.00","","","","","0.00","S.60207","16.00","False","","0","936","3.65999999999997","4","","",""
"1574381","1","9/29/2021 12:00:00 AM","SO.2400","","","S.60166","BITUSHIELD NO. 3                                  ","Tins      ","2.00","","2.00","939.66","300.69","2180.00","","","0.00","2","0.00","S.60207","16.00","False","","","936","3.65999999999997","4","","",""
"1574382","1","9/29/2021 12:00:00 AM","SO.2400","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","1.00","","1.00","991.38","158.62","1150.00","","","0.00","1","0.00","S.93","16.00","False","","","1500","-508.62","4","","",""
"1574383","1","9/29/2021 12:00:00 AM","SO.2400","","","S.60185","BITUSHIELD NO 7                                   ","Tins      ","1.00","","1.00","1034.48","165.52","1200.00","","","0.00","1","0.00","S.93","16.00","False","","","1293.1034","-258.6234","4","","",""
"1574384","19","9/29/2021 12:00:00 AM","PL1975","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","1.00","","","991.38","158.62","1150.00","","","0.00","1","0.00","S.93","16.00","False","","","1500","-508.62","4","","",""
"1574385","19","9/29/2021 12:00:00 AM","PL1975","","","S.60166","BITUSHIELD NO. 3                                  ","Tins      ","2.00","","","939.66","300.69","2180.00","","","0.00","2","0.00","S.60207","16.00","False","","","936","3.65999999999997","4","","",""
"1574386","19","9/29/2021 12:00:00 AM","PL1975","","","S.60185","BITUSHIELD NO 7                                   ","Tins      ","1.00","","","1034.48","165.52","1200.00","","","0.00","1","0.00","S.93","16.00","False","","","1293.1034","-258.6234","4","","",""
"1574387","10","9/29/2021 12:00:00 AM","INV.1941","","","S.60166","BITUSHIELD NO. 3                                  ","Tins      ","2.00","","","939.66","301.00","2180.00","","","","","0.00","S.60207","16.00","False","","0","936","3.65999999999997","4","","",""
"1574388","10","9/29/2021 12:00:00 AM","INV.1941","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","1.00","","","991.38","159.00","1150.00","","","","","0.00","S.93","16.00","False","","0","1500","-508.62","4","","",""
"1574389","10","9/29/2021 12:00:00 AM","INV.1941","","","S.60185","BITUSHIELD NO 7                                   ","Tins      ","1.00","","","1034.48","166.00","1200.00","","","","","0.00","S.93","16.00","False","","0","1293.1034","-258.6234","4","","",""
"1574390","1","9/29/2021 12:00:00 AM","SO.2401","","","S.35","Black Bituminous Paint  PF4                       ","bucket    ","2.00","","2.00","4741.38","1517.24","11000.00","","","0.00","2","0.00","S.90","16.00","False","","","5172.4136","-431.0336","20","","",""
"1574391","1","9/29/2021 12:00:00 AM","SO.2401","","","S.103","BITUSHIELD NO 5                                   ","bucket    ","2.00","","2.00","4137.93","1324.14","9600.00","","","0.00","2","0.00","S.90","16.00","False","","","3707","430.93","20","","",""
"1574392","19","9/29/2021 12:00:00 AM","PL1976","","","S.35","Black Bituminous Paint  PF4                       ","bucket    ","2.00","","","4741.38","1517.24","11000.00","","","0.00","2","0.00","S.90","16.00","False","","","5172.4136","-431.0336","20","","",""
"1574393","19","9/29/2021 12:00:00 AM","PL1976","","","S.103","BITUSHIELD NO 5                                   ","bucket    ","2.00","","","4137.93","1324.14","9600.00","","","0.00","2","0.00","S.90","16.00","False","","","3707","430.93","20","","",""
"1574394","10","9/29/2021 12:00:00 AM","INV.1942","","","S.35","Black Bituminous Paint  PF4                       ","bucket    ","2.00","","2.00","4741.38","1517.00","11000.00","","","","2","0.00","S.90","16.00","False","","0","5172.4136","-431.0336","20","","",""
"1574395","10","9/29/2021 12:00:00 AM","INV.1942","","","S.103","BITUSHIELD NO 5                                   ","bucket    ","2.00","","2.00","4137.93","1324.00","9600.00","","","","2","0.00","S.90","16.00","False","","0","3707","430.93","20","","",""
"1574396","1","9/30/2021 12:00:00 AM","SO.2402","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","2.00","","2.00","14224.14","4551.72","33000.00","","","0.00","2","0.00","S.15","16.00","False","","","14000","224.139999999999","200","","",""
"1574397","1","9/30/2021 12:00:00 AM","SO.2402","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","5.00","","5.00","13793.10","11034.48","80000.00","","","0.00","5","0.00","S.15","16.00","False","","","12810","983.1","183","","",""
"1574398","19","9/30/2021 12:00:00 AM","PL1977","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","2.00","","","14224.14","4551.72","33000.00","","","0.00","2","0.00","S.15","16.00","False","","","14000","224.139999999999","200","","",""
"1574399","19","9/30/2021 12:00:00 AM","PL1977","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","5.00","","","13793.10","11034.48","80000.00","","","0.00","5","0.00","S.15","16.00","False","","","12810","983.1","183","","",""
"1574400","10","9/30/2021 12:00:00 AM","INV.1943","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","2.00","","","14224.14","4552.00","33000.00","","","","","0.00","S.15","16.00","False","","0","14000","224.139999999999","200","","",""
"1574401","10","9/30/2021 12:00:00 AM","INV.1943","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","5.00","","","13793.10","11034.00","80000.00","","","","","0.00","S.15","16.00","False","","0","12810","983.1","183","","",""
"1574402","1","9/30/2021 12:00:00 AM","SO.2403","","","S.7","K1-70  Emulsion (70% bidder content)              ","Drums     ","50.00","","50.00","14482.76","115862.07","840000.02","","","0.00","50","0.00","S.15","16.00","False","","","15000","-517.24","200","","",""
"1574403","19","9/30/2021 12:00:00 AM","PL1978","","","S.7","K1-70  Emulsion (70% bidder content)              ","Drums     ","50.00","","","14482.76","115862.07","840000.02","","","0.00","50","0.00","S.15","16.00","False","","","15000","-517.24","200","","",""
"1574404","10","9/30/2021 12:00:00 AM","INV.1944","","","S.7","K1-70  Emulsion (70% bidder content)              ","Drums     ","50.00","","","14482.76","115862.00","840000.00","","","","","0.00","S.15","16.00","False","","0","15000","-517.24","200","","",""
"1574405","1","10/1/2021 12:00:00 AM","SO.2404","","","S.7","K1-70  Emulsion (70% bidder content)              ","Drums     ","50.00","","50.00","14482.76","115862.07","840000.02","","","0.00","50","0.00","S.15","16.00","False","","","15000","-517.24","200","","",""
"1574406","19","10/1/2021 12:00:00 AM","PL1979","","","S.7","K1-70  Emulsion (70% bidder content)              ","Drums     ","50.00","","","14482.76","115862.07","840000.02","","","0.00","50","0.00","S.15","16.00","False","","","15000","-517.24","200","","",""
"1574407","10","10/1/2021 12:00:00 AM","INV.1945","","","S.7","K1-70  Emulsion (70% bidder content)              ","Drums     ","50.00","","","14482.76","115862.00","840000.00","","","","","0.00","S.15","16.00","False","","0","15000","-517.24","200","","",""
"1574408","1","10/1/2021 12:00:00 AM","SO.2405","","","S.35","Black Bituminous Paint  PF4                       ","bucket    ","1.00","","1.00","5172.41","827.59","6000.00","","","0.00","1","0.00","S.90","16.00","False","","","5172.4136","-0.00360000000000582","20","","",""
"1574409","19","10/1/2021 12:00:00 AM","PL1980","","","S.35","Black Bituminous Paint  PF4                       ","bucket    ","1.00","","","5172.41","827.59","6000.00","","","0.00","1","0.00","S.90","16.00","False","","","5172.4136","-0.00360000000000582","20","","",""
"1574410","10","10/1/2021 12:00:00 AM","INV.1946","","","S.35","Black Bituminous Paint  PF4                       ","bucket    ","1.00","","","5172.41","828.00","6000.00","","","","","0.00","S.90","16.00","False","","0","5172.4136","-0.00360000000000582","20","","",""
"1574411","11","9/29/2021 12:00:00 AM","CN78","","","S.35","Black Bituminous Paint  PF4                       ","bucket    ","2.00","","","0.00","0.00","0.00","","","","","","","16.00","False","","","","","20","","",""
"1574412","11","9/29/2021 12:00:00 AM","CN78","","","S.103","BITUSHIELD NO 5                                   ","bucket    ","2.00","","","0.00","0.00","0.00","","","","","","","16.00","False","","","","","20","","",""
"1574413","13","9/29/2021 12:00:00 AM","Rvs96","          ","","S.35","Black Bituminous Paint  PF4                       ","bucket    ","2.00","","","4741.38","1517.24","11000.00","","","","","","","16.00","False","","","","","","","",""
"1574414","13","9/29/2021 12:00:00 AM","Rvs96","          ","","S.103","BITUSHIELD NO 5                                   ","bucket    ","2.00","","","4137.93","1324.14","9600.00","","","","","","","16.00","False","","","","","","","",""
"1574415","1","10/1/2021 12:00:00 AM","SO.2406","","","S.35","Black Bituminous Paint  PF4                       ","bucket    ","3.00","","3.00","4741.38","2275.86","16500.00","","","0.00","3","0.00","S.90","16.00","False","","","5172.4136","-431.0336","20","","",""
"1574416","19","10/1/2021 12:00:00 AM","PL1981","","","S.35","Black Bituminous Paint  PF4                       ","bucket    ","3.00","","","4741.38","2275.86","16500.00","","","0.00","3","0.00","S.90","16.00","False","","","5172.4136","-431.0336","20","","",""
"1574417","10","10/1/2021 12:00:00 AM","INV.1947","","","S.35","Black Bituminous Paint  PF4                       ","bucket    ","3.00","","","4741.38","2276.00","16500.00","","","","","0.00","S.90","16.00","False","","0","5172.4136","-431.0336","20","","",""
