"entryno","documenttype","docdate","documentno","locationcode","stocktype","code","description","unitofmeasure","Quantity","Quantity_toinvoice","Qunatity_delivered","UnitPrice","vatamount","invoiceamount","completed","printed","containerprice","containersunits","totalchargedcontainers","containercode","vatrate","inclusive","UOM","shipping","PriceInPricelist","Increase","PartPerUnit","modified","Qunatity_replaced","packagescharge"
"1574418","1","10/2/2021 12:00:00 AM","SO.2407","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","2.00","","2.00","14655.17","4689.66","34000.00","","","0.00","2","0.00","S.15","16.00","False","","","14000","655.17","200","","",""
"1574419","19","10/2/2021 12:00:00 AM","PL1982","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","2.00","","","14655.17","4689.66","34000.00","","","0.00","2","0.00","S.15","16.00","False","","","14000","655.17","200","","",""
"1574420","10","10/2/2021 12:00:00 AM","INV.1948","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","2.00","","","14655.17","4690.00","34000.00","","","","","0.00","S.15","16.00","False","","0","14000","655.17","200","","",""
"1574445","10","10/5/2021 12:00:00 AM","INV.1953","","","S.122","SCRAP(Empty Drums)                                ","Units     ","83.00","","","350.00","0.00","29050.00","","","","","0.00","S.122","0.00","False","","0","350","0","1","","",""
"1574446","1","10/1/2021 12:00:00 AM","SO.2413","","","S.103","BITUSHIELD NO 5                                   ","bucket    ","2.00","","2.00","4310.34","1379.31","10000.00","","","0.00","2","0.00","S.90","16.00","False","","","3707","603.34","20","","",""
"1574447","19","10/5/2021 12:00:00 AM","PL1989","","","S.103","BITUSHIELD NO 5                                   ","bucket    ","2.00","","","4310.34","1379.31","10000.00","","","0.00","2","0.00","S.90","16.00","False","","","3707","603.34","20","","",""
"1574448","10","10/1/2021 12:00:00 AM","INV.1954","","","S.103","BITUSHIELD NO 5                                   ","bucket    ","2.00","","","4310.34","1379.00","10000.00","","","","","0.00","S.90","16.00","False","","0","3707","603.34","20","","",""
"1574449","1","10/5/2021 12:00:00 AM","SO.2414","","","S.103","BITUSHIELD NO 5                                   ","bucket    ","2.00","","2.00","4137.93","1324.14","9600.00","","","0.00","2","0.00","S.90","16.00","False","","","3707","430.93","20","","",""
"1574450","19","10/5/2021 12:00:00 AM","PL1990","","","S.103","BITUSHIELD NO 5                                   ","bucket    ","2.00","","","4137.93","1324.14","9600.00","","","0.00","2","0.00","S.90","16.00","False","","","3707","430.93","20","","",""
"1574451","10","10/5/2021 12:00:00 AM","INV.1955","","","S.103","BITUSHIELD NO 5                                   ","bucket    ","2.00","","","4137.93","1324.00","9600.00","","","","","0.00","S.90","16.00","False","","0","3707","430.93","20","","",""
"1574452","1","10/1/2021 12:00:00 AM","SO.2415","","","S.7","K1-70  Emulsion (70% bidder content)              ","Drums     ","126.00","","126.00","14000.00","0.00","1764000.00","","","0.00","126","0.00","S.15","16.00","False","","","15000","-1000","200","","",""
"1574453","1","10/1/2021 12:00:00 AM","SO.2415","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","6.00","","6.00","13800.00","0.00","82800.00","","","0.00","6","0.00","S.15","16.00","False","","","14000","-200","200","","",""
"1574454","1","10/6/2021 12:00:00 AM","SO.2416","","","S.60166","BITUSHIELD NO. 3                                  ","Tins      ","4.00","","4.00","939.66","601.38","4360.00","","","0.00","4","0.00","S.60207","16.00","False","","","936","3.65999999999997","4","","",""
"1574455","1","10/6/2021 12:00:00 AM","SO.2416","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","4.00","","4.00","991.38","634.48","4600.00","","","0.00","4","0.00","S.93","16.00","False","","","1500","-508.62","4","","",""
"1574456","1","10/6/2021 12:00:00 AM","SO.2416","","","S.60185","BITUSHIELD NO 7                                   ","Tins      ","4.00","","4.00","1034.48","662.07","4800.00","","","0.00","4","0.00","S.93","16.00","False","","","1293.1034","-258.6234","4","","",""
"1574457","19","10/6/2021 12:00:00 AM","PL1991","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","4.00","","","991.38","634.48","4600.00","","","0.00","4","0.00","S.93","16.00","False","","","1500","-508.62","4","","",""
"1574458","19","10/6/2021 12:00:00 AM","PL1991","","","S.60166","BITUSHIELD NO. 3                                  ","Tins      ","4.00","","","939.66","601.38","4360.00","","","0.00","4","0.00","S.60207","16.00","False","","","936","3.65999999999997","4","","",""
"1574459","19","10/6/2021 12:00:00 AM","PL1991","","","S.60185","BITUSHIELD NO 7                                   ","Tins      ","4.00","","","1034.48","662.07","4800.00","","","0.00","4","0.00","S.93","16.00","False","","","1293.1034","-258.6234","4","","",""
"1574460","10","10/6/2021 12:00:00 AM","INV.1956","","","S.60166","BITUSHIELD NO. 3                                  ","Tins      ","4.00","","","939.66","601.00","4360.00","","","","","0.00","S.60207","16.00","False","","0","936","3.65999999999997","4","","",""
"1574461","10","10/6/2021 12:00:00 AM","INV.1956","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","4.00","","","991.38","634.00","4600.00","","","","","0.00","S.93","16.00","False","","0","1500","-508.62","4","","",""
"1574462","10","10/6/2021 12:00:00 AM","INV.1956","","","S.60185","BITUSHIELD NO 7                                   ","Tins      ","4.00","","","1034.48","662.00","4800.00","","","","","0.00","S.93","16.00","False","","0","1293.1034","-258.6234","4","","",""
"1574463","1","10/6/2021 12:00:00 AM","SO.2417","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","4.00","","4.00","991.38","634.48","4600.00","","","0.00","4","0.00","S.93","16.00","False","","","1500","-508.62","4","","",""
"1574464","19","10/6/2021 12:00:00 AM","PL1992","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","4.00","","","991.38","634.48","4600.00","","","0.00","4","0.00","S.93","16.00","False","","","1500","-508.62","4","","",""
"1574465","10","10/6/2021 12:00:00 AM","INV.1957","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","4.00","","","991.38","634.00","4600.00","","","","","0.00","S.93","16.00","False","","0","1500","-508.62","4","","",""
"1574466","1","10/6/2021 12:00:00 AM","SO.2418","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","2.00","","2.00","1800.00","576.00","4176.00","","","0.00","2","0.00","S.93","16.00","False","","","1500","300","4","","",""
"1574467","19","10/6/2021 12:00:00 AM","PL1993","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","2.00","","","1800.00","576.00","4176.00","","","0.00","2","0.00","S.93","16.00","False","","","1500","300","4","","",""
"1574468","10","10/6/2021 12:00:00 AM","INV.1958","","","S.103","BITUSHIELD NO 5                                   ","Tins      ","2.00","","","1800.00","576.00","4176.00","","","","","0.00","S.93","16.00","False","","0","1500","300","4","","",""
"1573931","40","8/29/2021 12:00:00 AM","REQ642","","","S.8"," ADD :Bitumen 80/100 BULK","kgs       ","8784.00","","","0.00","0.00","2524.32","","","0.00","48","0.00","","0.00","False","","","","","1","","",""
"1573932","40","8/29/2021 12:00:00 AM","REQ642","","","S.122               "," ADD :SCRAP(Empty Drums)","Units     ","48.00","","","0.00","0.00","2524.32","","","0.00","48","0.00","","0.00","False","","","","","1","","",""
"1573933","40","8/31/2021 12:00:00 AM","REQ643","","","S.16"," Deduct :183 kgs Bitumen 80/100","Drums     ","-48.00","","","0.00","0.00","2524.32","","","0.00","48","0.00","","0.00","False","","","","","183","","",""
"1573934","40","8/31/2021 12:00:00 AM","REQ643","","","S.8"," ADD :Bitumen 80/100 BULK","kgs       ","8784.00","","","0.00","0.00","2524.32","","","0.00","48","0.00","","0.00","False","","","","","1","","",""
"1573935","40","8/31/2021 12:00:00 AM","REQ643","","","S.122               "," ADD :SCRAP(Empty Drums)","Units     ","48.00","","","0.00","0.00","2524.32","","","0.00","48","0.00","","0.00","False","","","","","1","","",""
"1573936","40","9/1/2021 12:00:00 AM","REQ644","","","S.16"," Deduct :183 kgs Bitumen 80/100","Drums     ","-4.00","","","0.00","0.00","210.36","","","0.00","4","0.00","","0.00","False","","","","","183","","",""
"1573937","40","9/1/2021 12:00:00 AM","REQ644","","","S.8"," ADD :Bitumen 80/100 BULK","kgs       ","732.00","","","0.00","0.00","210.36","","","0.00","4","0.00","","0.00","False","","","","","1","","",""
"1573938","40","9/1/2021 12:00:00 AM","REQ644","","","S.122               "," ADD :SCRAP(Empty Drums)","Units     ","4.00","","","0.00","0.00","210.36","","","0.00","4","0.00","","0.00","False","","","","","1","","",""
"1573939","40","9/1/2021 12:00:00 AM","REQ644","","","S.16"," Deduct :Drumed Bitumen 80/100","Drums     ","-44.00","","","0.00","0.00","2920.72","","","0.00","44","0.00","","0.00","False","","","","","183","","",""
"1573940","40","9/1/2021 12:00:00 AM","REQ644","","","S.8"," ADD :Bitumen 80/100 BULK","kgs       ","8052.00","","","0.00","0.00","2920.72","","","0.00","44","0.00","","0.00","False","","","","","1","","",""
"1573941","40","9/1/2021 12:00:00 AM","REQ644","","","S.122               "," ADD :SCRAP(Empty Drums)","Units     ","44.00","","","0.00","0.00","2920.72","","","0.00","44","0.00","","0.00","False","","","","","1","","",""
"1573942","1","9/2/2021 12:00:00 AM","SO2287","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","30.00","","30.00","14655.17","70344.83","510000.02","","","0.00","30","0.00","S.15","16.00","False","","","14000","655.17","200","","",""
"1573943","19","9/2/2021 12:00:00 AM","PL1877","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","30.00","","","14655.17","70344.83","510000.02","","","0.00","30","0.00","S.15","16.00","False","","","14000","655.17","200","","",""
"1573944","10","9/2/2021 12:00:00 AM","INV1844","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","30.00","","","14655.17","70344.82","509999.92","","","","","0.00","S.15","16.00","False","","0","14000","655.17","200","","",""
"1573945","1","9/2/2021 12:00:00 AM","SO2288","","","S.60166","BITUSHIELD NO. 3                                  ","bucket    ","5.00","","5.00","3922.41","3137.93","22750.00","","","0.00","5","0.00","S.90","16.00","False","","","3275.8","646.61","20","","",""
"1573946","19","9/2/2021 12:00:00 AM","PL1878","","","S.60166","BITUSHIELD NO. 3                                  ","bucket    ","5.00","","","3922.41","3137.93","22750.00","","","0.00","5","0.00","S.90","16.00","False","","","3275.8","646.61","20","","",""
"1573947","10","9/2/2021 12:00:00 AM","INV1845","","","S.60166","BITUSHIELD NO. 3                                  ","bucket    ","5.00","","","3922.41","3137.93","22749.98","","","","","0.00","S.90","16.00","False","","0","3275.8","646.61","20","","",""
"1573948","11","7/14/2021 12:00:00 AM","CN73","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","5.00","","","0.00","0.00","0.00","","","","","","","16.00","False","","","","","200","","",""
"1573949","13","7/14/2021 12:00:00 AM","Rvs90","          ","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","5.00","","","14224.14","11379.31","82500.01","","","","","","","16.00","False","","","","","","","",""
"1573950","1","8/25/2021 12:00:00 AM","SO2289","","","S.122","SCRAP(Empty Drums)                                ","Units     ","151.00","","151.00","350.00","0.00","52850.00","","","0.00","151","0.00","S.122","0.00","False","","","350","0","1","","",""
"1573951","19","9/2/2021 12:00:00 AM","PL1879","","","S.122","SCRAP(Empty Drums)                                ","Units     ","151.00","","","350.00","0.00","52850.00","","","0.00","151","0.00","S.122","0.00","False","","","350","0","1","","",""
"1573952","10","8/25/2021 12:00:00 AM","INV1846","","","S.122","SCRAP(Empty Drums)                                ","Units     ","151.00","","","350.00","0.00","52.00","","","","","0.00","S.122","0.00","False","","0","350","0","1","","",""
"1573953","1","8/24/2021 12:00:00 AM","SO2290","","","S.60206","Polymer Modified Bitumen                          ","litres    ","3040.00","","3040.00","108.64","52842.50","383108.10","","","0.00","3040","0.00","","16.00","False","","","109","-0.359999999999999","1","","",""
"1573954","19","9/2/2021 12:00:00 AM","PL1880","","","S.60206","Polymer Modified Bitumen                          ","litres    ","3040.00","","","108.64","52842.50","383108.10","","","0.00","3040","0.00","","16.00","False","","","109","-0.359999999999999","1","","",""
"1573955","10","8/24/2021 12:00:00 AM","INV1847","","","S.60206","Polymer Modified Bitumen                          ","litres    ","3040.00","","","108.64","52842.50","383108.10","","","","","0.00","","16.00","False","","0","109","-0.359999999999999","1","","",""
"1573957","54","9/2/2021 12:00:00 AM","QBPL-57","","","S.6","K1-60 Emulsion (60% bidder content)","Drums     ","50.00","","","14655.17","117241.38","850000.03","True","","0.00","0","0.00","0","16.00","False","","","","","200","","",""
"1574469","1","10/6/2021 12:00:00 AM","SO.2419","","","S.60185","BITUSHIELD NO 7                                   ","bucket    ","120.00","","120.00","3800.00","0.00","456000.00","","","0.00","120","0.00","S.90","16.00","False","","","4741.3794","-941.3794","20","","",""
"1574470","19","10/6/2021 12:00:00 AM","PL1994","","","S.60185","BITUSHIELD NO 7                                   ","bucket    ","120.00","","","3800.00","0.00","456000.00","","","0.00","120","0.00","S.90","16.00","False","","","4741.3794","-941.3794","20","","",""
"1574471","10","10/6/2021 12:00:00 AM","INV.1959","","","S.60185","BITUSHIELD NO 7                                   ","bucket    ","120.00","","","3800.00","0.00","456000.00","","","","","0.00","S.90","16.00","False","","0","4741.3794","-941.3794","20","","",""
"1574472","1","10/6/2021 12:00:00 AM","SO.2420","","","S.7","K1-70  Emulsion (70% bidder content)              ","Drums     ","50.00","","50.00","13793.10","110344.83","800000.03","","","0.00","50","0.00","S.15","16.00","False","","","15000","-1206.9","200","","",""
"1574473","19","10/6/2021 12:00:00 AM","PL1995","","","S.7","K1-70  Emulsion (70% bidder content)              ","Drums     ","50.00","","","13793.10","110344.83","800000.03","","","0.00","50","0.00","S.15","16.00","False","","","15000","-1206.9","200","","",""
"1574474","10","10/6/2021 12:00:00 AM","INV.1960","","","S.7","K1-70  Emulsion (70% bidder content)              ","Drums     ","50.00","","","13793.10","110345.00","800000.00","","","","","0.00","S.15","16.00","False","","0","15000","-1206.9","200","","",""
