"date","details","cleared","flag","invref","acctfolio","allocat","amount","pamount","module","type","cash","del","curr_cod","curr_rat","id","i_n_t","period","journal","typ","sns","vatamt","vatc","pkey","systypes_1","ledger"
"8/11/2021 12:00:00 AM","BITUSHIELD NO 7                                                                                     ","","I     ","INV1832             ","Dr510771            ","","190000","0","","","","","KES       ","","","I","60","Jv27617             ","r ","","0","","756259","10","no vat              "
"8/19/2021 12:00:00 AM","Black Bituminous Paint  PF4                                                                         ","","I     ","INV1833             ","Dr510867            ","","4000","0","","","","","KES       ","","","I","60","Jv27630             ","r ","","551.72","","756260","10","General             "
"8/26/2021 12:00:00 AM","Receipt                                                                                             ","","DR    ","Rct1452             ","Dr510867            ","","-4000","0","","","","","KES       ","","","R","60","Jv27636             ","_W","","0","","756261","12","02Ac00126           "
"8/26/2021 12:00:00 AM","Black Bituminous Paint  PF4                                                                         ","","I     ","INV1834             ","Dr510832            ","","6000","0","","","","","KES       ","","","I","60","Jv27653             ","r ","","827.59","","756262","10","General             "
"8/26/2021 12:00:00 AM","Receipt                                                                                             ","","DR    ","Rct1453             ","Dr510832            ","","-6000","0","","","","","KES       ","","","R","60","Jv27655             ","_W","","0","","756263","12","02Ac00126           "
"8/28/2021 12:00:00 AM","K1-60 Emulsion (60% bidder content)                                                                 ","","I     ","INV1835             ","Dr510688            ","","884999.96","0","","","","","KES       ","","","I","60","Jv27658             ","r ","","122068.96","","756264","10","General             "
"8/20/2021 12:00:00 AM","Receipt  CHQ 001976                                                                                 ","","DR    ","Rct1459             ","Dr510810            ","","-845172","0","","","","","KES       ","","","R","60","Jv27662             ","_W","","0","","756265","12","02Ac00126           "
"8/20/2021 12:00:00 AM","withheld VAT China Wuyi  Maumau Project                                                             ","","DR    ","3373                ","Dr510810            ","","-14828","","","J","","","KES       ","1","","J","60","Jv27672             ","J ","","","","756266","0","03Va00121           "
"8/30/2021 12:00:00 AM","K1-60 Emulsion (60% bidder content)                                                                 ","","I     ","INV1836             ","Dr533               ","","84999.99","0","","","","","KES       ","","","I","60","Jv27674             ","r ","","11724.14","","756267","10","General             "
"8/31/2021 12:00:00 AM","K1-60 Emulsion (60% bidder content)                                                                 ","","I     ","INV1837             ","Dr533               ","","33999.99","0","","","","","KES       ","","","I","60","Jv27690             ","r ","","4689.65","","756268","10","General             "
"7/23/2021 12:00:00 AM","Receipt  RTGS                                                                                       ","","DR    ","Rct1462             ","Dr510780            ","","-342000","0","","","","","KES       ","","","R","59","Jv27697             ","_W","","0","","756269","12","02Ac00126           "
