"documenttype","documentno","docdate","oderdate","duedate","postingdate","vendorcode","vendorname","yourreference","externaldocumentno","locationcode","paymentterms","postinggroup","currencycode","printed","released","status","userid","period","entryno","vatinclusive","Dimension_1","Dimension_2","freight"
"20","PINV576","7/29/2020 12:00:00 AM","","","7/29/2020 12:00:00 AM","cr30594","JOHN MAARA","GRN.1457","LPO802","","","notvat              ","KES       ","0","0","1","Mugure              ","47","1011226","True","","",""
"20","PINV577","8/3/2020 12:00:00 AM","","","8/3/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1469","LPO803","","","01                  ","KES       ","0","0","1","Mugure              ","48","1011229","False","","",""
"20","PINV578","8/3/2020 12:00:00 AM","","","8/3/2020 12:00:00 AM","cr190628","JOVISTA HOLDINGS LTD","GRN.1466","LPO804","","","General             ","KES       ","0","0","1","Mugure              ","48","1011232","True","","",""
"20","PINV579","8/3/2020 12:00:00 AM","","","8/3/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1467","LPO805","","","01                  ","KES       ","0","0","1","Mugure              ","48","1011235","False","","",""
"20","PINV58","2/10/2017 12:00:00 AM","","","2/23/2017 12:00:00 AM","cr483","LYDIA NYAMBURA KARANJA","Inv no.082","LPO124","","","notvat              ","KES       ","0","0","1","Mary Mugure         ","6","60093","True","","",""
"20","PINV580","8/4/2020 12:00:00 AM","","","8/4/2020 12:00:00 AM","cr429","RESOLUTE SUPPLIERS","GRN.1468","LPO806","","","notvat              ","KES       ","0","0","1","Mugure              ","48","1011238","True","","",""
"20","PINV581","8/3/2020 12:00:00 AM","","","8/3/2020 12:00:00 AM","cr30594","JOHN MAARA","GRN.1470","LPO807","","","notvat              ","KES       ","0","0","1","Mugure              ","48","1011241","True","","",""
"20","PINV582","8/5/2020 12:00:00 AM","","","8/5/2020 12:00:00 AM","cr483","LYDIA NYAMBURA KARANJA","GRN.1471","LPO808","","","notvat              ","KES       ","0","0","1","Mugure              ","48","1011244","True","","",""
"20","PINV583","8/5/2020 12:00:00 AM","","","8/5/2020 12:00:00 AM","cr590","TUFFSTEEL LIMITED","INV.6001873","LPO810","","","General             ","KES       ","0","0","1","Mugure              ","48","1011247","True","","",""
"20","PINV584","8/5/2020 12:00:00 AM","","","8/5/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1473","LPO811","","","01                  ","KES       ","0","0","1","Mugure              ","48","1011250","False","","",""
"20","PINV585","8/6/2020 12:00:00 AM","","","8/6/2020 12:00:00 AM","cr563","GAS and GO PETROLEUM PRODUCTS","GRN1474","LPO812","","","General             ","KES       ","0","0","1","Mary                ","48","1011253","True","","",""
"20","PINV586","8/7/2020 12:00:00 AM","","","8/7/2020 12:00:00 AM","cr190618","ASL TRADING DIVISION","GRN1477","LPO813","","","General             ","KES       ","0","0","1","Mary                ","48","1011256","True","","",""
"20","PINV587","8/5/2020 12:00:00 AM","","","8/5/2020 12:00:00 AM","cr483","LYDIA NYAMBURA KARANJA","GRN.1476","LPO814","","","notvat              ","KES       ","0","0","1","Mugure              ","48","1011260","True","","",""
"20","PINV588","8/8/2020 12:00:00 AM","","","8/8/2020 12:00:00 AM","cr30594","JOHN MAARA","GRN.1479","LPO815","","","notvat              ","KES       ","0","0","1","Mugure              ","48","1011263","True","","",""
"20","PINV589","8/10/2020 12:00:00 AM","","","8/10/2020 12:00:00 AM","cr190628","JOVISTA HOLDINGS LTD","GRN.1481","LPO816","","","General             ","KES       ","0","0","1","Mugure              ","48","1011266","True","","",""
"20","PINV59","1/4/2017 12:00:00 AM","","","1/4/2017 12:00:00 AM","cr447","EPPL PETROLEUM","CS no.207247","LPO67","","","notvat              ","KES       ","0","0","1","Mary Njeri          ","5","60094","True","","",""
"20","PINV590","8/7/2020 12:00:00 AM","","","8/7/2020 12:00:00 AM","cr190636","ROYALKEN LIMITED","GRN.1480","LPO818","","","General             ","KES       ","0","0","1","Mugure              ","48","1011270","True","","",""
"20","PINV591","8/11/2020 12:00:00 AM","","","8/11/2020 12:00:00 AM","cr190628","JOVISTA HOLDINGS LTD","GRN.1482","LPO819","","","General             ","KES       ","0","0","1","Mugure              ","48","1011273","True","","",""
"20","PINV592","8/10/2020 12:00:00 AM","","","8/10/2020 12:00:00 AM","cr190635","BITUTECH LIMITED","GRN.1484","LPO817","","","General             ","KES       ","0","0","1","Mugure              ","48","1011275","True","","",""
"20","PINV593","8/11/2020 12:00:00 AM","","","8/11/2020 12:00:00 AM","cr30594","JOHN MAARA","GRN.1483","LPO822","","","notvat              ","KES       ","0","0","1","Mugure              ","48","1011278","True","","",""
"20","PINV594","8/12/2020 12:00:00 AM","","","8/12/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1486","LPO826","","","01                  ","KES       ","0","0","1","Mugure              ","48","1011283","False","","",""
"20","PINV595","8/12/2020 12:00:00 AM","","","8/12/2020 12:00:00 AM","cr190635","BITUTECH LIMITED","GRN.1487","LPO823","","","General             ","KES       ","0","0","1","Mugure              ","48","1011285","True","","",""
"20","PINV596","8/14/2020 12:00:00 AM","","","8/14/2020 12:00:00 AM","cr190635","BITUTECH LIMITED","GRN.1489","LPO831","","","General             ","KES       ","0","0","1","Mugure              ","48","1011289","True","","",""
"20","PINV597","8/14/2020 12:00:00 AM","","","8/14/2020 12:00:00 AM","cr30594","JOHN MAARA","GRN.1488","LPO832","","","notvat              ","KES       ","0","0","1","Mugure              ","48","1011292","True","","",""
"20","PINV598","8/15/2020 12:00:00 AM","","","8/15/2020 12:00:00 AM","cr483","LYDIA NYAMBURA KARANJA","GRN.1491","LPO833","","","notvat              ","KES       ","0","0","1","Mugure              ","48","1011295","True","","",""
"20","PINV599","8/12/2020 12:00:00 AM","","","8/12/2020 12:00:00 AM","cr551","TRIPAC","INV.23543","LPO834","","","General             ","KES       ","0","0","1","Mugure              ","48","1011298","True","","",""
"20","PINV60","1/3/2017 12:00:00 AM","","","1/3/2017 12:00:00 AM","cr447","EPPL PETROLEUM","CS no.207153","LPO68","","","notvat              ","KES       ","0","0","1","Mary Njeri          ","5","60095","True","","",""
"20","PINV600","8/17/2020 12:00:00 AM","","","8/17/2020 12:00:00 AM","cr563","GAS and GO PETROLEUM PRODUCTS","GRN.1492","LPO835","","","General             ","KES       ","0","0","1","Mugure              ","48","1011302","True","","",""
"20","PINV601","8/18/2020 12:00:00 AM","","","8/18/2020 12:00:00 AM","cr190635","BITUTECH LIMITED","GRN.1493","LPO836","","","General             ","KES       ","0","0","1","Mugure              ","48","1011305","True","","",""
"20","PINV602","8/19/2020 12:00:00 AM","","","8/19/2020 12:00:00 AM","cr190635","BITUTECH LIMITED","GRN.1494","LPO838","","","General             ","KES       ","0","0","1","Mugure              ","48","1011308","True","","",""
"20","PINV603","8/19/2020 12:00:00 AM","","","8/19/2020 12:00:00 AM","cr30594","JOHN MAARA","GRN1495","LPO840","","","notvat              ","KES       ","0","0","1","Mary                ","48","1011312","True","","",""
"20","PINV604","8/19/2020 12:00:00 AM","","","8/19/2020 12:00:00 AM","cr429","RESOLUTE SUPPLIERS","GRN1496","LPO841","","","notvat              ","KES       ","0","0","1","Mary                ","48","1011315","True","","",""
"20","PINV605","8/20/2020 12:00:00 AM","","","8/20/2020 12:00:00 AM","cr551","TRIPAC","GRN1497","LPO842","","","General             ","KES       ","0","0","1","Mary                ","48","1011318","True","","",""
"20","PINV606","8/21/2020 12:00:00 AM","","","8/21/2020 12:00:00 AM","cr30594","JOHN MAARA","GRN1499","LPO844","","","notvat              ","KES       ","0","0","1","Mary                ","48","1011323","True","","",""
"20","PINV607","8/20/2020 12:00:00 AM","","","8/20/2020 12:00:00 AM","cr190635","BITUTECH LIMITED","GRN1500","LPO839","","","General             ","KES       ","0","0","1","Mary                ","48","1011325","True","","",""
"20","PINV608","8/24/2020 12:00:00 AM","","","8/24/2020 12:00:00 AM","cr40608","IMCD KENYA LIMITED","GRN.1503","LPO845","","","General             ","KES       ","0","0","1","Mugure              ","48","1011328","True","","",""
"20","PINV609","8/24/2020 12:00:00 AM","","","8/24/2020 12:00:00 AM","cr190635","BITUTECH LIMITED","GRN.1502","LPO846","","","General             ","KES       ","0","0","1","Mugure              ","48","1011331","True","","",""
"20","PINV61","1/6/2017 12:00:00 AM","","","2/23/2017 12:00:00 AM","cr447","EPPL PETROLEUM","cs NO.203272","LPO69","","","notvat              ","KES       ","0","0","1","Mary Njeri          ","6","60096","True","","",""
"20","PINV610","8/24/2020 12:00:00 AM","","","8/24/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1504","LPO847","","","01                  ","KES       ","0","0","1","Mugure              ","48","1011334","False","","",""
"20","PINV611","8/25/2020 12:00:00 AM","","","8/25/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1507","LPO848","","","01                  ","KES       ","0","0","1","Mugure              ","48","1011337","False","","",""
"20","PINV612","8/20/2020 12:00:00 AM","","","8/20/2020 12:00:00 AM","cr190635","BITUTECH LIMITED","GRN1498","LPO843","","","General             ","KES       ","0","0","1","Mary                ","48","1011338","True","","",""
"20","PINV613","8/24/2020 12:00:00 AM","","","8/24/2020 12:00:00 AM","cr190628","JOVISTA HOLDINGS LTD","GRN1506","LPO850","","","General             ","KES       ","0","0","1","Mary                ","48","1011341","True","","",""
"20","PINV614","8/25/2020 12:00:00 AM","","","8/27/2020 12:00:00 AM","cr30594","JOHN MAARA","GRN1508","LPO851","","","notvat              ","KES       ","0","0","1","Mary                ","48","1011344","True","","",""
"20","PINV615","8/27/2020 12:00:00 AM","","","8/26/2020 12:00:00 AM","cr30594","JOHN MAARA","GRN1509","LPO852","","","notvat              ","KES       ","0","0","1","Mary                ","48","1011347","True","","",""
"20","PINV616","8/26/2020 12:00:00 AM","","","8/26/2020 12:00:00 AM","cr190635","BITUTECH LIMITED","GRN1510","LPO853","","","General             ","KES       ","0","0","1","Mary                ","48","1011350","True","","",""
"20","PINV617","8/26/2020 12:00:00 AM","","","8/26/2020 12:00:00 AM","cr40608","IMCD KENYA LIMITED","GRN1511","LPO854","","","General             ","KES       ","0","0","1","Mary                ","48","1011353","True","","",""
"20","PINV618","8/28/2020 12:00:00 AM","","","8/28/2020 12:00:00 AM","cr434","FRIENDSHIP CONTAINERS","GRN.1512","LPO855","","","General             ","KES       ","0","0","1","Mugure              ","48","1011356","True","","",""
"20","PINV619","8/7/2020 12:00:00 AM","","","8/7/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN1478","LPO856","","","01                  ","KES       ","0","0","1","Mary                ","48","1011359","False","","",""
"20","PINV62","2/22/2017 12:00:00 AM","","","2/24/2017 12:00:00 AM","cr381","ESTHER MWITHIGA","DLV No.889","LPO127","","","General             ","KES       ","0","0","1","Mary Mugure         ","6","60101","False","","",""
"20","PINV620","8/28/2020 12:00:00 AM","","","8/28/2020 12:00:00 AM","cr190635","BITUTECH LIMITED","GRN.1513","LPO857","","","General             ","KES       ","0","0","1","Mugure              ","48","1011362","True","","",""
"20","PINV621","8/31/2020 12:00:00 AM","","","8/31/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1514","LPO859","","","01                  ","KES       ","0","0","1","Mugure              ","48","1011365","False","","",""
"20","PINV622","9/2/2020 12:00:00 AM","","","9/2/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1515","LPO860","","","01                  ","KES       ","0","0","1","Mugure              ","49","1011368","False","","",""
"20","PINV623","8/15/2020 12:00:00 AM","","","8/15/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1490","LPO862","","","01                  ","KES       ","0","0","1","Mugure              ","48","1011371","False","","",""
"20","PINV624","9/5/2020 12:00:00 AM","","","9/5/2020 12:00:00 AM","cr434","FRIENDSHIP CONTAINERS","GRN.1520","LPO864","","","General             ","KES       ","0","0","1","Mugure              ","49","1011375","True","","",""
"20","PINV625","9/5/2020 12:00:00 AM","","","9/5/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1521","LPO865","","","01                  ","KES       ","0","0","1","Mugure              ","49","1011378","False","","",""
"20","PINV626","9/4/2020 12:00:00 AM","","","9/4/2020 12:00:00 AM","cr40608","IMCD KENYA LIMITED","GRN.1519","LPO866","","","General             ","KES       ","0","0","1","Mugure              ","49","1011381","True","","",""
"20","PINV627","9/7/2020 12:00:00 AM","","","9/7/2020 12:00:00 AM","cr30594","JOHN MAARA","GRN1522","LPO867","","","notvat              ","KES       ","0","0","1","Mary                ","49","1011384","True","","",""
"20","PINV628","9/9/2020 12:00:00 AM","","","9/9/2020 12:00:00 AM","cr434","FRIENDSHIP CONTAINERS","GRN1523","LPO868","","","General             ","KES       ","0","0","1","Mary                ","49","1011387","True","","",""
"20","PINV629","9/11/2020 12:00:00 AM","","","9/11/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1527","LPO872","","","01                  ","KES       ","0","0","1","Mugure              ","49","1011392","False","","",""
"20","PINV63","2/20/2017 12:00:00 AM","","","2/24/2017 12:00:00 AM","cr381","ESTHER MWITHIGA","Grn no.887","LPO126","","","General             ","KES       ","0","0","1","Mary Mugure         ","6","60102","False","","",""
"20","PINV630","9/9/2020 12:00:00 AM","","","9/9/2020 12:00:00 AM","cr190618","ASL TRADING DIVISION","GRN.1524","LPO874","","","General             ","KES       ","0","0","1","Mugure              ","49","1011395","True","","",""
"20","PINV631","8/15/2020 12:00:00 AM","","","8/15/2020 12:00:00 AM","cr70612","ROYAL YARD TRADERS","inv582","LPO875","","","inc                 ","KES       ","0","0","1","Mary                ","48","1011399","True","","",""
"20","PINV632","9/14/2020 12:00:00 AM","","","9/14/2020 12:00:00 AM","cr434","FRIENDSHIP CONTAINERS","GRN.1529","LPO876","","","General             ","KES       ","0","0","1","Mugure              ","49","1011402","True","","",""
"20","PINV633","9/11/2020 12:00:00 AM","","","9/11/2020 12:00:00 AM","cr190615","FRASAH ENTERPRISES","GRN.1528","LPO877","","","01                  ","KES       ","0","0","1","Mugure              ","49","1011405","False","","",""
"20","PINV634","9/15/2020 12:00:00 AM","","","9/15/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1530","LPO878","","","01                  ","KES       ","0","0","1","Mugure              ","49","1011408","False","","",""
"20","PINV635","8/21/2020 12:00:00 AM","","","8/21/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN1501","LPO879","","","01                  ","KES       ","0","0","1","Mary                ","48","1011411","False","","",""
"20","PINV636","9/16/2020 12:00:00 AM","","","9/16/2020 12:00:00 AM","cr190628","JOVISTA HOLDINGS LTD","GRN1531","LPO880","","","General             ","KES       ","0","0","1","Mary                ","49","1011414","True","","",""
"20","PINV637","9/16/2020 12:00:00 AM","","","9/16/2020 12:00:00 AM","cr434","FRIENDSHIP CONTAINERS","GRN1532","LPO881","","","General             ","KES       ","0","0","1","Mary                ","49","1011417","True","","",""
"20","PINV638","9/17/2020 12:00:00 AM","","","9/17/2020 12:00:00 AM","cr434","FRIENDSHIP CONTAINERS","GRN.1533","LPO885","","","General             ","KES       ","0","0","1","Mugure              ","49","1011422","True","","",""
"20","PINV639","9/18/2020 12:00:00 AM","","","9/18/2020 12:00:00 AM","cr563","GAS and GO PETROLEUM PRODUCTS","GRN.1535","LPO883","","","General             ","KES       ","0","0","1","Mugure              ","49","1011426","True","","",""
"20","PINV64","2/24/2017 12:00:00 AM","","","2/24/2017 12:00:00 AM","cr447","EPPL PETROLEUM","Inv no.13946","LPO128","","","notvat              ","KES       ","0","0","1","Mary Mugure         ","6","60103","True","","",""
"20","PINV640","9/18/2020 12:00:00 AM","","","9/18/2020 12:00:00 AM","cr563","GAS and GO PETROLEUM PRODUCTS","GRN.1535","LPO888","","","General             ","KES       ","0","0","1","Mugure              ","49","1011427","True","","",""
"20","PINV641","9/19/2020 12:00:00 AM","","","9/19/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1536","LPO890","","","01                  ","KES       ","0","0","1","Mugure              ","49","1011430","False","","",""
"20","PINV642","9/19/2020 12:00:00 AM","","","9/19/2020 12:00:00 AM","cr30594","JOHN MAARA","GRN.1537","LPO892","","","notvat              ","KES       ","0","0","1","Mugure              ","49","1011433","True","","",""
"20","PINV643","9/19/2020 12:00:00 AM","","","9/19/2020 12:00:00 AM","cr476","ESTHER WANJIRU","GRN.1539","LPO895","","","General             ","KES       ","0","0","1","Mugure              ","49","1011437","True","","",""
"20","PINV644","9/21/2020 12:00:00 AM","","","9/21/2020 12:00:00 AM","cr590","TUFFSTEEL LIMITED","INV.6001932","LPO896","","","General             ","KES       ","0","0","1","Mugure              ","49","1011440","True","","",""
"20","PINV645","9/22/2020 12:00:00 AM","","","9/22/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1543","LPO897","","","01                  ","KES       ","0","0","1","Mugure              ","49","1011443","False","","",""
"20","PINV646","9/21/2020 12:00:00 AM","","","9/21/2020 12:00:00 AM","cr30594","JOHN MAARA","GRN.1542","LPO898","","","notvat              ","KES       ","0","0","1","Mugure              ","49","1011446","True","","",""
"20","PINV647","9/21/2020 12:00:00 AM","","","9/21/2020 12:00:00 AM","cr190618","ASL TRADING DIVISION","GRN.1540","LPO900","","","General             ","KES       ","0","0","1","Mugure              ","49","1011449","True","","",""
"20","PINV648","9/21/2020 12:00:00 AM","","","9/21/2020 12:00:00 AM","cr551","TRIPAC","GRN.1541","LPO901","","","General             ","KES       ","0","0","1","Mugure              ","49","1011452","True","","",""
"20","PINV649","9/18/2020 12:00:00 AM","","","9/18/2020 12:00:00 AM","cr30594","JOHN MAARA","GRN.1534","LPO902","","","notvat              ","KES       ","0","0","1","Mugure              ","49","1011455","True","","",""
"20","PINV65","2/27/2017 12:00:00 AM","","","3/2/2017 12:00:00 AM","cr447","EPPL PETROLEUM","LPO no.130","LPO130","","","notvat              ","KES       ","0","0","1","Mary Mugure         ","7","70104","True","","",""
"20","PINV650","9/23/2020 12:00:00 AM","","","9/23/2020 12:00:00 AM","cr551","TRIPAC","GRN.1546","LPO905","","","General             ","KES       ","0","0","1","Mugure              ","49","1011460","True","","",""
"20","PINV651","9/23/2020 12:00:00 AM","","","9/23/2020 12:00:00 AM","cr434","FRIENDSHIP CONTAINERS","GRN.1547","LPO906","","","General             ","KES       ","0","0","1","Mugure              ","49","1011463","True","","",""
"20","PINV652","9/24/2020 12:00:00 AM","","","9/24/2020 12:00:00 AM","cr476","ESTHER WANJIRU","GRN.1549","LPO907","","","General             ","KES       ","0","0","1","Mugure              ","49","1011466","True","","",""
"20","PINV653","9/24/2020 12:00:00 AM","","","9/24/2020 12:00:00 AM","cr30594","JOHN MAARA","GRN.1550","LPO909","","","notvat              ","KES       ","0","0","1","Mugure              ","49","1011469","True","","",""
"20","PINV654","9/23/2020 12:00:00 AM","","","9/23/2020 12:00:00 AM","cr190635","BITUTECH LIMITED","GRN.1545","LPO911","","","General             ","KES       ","0","0","1","Mugure              ","49","1011472","True","","",""
"20","PINV655","9/23/2020 12:00:00 AM","","","9/23/2020 12:00:00 AM","cr190635","BITUTECH LIMITED","GRN.1548","LPO903","","","General             ","KES       ","0","0","1","Mugure              ","49","1011474","True","","",""
"20","PINV656","9/2/2020 12:00:00 AM","","","9/2/2020 12:00:00 AM","cr30594","JOHN MAARA","GRN.1517","LPO912","","","notvat              ","KES       ","0","0","1","Mugure              ","49","1011477","True","","",""
"20","PINV657","9/2/2020 12:00:00 AM","","","9/2/2020 12:00:00 AM","cr434","FRIENDSHIP CONTAINERS","GRN.1516","LPO915","","","General             ","KES       ","0","0","1","Mugure              ","49","1011480","True","","",""
"20","PINV658","9/25/2020 12:00:00 AM","","","9/25/2020 12:00:00 AM","cr190635","BITUTECH LIMITED","GRN.1552","LPO916","","","General             ","KES       ","0","0","1","Mugure              ","49","1011483","True","","",""
"20","PINV659","9/28/2020 12:00:00 AM","","","9/28/2020 12:00:00 AM","cr429","RESOLUTE SUPPLIERS","GRN.1553","LPO917","","","notvat              ","KES       ","0","0","1","Mugure              ","49","1011486","True","","",""
"20","PINV66","2/11/2017 12:00:00 AM","","","3/2/2017 12:00:00 AM","cr411","OILIBYA  COMPANY","CS no.1381","LPO131","","","notvat              ","KES       ","0","0","1","Mary Mugure         ","7","70106","True","","",""
"20","PINV660","8/28/2020 12:00:00 AM","","","8/28/2020 12:00:00 AM","cr190628","JOVISTA HOLDINGS LTD","GRN.1554","LPO918","","","General             ","KES       ","0","0","1","Mugure              ","48","1011489","True","","",""
"20","PINV661","9/29/2020 12:00:00 AM","","","9/29/2020 12:00:00 AM","cr40608","IMCD KENYA LIMITED","GRN.1555","LPO922","","","General             ","KES       ","0","0","1","Mugure              ","49","1011492","True","","",""
"20","PINV662","9/29/2020 12:00:00 AM","","","9/29/2020 12:00:00 AM","cr590","TUFFSTEEL LIMITED","GRN.1556","LPO924","","","General             ","KES       ","0","0","1","Mugure              ","49","1011495","True","","",""
"20","PINV663","9/26/2020 12:00:00 AM","","","9/26/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1551","LPO925","","","01                  ","KES       ","0","0","1","Mugure              ","49","1011498","False","","",""
"20","PINV664","9/29/2020 12:00:00 AM","","","9/29/2020 12:00:00 AM","cr590","TUFFSTEEL LIMITED","GRN.1557","LPO926","","","General             ","KES       ","0","0","1","Mugure              ","49","1011501","True","","",""
"20","PINV665","9/29/2020 12:00:00 AM","","","9/29/2020 12:00:00 AM","cr434","FRIENDSHIP CONTAINERS","GRN.1558","LPO927","","","General             ","KES       ","0","0","1","Mugure              ","49","1011504","True","","",""
"20","PINV666","9/29/2020 12:00:00 AM","","","9/29/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1559","LPO928","","","01                  ","KES       ","0","0","1","Mugure              ","49","1011507","False","","",""
"20","PINV667","9/29/2020 12:00:00 AM","","","9/29/2020 12:00:00 AM","cr190635","BITUTECH LIMITED","GRN.1560","LPO929","","","General             ","KES       ","0","0","1","Mugure              ","49","1011510","True","","",""
"20","PINV668","9/30/2020 12:00:00 AM","","","9/30/2020 12:00:00 AM","cr429","RESOLUTE SUPPLIERS","GRN.1561","LPO932","","","notvat              ","KES       ","0","0","1","Mugure              ","49","1011513","True","","",""
"20","PINV669","9/30/2020 12:00:00 AM","","","9/30/2020 12:00:00 AM","cr30594","JOHN MAARA","GRN.1562","LPO933","","","notvat              ","KES       ","0","0","1","Mugure              ","49","1011516","True","","",""
"20","PINV67","2/24/2017 12:00:00 AM","","","2/24/2017 12:00:00 AM","cr447","EPPL PETROLEUM","lpo125","LPO125","","","notvat              ","KES       ","0","0","1","Mary Njeri          ","6","70107","True","","",""
"20","PINV670","9/30/2020 12:00:00 AM","","","9/30/2020 12:00:00 AM","cr476","ESTHER WANJIRU","GRN.1563","LPO935","","","General             ","KES       ","0","0","1","Mugure              ","49","1011519","True","","",""
"20","PINV671","9/30/2020 12:00:00 AM","","","9/30/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1564","LPO936","","","01                  ","KES       ","0","0","1","Mugure              ","49","1011522","False","","",""
"20","PINV672","9/30/2020 12:00:00 AM","","","9/30/2020 12:00:00 AM","cr190618","ASL TRADING DIVISION","GRN.1565","LPO938","","","General             ","KES       ","0","0","1","Mugure              ","49","1011525","True","","",""
"20","PINV673","10/2/2020 12:00:00 AM","","","10/2/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1566","LPO939","","","01                  ","KES       ","0","0","1","Mugure              ","50","1011528","False","","",""
"20","PINV674","10/2/2020 12:00:00 AM","","","10/2/2020 12:00:00 AM","cr190615","FRASAH ENTERPRISES","GRN.1568","LPO941","","","01                  ","KES       ","0","0","1","Mugure              ","50","1011531","False","","",""
"20","PINV675","10/2/2020 12:00:00 AM","","","10/2/2020 12:00:00 AM","cr190618","ASL TRADING DIVISION","GRN.1569","LPO943","","","General             ","KES       ","0","0","1","Mugure              ","50","1011534","True","","",""
"20","PINV676","10/6/2020 12:00:00 AM","","","10/6/2020 12:00:00 AM","cr434","FRIENDSHIP CONTAINERS","GRN.1571","LPO945","","","General             ","KES       ","0","0","1","Mugure              ","50","1011539","True","","",""
"20","PINV677","10/6/2020 12:00:00 AM","","","10/6/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1572","LPO947","","","01                  ","KES       ","0","0","1","Mugure              ","50","1011542","False","","",""
"20","PINV678","10/7/2020 12:00:00 AM","","","10/7/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1573","LPO948","","","01                  ","KES       ","0","0","1","Mugure              ","50","1011545","False","","",""
"20","PINV679","10/7/2020 12:00:00 AM","","","10/7/2020 12:00:00 AM","cr30594","JOHN MAARA","GRN.1574","LPO950","","","notvat              ","KES       ","0","0","1","Mugure              ","50","1011548","True","","",""
"20","PINV68","1/5/2017 12:00:00 AM","","","3/2/2017 12:00:00 AM","cr20594","SHELL LTD","46587","LPO65","","","notvat              ","KES       ","0","0","1","Mary Njeri          ","7","70108","True","","",""
"20","PINV680","10/8/2020 12:00:00 AM","","","10/8/2020 12:00:00 AM","cr40608","IMCD KENYA LIMITED","GRN.1576","LPO951","","","General             ","KES       ","0","0","1","Mugure              ","50","1011551","True","","",""
"20","PINV681","10/9/2020 12:00:00 AM","","","10/9/2020 12:00:00 AM","cr434","FRIENDSHIP CONTAINERS","GRN.1577","LPO953","","","General             ","KES       ","0","0","1","Mugure              ","50","1011554","True","","",""
"20","PINV682","10/9/2020 12:00:00 AM","","","10/9/2020 12:00:00 AM","cr30594","JOHN MAARA","GRN.1578","LPO955","","","notvat              ","KES       ","0","0","1","Mugure              ","50","1011557","True","","",""
"20","PINV683","10/13/2020 12:00:00 AM","","","10/13/2020 12:00:00 AM","cr434","FRIENDSHIP CONTAINERS","GRN.1579","LPO956","","","General             ","KES       ","0","0","1","Mugure              ","50","1011560","True","","",""
"20","PINV684","10/13/2020 12:00:00 AM","","","10/13/2020 12:00:00 AM","cr551","TRIPAC","GRN.1580","LPO958","","","General             ","KES       ","0","0","1","Mugure              ","50","1011563","True","","",""
"20","PINV685","10/14/2020 12:00:00 AM","","","10/14/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1581","LPO960","","","01                  ","KES       ","0","0","1","Mugure              ","50","1011566","False","","",""
"20","PINV686","10/14/2020 12:00:00 AM","","","10/14/2020 12:00:00 AM","cr483","LYDIA NYAMBURA KARANJA","GRN.1582","LPO962","","","notvat              ","KES       ","0","0","1","Mugure              ","50","1011569","True","","",""
"20","PINV687","10/15/2020 12:00:00 AM","","","10/15/2020 12:00:00 AM","cr190635","BITUTECH LIMITED","GRN.1584","LPO963","","","General             ","KES       ","0","0","1","Mugure              ","50","1011572","True","","",""
"20","PINV688","10/15/2020 12:00:00 AM","","","10/15/2020 12:00:00 AM","cr576","MASTER VENTURES","GRN.1585","LPO965","","","General             ","KES       ","0","0","1","Mugure              ","50","1011576","True","","",""
"20","PINV689","10/17/2020 12:00:00 AM","","","10/17/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1586","LPO966","","","01                  ","KES       ","0","0","1","Mugure              ","50","1011579","False","","",""
"20","PINV69","1/6/2017 12:00:00 AM","","","3/2/2017 12:00:00 AM","cr447","EPPL PETROLEUM","CS no.207346","LPO71","","","notvat              ","KES       ","0","0","1","Mary Njeri          ","7","70109","True","","",""
"20","PINV690","10/16/2020 12:00:00 AM","","","10/16/2020 12:00:00 AM","cr40612","NATO ENERGY DEALERS LTD","GRN.1588","LPO968","","","General             ","KES       ","0","0","1","Mugure              ","50","1011582","True","","",""
"20","PINV691","10/16/2020 12:00:00 AM","","","10/16/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1583","LPO969","","","01                  ","KES       ","0","0","1","Mugure              ","50","1011585","False","","",""
