"docno","date","itemcode","externalref","narrative","amount","printed","journal","currency"
"Rct131              ","3/3/2017 12:00:00 AM","Dr50660             ","inv204","Paid in KES","640000.00","True","Jv2577","KES       "
"Rct132              ","3/9/2017 12:00:00 AM","Dr650               ","chq no 003604","Paid in KES","427586.00","True","Jv2607","KES       "
"Rct133              ","3/9/2017 12:00:00 AM","Dr650               ","chq no003603","Paid in KES","900000.00","True","Jv2612","KES       "
"Rct134              ","3/9/2017 12:00:00 AM","Dr476               ","inv140","Paid in KES","300000.00","True","Jv2614","KES       "
"Rct135              ","3/9/2017 12:00:00 AM","Dr476               ","chq 1404","Paid in KES","300000.00","True","Jv2615","KES       "
"Rct136              ","3/16/2017 12:00:00 AM","Dr646               ","inv207","Paid in KES","85000.00","True","Jv2671","KES       "
"Rct137              ","3/21/2017 12:00:00 AM","Dr403               ","inv224","Paid in KES","174000.00","True","Jv2724","KES       "
"Rct138              ","3/16/2017 12:00:00 AM","Dr646               ","inv96","Paid in KES","65000.00","True","Jv2734","KES       "
"Rct140              ","3/22/2017 12:00:00 AM","Dr646               ","Inv no.226(chq)","Paid in KES","161207.00","True","Jv2746","KES       "
"Rct142              ","3/24/2017 12:00:00 AM","Dr50661             ","Inv no.230","Paid in KES","75000.00","True","Jv2759","KES       "
"Rct143              ","3/24/2017 12:00:00 AM","Dr533               ","Inv no.231","Paid in KES","1323.00","True","Jv2763","KES       "
"Rct144              ","3/23/2017 12:00:00 AM","Dr619               ","chq no. 3977","Paid in KES","950000.00","","Jv2800","KES       "
"Rct145              ","3/23/2017 12:00:00 AM","Dr619               ","chq no.3976","Paid in KES","950000.00","","Jv2801","KES       "
"Rct146              ","3/23/2017 12:00:00 AM","Dr619               ","chq no. 3978","Paid in KES","799900.00","","Jv2802","KES       "
"Rct148              ","3/24/2017 12:00:00 AM","Dr424               ","chq no. 710","Paid in KES","253638.00","","Jv2803","KES       "
"Rct149              ","11/17/2016 12:00:00 AM","Dr518               ","inv63","Paid in KES","231000.00","","Jv2812","KES       "
"Rct150              ","3/28/2017 12:00:00 AM","Dr591               ","Inv no.234","Paid in KES","15080.00","True","Jv2839","KES       "
"Rct151              ","3/29/2017 12:00:00 AM","Dr547               ","","Paid in KES","105000.00","True","Jv2860","KES       "
"Rct152              ","3/30/2017 12:00:00 AM","Dr531               ","Inv no.241","Paid in KES","15500.00","True","Jv2952","KES       "
"Rct153              ","3/31/2017 12:00:00 AM","Dr50663             ","Inv no.242","Paid in KES","15500.00","True","Jv2969","KES       "
"Rct155              ","4/3/2017 12:00:00 AM","Dr531               ","Inv no.245","Paid in KES","22500.00","True","Jv2997","KES       "
"Rct156              ","4/6/2017 12:00:00 AM","Dr641               ","inv166","Paid in KES","754000.00","True","Jv3074","KES       "
"Rct157              ","4/6/2017 12:00:00 AM","Dr641               ","inv195","Paid in KES","754000.00","True","Jv3075","KES       "
"Rct158              ","3/25/2017 12:00:00 AM","Dr50662             ","Inv no.232","Paid in KES","15000.00","True","Jv3114","KES       "
"Rct159              ","4/10/2017 12:00:00 AM","Dr50662             ","Inv no.251","Paid in KES","15000.00","True","Jv3115","KES       "
"Rct48               ","11/14/2016 12:00:00 AM","Dr641               ","chq000247","Paid in KES","422240.00","True","Jv709","KES       "
"Rct55               ","11/30/2016 12:00:00 AM","Dr647               ","","Paid in KES","8000.00","True","Jv944","KES       "
"Rct160              ","3/29/2017 12:00:00 AM","Dr435               ","inv193","Paid in KES","112000.00","True","Jv3176","KES       "
"Rct162              ","3/29/2017 12:00:00 AM","Dr471               ","rtgs","Paid in KES","808730.45","True","Jv3269","KES       "
"Rct163              ","3/31/2017 12:00:00 AM","Dr371               ","chq no.0376","Paid in KES","412500.00","True","Jv3271","KES       "
"Rct164              ","6/30/2015 12:00:00 AM","Dr461               ","Recon","Paid in KES","1995406.20","","Jv3272","KES       "
"Rct165              ","4/18/2017 12:00:00 AM","Dr650               ","inv178","Paid in KES","1327586.00","True","Jv3277","KES       "
"Rct166              ","4/13/2017 12:00:00 AM","Dr547               ","Chq no.408615","Paid in KES","200000.00","True","Jv3280","KES       "
"Rct168              ","3/28/2017 12:00:00 AM","Dr639               ","inv170","Paid in KES","591600.00","True","Jv3290","KES       "
"Rct169              ","3/13/2017 12:00:00 AM","Dr544               ","inv208","Paid in KES","109800.00","True","Jv3291","KES       "
"Rct170              ","3/15/2017 12:00:00 AM","Dr518               ","chq615114","Paid in KES","138600.00","True","Jv3295","KES       "
"Rct171              ","2/21/2017 12:00:00 AM","Dr486               ","Inv no.192","Paid in KES","2436.00","True","Jv3314","KES       "
"Rct172              ","4/25/2017 12:00:00 AM","Dr50668             ","Inv no.259","Paid in KES","35500.00","True","Jv3331","KES       "
"Rct188              ","5/16/2017 12:00:00 AM","Dr50668             ","","Paid in KES","31000.00","True","Jv3705","KES       "
"Rct189              ","5/17/2017 12:00:00 AM","Dr619               ","chq4485","Paid in KES","500000.00","True","Jv3716","KES       "
"Rct190              ","5/17/2017 12:00:00 AM","Dr619               ","chq4486","Paid in KES","500000.00","True","Jv3717","KES       "
"Rct191              ","4/28/2017 12:00:00 AM","Dr483               ","TRF","Paid in KES","2000000.00","True","Jv3744","KES       "
"Rct192              ","5/18/2017 12:00:00 AM","Dr547               ","Inv no.277","Paid in KES","30000.00","True","Jv3762","KES       "
"Rct194              ","5/24/2017 12:00:00 AM","Dr476               ","chq no.1517","Paid in KES","321032.00","True","Jv3979","KES       "
"Rct195              ","5/17/2017 12:00:00 AM","Dr650               ","TRF","Paid in KES","1676552.00","True","Jv3992","KES       "
"Rct196              ","5/23/2017 12:00:00 AM","Dr533               ","TRF","Paid in KES","500000.00","True","Jv3995","KES       "
"Rct197              ","5/31/2017 12:00:00 AM","Dr486               ","inv288","Paid in KES","2436.00","True","Jv4028","KES       "
"Rct198              ","6/9/2017 12:00:00 AM","Dr641               ","chq no. 458","Paid in KES","603200.00","True","Jv4153","KES       "
"Rct199              ","5/19/2017 12:00:00 AM","Dr50668             ","Inv no.278","Paid in KES","31000.00","True","Jv4237","KES       "
"Rct201              ","6/14/2017 12:00:00 AM","Dr566               ","inv299","Paid in KES","31000.00","True","Jv4241","KES       "
"Rct202              ","6/22/2017 12:00:00 AM","Dr476               ","","Paid in KES","300000.00","True","Jv4295","KES       "
"Rct203              ","6/28/2017 12:00:00 AM","Dr50670             ","Inv no.305","Paid in KES","35000.00","True","Jv4377","KES       "
"Rct204              ","5/30/2017 12:00:00 AM","Dr590               ","inv2529","Paid in KES","1991378.35","","Jv4400","KES       "
"Rct205              ","5/29/2017 12:00:00 AM","Dr518               ","inv290","Paid in KES","811800.00","","Jv4401","KES       "
"Rct206              ","5/29/2017 12:00:00 AM","Dr518               ","inv223","Paid in KES","811800.00","","Jv4402","KES       "
"Rct207              ","5/29/2017 12:00:00 AM","Dr518               ","chq no 302221","Paid in KES","811800.00","True","Jv4403","KES       "
"Rct208              ","6/30/2017 12:00:00 AM","Dr376               ","inv280","Paid in KES","155000.00","True","Jv4407","KES       "
"Rct209              ","4/3/2017 12:00:00 AM","Dr50665             ","inv246","Paid in KES","27395.00","","Jv4413","KES       "
"Rct210              ","1/31/2017 12:00:00 AM","Dr40654             ","inv172","Paid in KES","48000.00","","Jv4414","KES       "
"Rct211              ","1/31/2017 12:00:00 AM","Dr30654             ","in171","Paid in KES","28000.00","","Jv4415","KES       "
"Rct212              ","2/17/2017 12:00:00 AM","Dr652               ","inv189","Paid in KES","71370.00","","Jv4416","KES       "
"Rct213              ","3/13/2017 12:00:00 AM","Dr652               ","inv210","Paid in KES","35685.00","","Jv4417","KES       "
"Rct214              ","1/14/2017 12:00:00 AM","Dr636               ","inv135","Paid in KES","14000.00","","Jv4418","KES       "
"Rct215              ","6/19/2017 12:00:00 AM","Dr483               ","RTGS","Paid in KES","1500000.00","","Jv4421","KES       "
"Rct216              ","7/4/2017 12:00:00 AM","Dr60671             ","cash","Paid in KES","19000.00","True","Jv4428","KES       "
"Rct218              ","9/19/2016 12:00:00 AM","Dr369               ","Inv no.2512","Paid in KES","34800.00","","Jv4435","KES       "
"Rct219              ","9/20/2016 12:00:00 AM","Dr369               ","Inv 2513/2520","Paid in KES","17400.00","","Jv4436","KES       "
"Rct220              ","7/5/2017 12:00:00 AM","Dr476               ","chq no.1686","Paid in KES","300000.00","True","Jv4442","KES       "
"Rct221              ","6/6/2017 12:00:00 AM","Dr474               ","chq no. 458556","Paid in KES","172500.00","True","Jv4443","KES       "
"Rct222              ","6/8/2017 12:00:00 AM","Dr547               ","Inv no.295","Paid in KES","30000.00","True","Jv4447","KES       "
"Rct223              ","6/9/2017 12:00:00 AM","Dr371               ","inv296","Paid in KES","330000.00","True","Jv4448","KES       "
"Rct224              ","5/26/2017 12:00:00 AM","Dr373               ","Cash d","Paid in KES","400000.00","True","Jv4449","KES       "
"Rct225              ","7/6/2017 12:00:00 AM","Dr60672             ","","Paid in KES","240816.00","True","Jv4454","KES       "
"Rct226              ","5/31/2017 12:00:00 AM","Dr50669             ","inv292","Paid in KES","328500.00","True","Jv4458","KES       "
"Rct237              ","7/11/2017 12:00:00 AM","Dr646               ","INV 316","Paid in KES","85000.00","True","Jv4494","KES       "
"Rct238              ","7/14/2017 12:00:00 AM","Dr395               ","chq no 010121","Paid in KES","913000.00","True","Jv4523","KES       "
"Rct239              ","7/17/2017 12:00:00 AM","Dr70670             ","Inv no.326","Paid in KES","282752.00","True","Jv4540","KES       "
"Rct240              ","7/17/2017 12:00:00 AM","Dr483               ","Inv no.225,236,250","Paid in KES","2122738.00","True","Jv4541","KES       "
"Rct241              ","7/18/2017 12:00:00 AM","Dr652               ","INV no.327","Paid in KES","31000.00","True","Jv4549","KES       "
"Rct242              ","7/18/2017 12:00:00 AM","Dr476               ","Inv no.307/315","Paid in KES","300000.00","True","Jv4553","KES       "
"Rct243              ","7/12/2017 12:00:00 AM","Dr80672             ","Inv no.332","Paid in KES","96000.00","True","Jv4579","KES       "
"Rct244              ","7/27/2017 12:00:00 AM","Dr547               ","chq no.408782","Paid in KES","209844.00","True","Jv4639","KES       "
"Rct167              ","3/23/2017 12:00:00 AM","Dr574               ","inv228","Paid in KES","123000.00","True","Jv3289","KES       "
"Rct173              ","4/27/2017 12:00:00 AM","Dr50668             ","Inv no.261","Paid in KES","15500.00","True","Jv3340","KES       "
"Rct174              ","4/27/2017 12:00:00 AM","Dr533               ","chq no.1131","Paid in KES","200000.00","True","Jv3344","KES       "
"Rct175              ","12/10/2016 12:00:00 AM","Dr533               ","chq no. 1131","Paid in KES","200000.00","","Jv3348","KES       "
"Rct176              ","3/15/2017 12:00:00 AM","Dr452               ","TRF","Paid in KES","1907620.00","True","Jv3355","KES       "
"Rct177              ","4/29/2017 12:00:00 AM","Dr593               ","CHQ no.000525","Paid in KES","52000.00","True","Jv3359","KES       "
"Rct179              ","5/3/2017 12:00:00 AM","Dr50660             ","001850","Paid in KES","775000.00","True","Jv3392","KES       "
"Rct180              ","10/31/2016 12:00:00 AM","Dr469               ","inv2537","Paid in KES","829168.00","","Jv3432","KES       "
"Rct181              ","5/5/2017 12:00:00 AM","Dr566               ","Inv no.268","Paid in KES","15500.00","True","Jv3467","KES       "
"Rct182              ","5/4/2017 12:00:00 AM","Dr50668             ","Inv no.269","Paid in KES","31000.00","True","Jv3471","KES       "
"Rct183              ","5/5/2017 12:00:00 AM","Dr518               ","hq 111376","Paid in KES","900000.00","True","Jv3499","KES       "
"Rct184              ","5/5/2017 12:00:00 AM","Dr518               ","chq 001377","Paid in KES","904000.00","True","Jv3500","KES       "
"Rct185              ","5/8/2017 12:00:00 AM","Dr458               ","Inv no.272","Paid in KES","85000.00","True","Jv3544","KES       "
"Rct187              ","5/10/2017 12:00:00 AM","Dr471               ","TRF","Paid in KES","561440.00","True","Jv3594","KES       "
"Rct227              ","7/10/2017 12:00:00 AM","Dr486               ","Inv no.321","Paid in KES","2436.00","True","Jv4467","KES       "
"Rct229              ","6/28/2017 12:00:00 AM","Dr60673             ","INV NO.322","Paid in KES","66000.00","True","Jv4483","KES       "
"Rct245              ","7/31/2017 12:00:00 AM","Dr652               ","INV NO.335","Paid in KES","15500.00","True","Jv4662","KES       "
"Rct246              ","7/30/2017 12:00:00 AM","Dr594               ","Inv no.2245/2276","Paid in KES","303885.78","True","Jv4664","KES       "
"Rct247              ","8/1/2017 12:00:00 AM","Dr476               ","Cash deposit","Paid in KES","500000.00","True","Jv4685","KES       "
"Rct249              ","8/1/2017 12:00:00 AM","Dr373               ","Inv no.120/146","Paid in KES","500000.00","True","Jv4686","KES       "
"Rct250              ","8/3/2017 12:00:00 AM","Dr369               ","Inv no.337","Paid in KES","20000.00","True","Jv4700","KES       "
"Rct251              ","8/3/2017 12:00:00 AM","Dr70670             ","Inv no.338","Paid in KES","83000.00","True","Jv4706","KES       "
"Rct252              ","8/4/2017 12:00:00 AM","Dr369               ","Inv no.339","Paid in KES","40000.00","True","Jv4711","KES       "
"Rct253              ","8/4/2017 12:00:00 AM","Dr60671             ","Inv no.340","Paid in KES","38000.00","True","Jv4717","KES       "
"Rct255              ","8/16/2017 12:00:00 AM","Dr457               ","inv329","Paid in KES","734914.00","True","Jv4725","KES       "
"Rct256              ","7/12/2017 12:00:00 AM","Dr80670             ","inv334","Paid in KES","131776.00","True","Jv4750","KES       "
"Rct257              ","8/18/2017 12:00:00 AM","Dr90670             ","chq no. 403","Paid in KES","45600.00","True","Jv4802","KES       "
"Rct258              ","7/24/2017 12:00:00 AM","Dr598               ","Inv no.2250","Paid in KES","24000.00","True","Jv4825","KES       "
"Rct259              ","8/18/2017 12:00:00 AM","Dr476               ","chq no. 1867","Paid in KES","300000.00","True","Jv4833","KES       "
"Rct260              ","8/18/2017 12:00:00 AM","Dr376               ","chq no. 459957","Paid in KES","270000.00","True","Jv4834","KES       "
"Rct261              ","8/17/2017 12:00:00 AM","Dr369               ","Inv no.345","Paid in KES","32000.00","True","Jv4865","KES       "
"Rct262              ","8/28/2017 12:00:00 AM","Dr652               ","Inv.352","Paid in KES","31000.00","True","Jv5137","KES       "
"Rct263              ","8/19/2017 12:00:00 AM","Dr518               ","chq 301223","Paid in KES","859100.00","True","Jv5141","KES       "
"Rct264              ","8/31/2017 12:00:00 AM","Dr619               ","rtgs","Paid in KES","1889800.00","True","Jv5146","KES       "
"Rct265              ","9/5/2017 12:00:00 AM","Dr90670             ","chq . 000429","Paid in KES","15200.00","True","Jv5264","KES       "
