"entryno","documenttype","docdate","documentno","locationcode","stocktype","code","description","unitofmeasure","Quantity","Quantity_toinvoice","Qunatity_delivered","UnitPrice","vatamount","invoiceamount","completed","printed","containerprice","containersunits","totalchargedcontainers","containercode","vatrate","inclusive","UOM","shipping","discount","PartPerUnit","QuantityToReceive","PriceToReceive","unitofreceivedIn","packzizegrn"
"1010809","20","11/23/2019 12:00:00 AM","PINV419","          ","","S.15                ","Drum Empties                                      ","Units     ","50.00","","","1000","0.00","50000.00","","","","","","","16.00","True","fulqty","","","1","50","1000","Units     ","1"
"1010810","18","11/23/2019 12:00:00 AM","LPO622","","","S.15                ","Drum Empties                                      ","Units     ","100.00","","100.00","1000","0.00","100000.00","True","","","","","","16.00","True","fulqty","","0","1","100","1000","Units     ","1"
"1010811","30","11/23/2019 12:00:00 AM","GRN457","","","S.15                ","Drum Empties                                      ","Units     ","100.00","","","1000","0.00","100000.00","","","","","","","16.00","True","fulqty","","","1","100","1000","Units     ","1"
"1010812","20","11/23/2019 12:00:00 AM","PINV420","          ","","S.15                ","Drum Empties                                      ","Units     ","100.00","","","1000","0.00","100000.00","","","","","","","16.00","True","fulqty","","","1","100","1000","Units     ","1"
"1010813","18","11/25/2019 12:00:00 AM","LPO623","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","78.00","","78.00","11895","127973.79","927810.00","True","","","","","","16.00","True","fulqty","","0","183","78","11895","Drums     ","183"
"1010814","30","11/25/2019 12:00:00 AM","GRN458","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","78.00","","","11895","127973.79","927810.00","","","","","","","16.00","True","fulqty","","","183","78","11895","Drums     ","183"
"1010815","20","11/25/2019 12:00:00 AM","PINV421","          ","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","78.00","","","11895","127973.79","927810.00","","","","","","","16.00","True","fulqty","","","183","78","11895","Drums     ","183"
"1010816","18","11/26/2019 12:00:00 AM","LPO624","","","S.112               ","BITUSHIELD NO.7                                   ","bucket    ","28.00","","28.00","4500","17379.31","126000.00","True","","","","","","16.00","True","fulqty","","0","20","28","4500","bucket    ","20"
"1010817","30","11/26/2019 12:00:00 AM","GRN459","","","S.112               ","BITUSHIELD NO.7                                   ","bucket    ","28.00","","","4500","17379.31","126000.00","","","","","","","16.00","True","fulqty","","","20","28","4500","bucket    ","20"
"1010818","20","11/26/2019 12:00:00 AM","PINV422","          ","","S.112               ","BITUSHIELD NO.7                                   ","bucket    ","28.00","","","4500","17379.31","126000.00","","","","","","","16.00","True","fulqty","","","20","28","4500","bucket    ","20"
"1010819","18","11/27/2019 12:00:00 AM","LPO625","","","S.143               ","Fibre Glass Membrane                              ","Units     ","4.00","","4.00","9000","4965.52","36000.00","True","","","","","","16.00","True","fulqty","","0","1","4","9000","Units     ","1"
"1010820","30","11/27/2019 12:00:00 AM","GRN460","","","S.143               ","Fibre Glass Membrane                              ","Units     ","4.00","","","9000","4965.52","36000.00","","","","","","","16.00","True","fulqty","","","1","4","9000","Units     ","1"
"1010821","20","11/27/2019 12:00:00 AM","PINV423","          ","","S.143               ","Fibre Glass Membrane                              ","Units     ","4.00","","","9000","4965.52","36000.00","","","","","","","16.00","True","fulqty","","","1","4","9000","Units     ","1"
"1010822","18","11/27/2019 12:00:00 AM","LPO626","","","S.94                ","Aluminium Paste                                   ","kgs       ","150.00","","150.00","725","15000.00","108750.00","True","","","","","","16.00","True","fulqty","","0","1000","150","725","kgs       ","1000"
"1010823","30","11/27/2019 12:00:00 AM","GRN461","","","S.94                ","Aluminium Paste                                   ","kgs       ","150.00","","","725","15000.00","108750.00","","","","","","","16.00","True","fulqty","","","1000","150","725","kgs       ","1000"
"1010824","20","11/27/2019 12:00:00 AM","PINV424","          ","","S.94                ","Aluminium Paste                                   ","kgs       ","150.00","","","725","15000.00","108750.00","","","","","","","16.00","True","fulqty","","","1000","150","725","kgs       ","1000"
"1010825","18","11/27/2019 12:00:00 AM","LPO627","","","S.144               ","WHITE SPIRIT (LAWS)                               ","litres    ","200.00","","200.00","200","0.00","40000.00","True","","","","","","16.00","False","fulqty","","0","1","200","200","litres    ","1"
"1010826","30","11/27/2019 12:00:00 AM","GRN462","","","S.144               ","WHITE SPIRIT (LAWS)                               ","litres    ","200.00","","","200","0.00","40000.00","","","","","","","16.00","False","fulqty","","","1","200","200","litres    ","1"
"1010827","20","11/27/2019 12:00:00 AM","PINV425","          ","","S.144               ","WHITE SPIRIT (LAWS)                               ","litres    ","200.00","","","200","0.00","40000.00","","","","","","","16.00","False","fulqty","","","1","200","200","litres    ","1"
"1010828","18","11/27/2019 12:00:00 AM","LPO628","","","S.13                ","Kerosene                                          ","litres    ","2000.00","","2000.00","97","0.00","194000.00","True","","","","","","16.00","False","fulqty","","0","1","2000","97","litres    ","1"
"1010829","30","11/27/2019 12:00:00 AM","GRN463","","","S.13                ","Kerosene                                          ","litres    ","2000.00","","","97","0.00","194000.00","","","","","","","16.00","False","fulqty","","","1","2000","97","litres    ","1"
"1010830","20","11/27/2019 12:00:00 AM","PINV426","          ","","S.13                ","Kerosene                                          ","litres    ","2000.00","","","97","0.00","194000.00","","","","","","","16.00","False","fulqty","","","1","2000","97","litres    ","1"
"1010831","18","11/28/2019 12:00:00 AM","LPO629","","","S.17                ","HCL                                               ","kgs       ","240.00","","240.00","50","1655.17","12000.00","True","","","","","","16.00","True","fulqty","","0","1000","240","50","kgs       ","1000"
"1010832","30","11/28/2019 12:00:00 AM","GRN464","","","S.17                ","HCL                                               ","kgs       ","240.00","","","50","1655.17","12000.00","","","","","","","16.00","True","fulqty","","","1000","240","50","kgs       ","1000"
"1010833","20","11/28/2019 12:00:00 AM","PINV427","          ","","S.17                ","HCL                                               ","kgs       ","240.00","","","50","1655.17","12000.00","","","","","","","16.00","True","fulqty","","","1000","240","50","kgs       ","1000"
"1010834","18","11/28/2019 12:00:00 AM","LPO630","","","","","","50.00","","","1000","0.00","50000.00","True","","","","","","0.00","True","fulqty","","0","","50","1000","",""
"1010835","18","11/28/2019 12:00:00 AM","LPO631","","","S.15                ","Drum Empties                                      ","Units     ","50.00","","50.00","1000","0.00","50000.00","True","","","","","","16.00","True","fulqty","","0","1","50","1000","Units     ","1"
"1010836","30","11/28/2019 12:00:00 AM","GRN465","","","S.15                ","Drum Empties                                      ","Units     ","50.00","","","1000","0.00","50000.00","","","","","","","16.00","True","fulqty","","","1","50","1000","Units     ","1"
"1010837","20","11/28/2019 12:00:00 AM","PINV428","          ","","S.15                ","Drum Empties                                      ","Units     ","50.00","","","1000","0.00","50000.00","","","","","","","16.00","True","fulqty","","","1","50","1000","Units     ","1"
"1010838","18","11/28/2019 12:00:00 AM","LPO632","","","S.143               ","Fibre Glass Membrane                              ","Units     ","1.00","","1.00","9000","1241.38","9000.00","True","","","","","","16.00","True","fulqty","","0","1","1","9000","Units     ","1"
"1010839","30","11/28/2019 12:00:00 AM","GRN466","","","S.143               ","Fibre Glass Membrane                              ","Units     ","1.00","","","9000","1241.38","9000.00","","","","","","","16.00","True","fulqty","","","1","1","9000","Units     ","1"
"1010840","20","11/28/2019 12:00:00 AM","PINV429","          ","","S.143               ","Fibre Glass Membrane                              ","Units     ","1.00","","","9000","1241.38","9000.00","","","","","","","16.00","True","fulqty","","","1","1","9000","Units     ","1"
"1010841","18","12/3/2019 12:00:00 AM","LPO633","","","S.160               ","Redicote EM 44                                    ","Drums     ","180.00","","180.00","841","20880.00","151380.00","True","","","","","","16.00","True","loosqty","","0","1","180","841","Drums     ","1"
"1010842","30","12/3/2019 12:00:00 AM","GRN467","","","S.160               ","Redicote EM 44                                    ","Drums     ","180.00","","","841","20880.00","151380.00","","","","","","","16.00","True","loosqty","","","1","180","841","Drums     ","1"
"1010843","20","12/3/2019 12:00:00 AM","PINV430","          ","","S.160               ","Redicote EM 44                                    ","Drums     ","180.00","","","841","20880.00","151380.00","","","","","","","16.00","True","loosqty","","","1","180","841","Drums     ","1"
"1010844","18","12/7/2019 12:00:00 AM","LPO634","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","70.00","","","11895","114848.28","832650.00","True","","","","","","16.00","True","fulqty","","0","183","70","11895","Drums     ","183"
"1010845","18","12/6/2019 12:00:00 AM","LPO635","","","S.15                ","Drum Empties                                      ","Units     ","50.00","","50.00","1000","0.00","50000.00","True","","","","","","16.00","True","fulqty","","0","1","50","1000","Units     ","1"
"1010846","30","12/6/2019 12:00:00 AM","GRN468","","","S.15                ","Drum Empties                                      ","Units     ","50.00","","","1000","0.00","50000.00","","","","","","","16.00","True","fulqty","","","1","50","1000","Units     ","1"
"1010847","20","12/6/2019 12:00:00 AM","PINV431","          ","","S.15                ","Drum Empties                                      ","Units     ","50.00","","","1000","0.00","50000.00","","","","","","","16.00","True","fulqty","","","1","50","1000","Units     ","1"
"1010848","18","12/7/2019 12:00:00 AM","LPO636","","","S.15                ","Drum Empties                                      ","Units     ","20.00","","20.00","1000","0.00","20000.00","True","","","","","","16.00","True","fulqty","","0","1","20","1000","Units     ","1"
"1010849","30","12/7/2019 12:00:00 AM","GRN469","","","S.15                ","Drum Empties                                      ","Units     ","20.00","","","1000","0.00","20000.00","","","","","","","16.00","True","fulqty","","","1","20","1000","Units     ","1"
"1010850","20","12/7/2019 12:00:00 AM","PINV432","          ","","S.15                ","Drum Empties                                      ","Units     ","20.00","","","1000","0.00","20000.00","","","","","","","16.00","True","fulqty","","","1","20","1000","Units     ","1"
