"DocumentNo","SampleID","SampleTypeID","ParameterID","Method","Limits_min","Limits_max","Results","lastuserid","lastdatetime"
"B/No888","S.7","S.7","10","","","","-","Elias","8/25/2021 2:53:23 PM"
"B/No888","S.7","S.7","11","","68","70","68","Elias","8/25/2021 2:53:23 PM"
"B/No888","S.7","S.7","12","","25","35","27","Elias","8/25/2021 2:53:23 PM"
"B/No888","S.7","S.7","13","","Nil","","-","Elias","8/25/2021 2:53:23 PM"
"B/No888","S.7","S.7","14","","Positive","","Positive","Elias","8/25/2021 2:53:23 PM"
"B/No889","S.150","S.150","27","","0.03","0.05","0.03","Elias","8/25/2021 3:04:06 PM"
"B/No889","S.150","S.150","28","","56","65","64","Elias","8/25/2021 3:04:06 PM"
"B/No889","S.150","S.150","29","","7","10","8.0","Elias","8/25/2021 3:04:06 PM"
"B/No889","S.150","S.150","30","","Nil","","Nil","Elias","8/25/2021 3:04:06 PM"
"B/No889","S.150","S.150","31","","","60","-","Elias","8/25/2021 3:04:06 PM"
"B/No889","S.150","S.150","32","","","2","-","Elias","8/25/2021 3:04:06 PM"
"B/No889","S.150","S.150","33","","","Positive","Positive","Elias","8/25/2021 3:04:06 PM"
"B/No890","S.99","S.99","69","","","0.05","0.05","Elias","8/25/2021 3:08:15 PM"
"B/No890","S.99","S.99","70","","","","-","Elias","8/25/2021 3:08:15 PM"
"B/No890","S.99","S.99","71","","","","-","Elias","8/25/2021 3:08:15 PM"
"B/No890","S.99","S.99","72","","56","","60.5","Elias","8/25/2021 3:08:15 PM"
"B/No890","S.99","S.99","73","","","8","7","Elias","8/25/2021 3:08:15 PM"
"B/No890","S.99","S.99","74","","Nil","60","-","Elias","8/25/2021 3:08:15 PM"
"B/No890","S.99","S.99","75","","Negative","","Negatiive","Elias","8/25/2021 3:08:15 PM"
"B/No840","S.60166","S.60166","76","ASTM D6933","8","","Too Thick","Elias","8/25/2021 3:09:08 PM"
"B/No840","S.60166","S.60166","77","ASTM D6934","60","","60","Elias","8/25/2021 3:09:08 PM"
"B/No840","S.60166","S.60166","78","ASTM D244","Neutral ","Negative","Neutral","Elias","8/25/2021 3:09:08 PM"
"B/No840","S.60166","S.60166","79","ASTM D6999","-","-","-","Elias","8/25/2021 3:09:08 PM"
"B/No840","S.60166","S.60166","80","ASTM D70","0.9","1.1","1.06","Elias","8/25/2021 3:09:08 PM"
"B/No886","S.7","S.7","8","","","0.05","0.01","Elias","8/25/2021 3:10:05 PM"
"B/No886","S.7","S.7","9","","","","-","Elias","8/25/2021 3:10:05 PM"
"B/No886","S.7","S.7","10","","","","-","Elias","8/25/2021 3:10:05 PM"
"B/No886","S.7","S.7","11","","68","70","68","Elias","8/25/2021 3:10:05 PM"
"B/No886","S.7","S.7","12","","25","35","28","Elias","8/25/2021 3:10:05 PM"
"B/No886","S.7","S.7","13","","Nil","","-","Elias","8/25/2021 3:10:05 PM"
"B/No886","S.7","S.7","14","","Positive","","Positive","Elias","8/25/2021 3:10:05 PM"
"B/No885","S.6","S.6","2","","","0.05","0.03","Elias","8/25/2021 3:11:33 PM"
"B/No885","S.6","S.6","3","","","","-","Elias","8/25/2021 3:11:33 PM"
"B/No885","S.6","S.6","4","","57","60","60","Elias","8/25/2021 3:11:33 PM"
"B/No885","S.6","S.6","5","","6","9","7","Elias","8/25/2021 3:11:33 PM"
"B/No885","S.6","S.6","6","","Nil","","Nil","Elias","8/25/2021 3:11:33 PM"
"B/No885","S.6","S.6","7","","Positive","","Positive","Elias","8/25/2021 3:11:33 PM"
"B/No839","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","8/25/2021 3:12:11 PM"
"B/No839","S.103","S.103","82","ASTM D6934","56","","58","Elias","8/25/2021 3:12:11 PM"
"B/No839","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","8/25/2021 3:12:11 PM"
"B/No839","S.103","S.103","84","ASTM D6999","","","-","Elias","8/25/2021 3:12:11 PM"
"B/No839","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","8/25/2021 3:12:11 PM"
"B/No891","S.7","S.7","8","","","0.05","0.01","Elias","8/25/2021 3:39:47 PM"
"B/No891","S.7","S.7","9","","","","-","Elias","8/25/2021 3:39:47 PM"
"B/No891","S.7","S.7","10","","","","-","Elias","8/25/2021 3:39:47 PM"
"B/No891","S.7","S.7","11","","68","70","68.5","Elias","8/25/2021 3:39:47 PM"
"B/No891","S.7","S.7","12","","25","35","28","Elias","8/25/2021 3:39:47 PM"
"B/No891","S.7","S.7","13","","Nil","","-","Elias","8/25/2021 3:39:47 PM"
"B/No891","S.7","S.7","14","","Positive","","Positive","Elias","8/25/2021 3:39:47 PM"
"B/No892","S.6","S.6","2","","","0.05","0.03","Lucybriate","8/25/2021 5:40:46 PM"
"B/No892","S.6","S.6","3","","","","-","Lucybriate","8/25/2021 5:40:46 PM"
"B/No892","S.6","S.6","4","","57","60","60","Lucybriate","8/25/2021 5:40:46 PM"
"B/No892","S.6","S.6","5","","6","9","7","Lucybriate","8/25/2021 5:40:46 PM"
"B/No892","S.6","S.6","6","","Nil","","Nil","Lucybriate","8/25/2021 5:40:46 PM"
"B/No892","S.6","S.6","7","","Positive","","Positive","Lucybriate","8/25/2021 5:40:46 PM"
"B/No893","S.60166","S.60166","76","ASTM D6933","8","","Too Thick","Elias","8/26/2021 9:58:14 AM"
"B/No893","S.60166","S.60166","77","ASTM D6934","60","","60","Elias","8/26/2021 9:58:14 AM"
"B/No893","S.60166","S.60166","78","ASTM D244","Neutral ","Negative","Neutral","Elias","8/26/2021 9:58:14 AM"
"B/No893","S.60166","S.60166","79","ASTM D6999","-","-","-","Elias","8/26/2021 9:58:14 AM"
"B/No893","S.60166","S.60166","80","ASTM D70","0.9","1.1","1.06","Elias","8/26/2021 9:58:14 AM"
"B/No899","S.6","S.6","2","","","0.05","0.03","Elias","8/31/2021 12:23:53 PM"
"B/No899","S.6","S.6","3","","","","-","Elias","8/31/2021 12:23:53 PM"
"B/No899","S.6","S.6","4","","57","60","60","Elias","8/31/2021 12:23:53 PM"
"B/No899","S.6","S.6","5","","6","9","7","Elias","8/31/2021 12:23:53 PM"
"B/No899","S.6","S.6","6","","Nil","","Nil","Elias","8/31/2021 12:23:53 PM"
"B/No899","S.6","S.6","7","","Positive","","Positive","Elias","8/31/2021 12:23:53 PM"
"B/No903","S.6","S.6","2","","","0.05","0.03","Elias","9/2/2021 12:25:58 PM"
"B/No903","S.6","S.6","3","","","","-","Elias","9/2/2021 12:25:58 PM"
"B/No903","S.6","S.6","4","","57","60","58","Elias","9/2/2021 12:25:58 PM"
"B/No903","S.6","S.6","5","","6","9","6","Elias","9/2/2021 12:25:58 PM"
"B/No903","S.6","S.6","6","","Nil","","Nil","Elias","9/2/2021 12:25:58 PM"
"B/No903","S.6","S.6","7","","Positive","","Positive","Elias","9/2/2021 12:25:58 PM"
"B/No904","S.7","S.7","8","","","0.05","0.01","Elias","9/2/2021 1:02:26 PM"
"B/No904","S.7","S.7","9","","","","-","Elias","9/2/2021 1:02:26 PM"
"B/No904","S.7","S.7","10","","","","-","Elias","9/2/2021 1:02:26 PM"
"B/No904","S.7","S.7","11","","68","70","68","Elias","9/2/2021 1:02:26 PM"
"B/No904","S.7","S.7","12","","25","35","28","Elias","9/2/2021 1:02:26 PM"
"B/No904","S.7","S.7","13","","Nil","","-","Elias","9/2/2021 1:02:26 PM"
"B/No904","S.7","S.7","14","","Positive","","Positive","Elias","9/2/2021 1:02:26 PM"
"B/No905","S.7","S.7","8","","","0.05","0.01","Elias","9/2/2021 1:03:04 PM"
"B/No905","S.7","S.7","9","","","","-","Elias","9/2/2021 1:03:04 PM"
"B/No905","S.7","S.7","10","","","","-","Elias","9/2/2021 1:03:04 PM"
"B/No905","S.7","S.7","11","","68","70","68","Elias","9/2/2021 1:03:04 PM"
"B/No905","S.7","S.7","12","","25","35","28","Elias","9/2/2021 1:03:04 PM"
"B/No905","S.7","S.7","13","","Nil","","-","Elias","9/2/2021 1:03:04 PM"
"B/No905","S.7","S.7","14","","Positive","","Positive","Elias","9/2/2021 1:03:04 PM"
"B/No906","S.150","S.150","27","","0.03","0.05","0.03","Elias","9/2/2021 1:09:38 PM"
"B/No906","S.150","S.150","28","","56","65","65","Elias","9/2/2021 1:09:38 PM"
"B/No906","S.150","S.150","29","","7","10","8.0","Elias","9/2/2021 1:09:38 PM"
"B/No906","S.150","S.150","30","","Nil","","Nil","Elias","9/2/2021 1:09:38 PM"
"B/No906","S.150","S.150","31","","","60","-","Elias","9/2/2021 1:09:38 PM"
"B/No906","S.150","S.150","32","","","2","-","Elias","9/2/2021 1:09:38 PM"
"B/No906","S.150","S.150","33","","","Positive","Positive","Elias","9/2/2021 1:09:38 PM"
"B/No908","S.6","S.6","2","","","0.05","0.03","Elias","9/3/2021 12:12:24 PM"
"B/No908","S.6","S.6","3","","","","-","Elias","9/3/2021 12:12:24 PM"
"B/No908","S.6","S.6","4","","57","60","61","Elias","9/3/2021 12:12:24 PM"
"B/No908","S.6","S.6","5","","6","9","7","Elias","9/3/2021 12:12:24 PM"
"B/No908","S.6","S.6","6","","Nil","","Nil","Elias","9/3/2021 12:12:24 PM"
"B/No908","S.6","S.6","7","","Positive","","Positive","Elias","9/3/2021 12:12:24 PM"
"B/No909","S.99","S.99","69","","","0.05","0.05","Elias","9/3/2021 12:17:31 PM"
"B/No909","S.99","S.99","70","","","","-","Elias","9/3/2021 12:17:31 PM"
"B/No909","S.99","S.99","71","","","","-","Elias","9/3/2021 12:17:31 PM"
"B/No909","S.99","S.99","72","","56","","61","Elias","9/3/2021 12:17:31 PM"
"B/No909","S.99","S.99","73","","","8","7","Elias","9/3/2021 12:17:31 PM"
"B/No909","S.99","S.99","74","","Nil","60","-","Elias","9/3/2021 12:17:31 PM"
"B/No909","S.99","S.99","75","","Negative","","Negatiive","Elias","9/3/2021 12:17:31 PM"
"B/No910","S.7","S.7","8","","","0.05","0.01","Elias","9/7/2021 3:16:54 PM"
"B/No910","S.7","S.7","9","","","","-","Elias","9/7/2021 3:16:54 PM"
"B/No910","S.7","S.7","10","","","","-","Elias","9/7/2021 3:16:54 PM"
"B/No910","S.7","S.7","11","","68","70","70","Elias","9/7/2021 3:16:54 PM"
"B/No910","S.7","S.7","12","","25","35","34","Elias","9/7/2021 3:16:54 PM"
"B/No910","S.7","S.7","13","","Nil","","-","Elias","9/7/2021 3:16:54 PM"
"B/No910","S.7","S.7","14","","Positive","","Positive","Elias","9/7/2021 3:16:54 PM"
"B/No911","S.6","S.6","2","","","0.05","0.03","Elias","9/7/2021 3:24:22 PM"
"B/No911","S.6","S.6","3","","","","-","Elias","9/7/2021 3:24:22 PM"
"B/No911","S.6","S.6","4","","57","60","61","Elias","9/7/2021 3:24:22 PM"
"B/No911","S.6","S.6","5","","6","9","8","Elias","9/7/2021 3:24:22 PM"
"B/No911","S.6","S.6","6","","Nil","","Nil","Elias","9/7/2021 3:24:22 PM"
"B/No911","S.6","S.6","7","","Positive","","Positive","Elias","9/7/2021 3:24:22 PM"
