"DocumentNo","SampleID","SampleTypeID","ParameterID","Method","Limits_min","Limits_max","Results","lastuserid","lastdatetime"
"B/No977","S.6","S.6","3","","","","-","Elias","12/10/2021 9:20:11 AM"
"B/No977","S.6","S.6","4","","57","60","60","Elias","12/10/2021 9:20:11 AM"
"B/No977","S.6","S.6","5","","6","9","7","Elias","12/10/2021 9:20:11 AM"
"B/No977","S.6","S.6","6","","Nil","","Nil","Elias","12/10/2021 9:20:11 AM"
"B/No977","S.6","S.6","7","","Positive","","Positive","Elias","12/10/2021 9:20:11 AM"
"B/No1000","S.6","S.6","2","","","0.05","0.03","Elias","12/10/2021 9:21:44 AM"
"B/No1000","S.6","S.6","3","","","","-","Elias","12/10/2021 9:21:44 AM"
"B/No1000","S.6","S.6","4","","57","60","60","Elias","12/10/2021 9:21:44 AM"
"B/No1000","S.6","S.6","5","","6","9","7","Elias","12/10/2021 9:21:44 AM"
"B/No1000","S.6","S.6","6","","Nil","","Nil","Elias","12/10/2021 9:21:44 AM"
"B/No1000","S.6","S.6","7","","Positive","","Positive","Elias","12/10/2021 9:21:44 AM"
"B/No980","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","12/10/2021 9:22:43 AM"
"B/No980","S.103","S.103","82","ASTM D6934","56","","58","Elias","12/10/2021 9:22:43 AM"
"B/No980","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","12/10/2021 9:22:43 AM"
"B/No980","S.103","S.103","84","ASTM D6999","","","-","Elias","12/10/2021 9:22:43 AM"
"B/No980","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","12/10/2021 9:22:43 AM"
"B/No981","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","12/10/2021 9:23:13 AM"
"B/No981","S.103","S.103","82","ASTM D6934","56","","58","Elias","12/10/2021 9:23:13 AM"
"B/No981","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","12/10/2021 9:23:13 AM"
"B/No981","S.103","S.103","84","ASTM D6999","","","-","Elias","12/10/2021 9:23:13 AM"
"B/No981","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","12/10/2021 9:23:13 AM"
"B/No982","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","12/10/2021 9:23:28 AM"
"B/No982","S.103","S.103","82","ASTM D6934","56","","58","Elias","12/10/2021 9:23:28 AM"
"B/No982","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","12/10/2021 9:23:28 AM"
"B/No982","S.103","S.103","84","ASTM D6999","","","-","Elias","12/10/2021 9:23:28 AM"
"B/No982","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","12/10/2021 9:23:28 AM"
"B/No983","S.60166","S.60166","76","ASTM D6933","8","","Too Thick","Elias","12/10/2021 9:23:42 AM"
"B/No983","S.60166","S.60166","77","ASTM D6934","60","","60","Elias","12/10/2021 9:23:42 AM"
"B/No983","S.60166","S.60166","78","ASTM D244","Neutral ","Negative","Neutral","Elias","12/10/2021 9:23:42 AM"
"B/No983","S.60166","S.60166","79","ASTM D6999","-","-","-","Elias","12/10/2021 9:23:42 AM"
"B/No983","S.60166","S.60166","80","ASTM D70","0.9","1.1","1.06","Elias","12/10/2021 9:23:42 AM"
"B/No1025","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","12/10/2021 9:24:24 AM"
"B/No1025","S.103","S.103","82","ASTM D6934","56","","58","Elias","12/10/2021 9:24:24 AM"
"B/No1025","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","12/10/2021 9:24:24 AM"
"B/No1025","S.103","S.103","84","ASTM D6999","","","-","Elias","12/10/2021 9:24:24 AM"
"B/No1025","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","12/10/2021 9:24:24 AM"
"B/No1042","S.7","S.7","8","","","0.05","0.01","Elias","12/10/2021 9:32:59 AM"
"B/No1042","S.7","S.7","9","","","","-","Elias","12/10/2021 9:32:59 AM"
"B/No1042","S.7","S.7","10","","","","-","Elias","12/10/2021 9:32:59 AM"
"B/No1042","S.7","S.7","11","","68","70","67","Elias","12/10/2021 9:32:59 AM"
"B/No1042","S.7","S.7","12","","25","35","28","Elias","12/10/2021 9:32:59 AM"
"B/No1042","S.7","S.7","13","","Nil","","-","Elias","12/10/2021 9:32:59 AM"
"B/No1042","S.7","S.7","14","","Positive","","Positive","Elias","12/10/2021 9:32:59 AM"
"B/No1044","S.35","S.35","95","KS 02-1239","30","60","56","Elias","12/10/2021 9:36:03 AM"
"B/No1044","S.35","S.35","96","ASTM 3741","Black","Black","Black","Elias","12/10/2021 9:36:03 AM"
"B/No1044","S.35","S.35","97","ASTM D1298","0.9","1.1","1.07","Elias","12/10/2021 9:36:03 AM"
"B/No1044","S.35","S.35","98","ASTM D2172","55","","64","Elias","12/10/2021 9:36:03 AM"
"B/No1044","S.35","S.35","99","ASTM D92","38","","52","Elias","12/10/2021 9:36:03 AM"
"B/No1052","S.6","S.6","2","","","0.05","0.03","Elias","12/11/2021 12:33:29 PM"
"B/No1052","S.6","S.6","3","","","","-","Elias","12/11/2021 12:33:29 PM"
"B/No1052","S.6","S.6","4","","57","60","58","Elias","12/11/2021 12:33:29 PM"
"B/No1052","S.6","S.6","5","","6","9","7","Elias","12/11/2021 12:33:29 PM"
"B/No1052","S.6","S.6","6","","Nil","","Nil","Elias","12/11/2021 12:33:29 PM"
"B/No1052","S.6","S.6","7","","Positive","","Positive","Elias","12/11/2021 12:33:29 PM"
"B/No1059","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","12/18/2021 4:55:26 PM"
"B/No1059","S.103","S.103","82","ASTM D6934","56","","58","Elias","12/18/2021 4:55:26 PM"
"B/No1059","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","12/18/2021 4:55:26 PM"
"B/No1059","S.103","S.103","84","ASTM D6999","","","-","Elias","12/18/2021 4:55:26 PM"
"B/No1059","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","12/18/2021 4:55:26 PM"
"B/No1062","S.6","S.6","2","","","0.05","0.03","Lucybriate","12/21/2021 11:53:45 AM"
"B/No1062","S.6","S.6","3","","","","-","Lucybriate","12/21/2021 11:53:45 AM"
"B/No1062","S.6","S.6","4","","57","60","57","Lucybriate","12/21/2021 11:53:45 AM"
"B/No1062","S.6","S.6","5","","6","9","7","Lucybriate","12/21/2021 11:53:45 AM"
"B/No1062","S.6","S.6","6","","Nil","","Nil","Lucybriate","12/21/2021 11:53:45 AM"
"B/No1062","S.6","S.6","7","","Positive","","Positive","Lucybriate","12/21/2021 11:53:45 AM"
"B/No1065","S.6","S.6","2","","","0.05","0.03","Elias","4/8/2022 9:26:13 AM"
"B/No1065","S.6","S.6","3","","","","-","Elias","4/8/2022 9:26:13 AM"
"B/No1065","S.6","S.6","4","","57","60","58","Elias","4/8/2022 9:26:13 AM"
"B/No1065","S.6","S.6","5","","6","9","7","Elias","4/8/2022 9:26:13 AM"
"B/No1065","S.6","S.6","6","","Nil","","Nil","Elias","4/8/2022 9:26:13 AM"
"B/No1065","S.6","S.6","7","","Positive","","Positive","Elias","4/8/2022 9:26:13 AM"
"B/No1066","S.7","S.7","8","","","0.05","0.01","Elias","12/23/2021 11:18:10 AM"
"B/No1066","S.7","S.7","9","","","","-","Elias","12/23/2021 11:18:10 AM"
"B/No1066","S.7","S.7","10","","","","-","Elias","12/23/2021 11:18:10 AM"
"B/No1066","S.7","S.7","11","","68","70","69","Elias","12/23/2021 11:18:10 AM"
"B/No1066","S.7","S.7","12","","25","35","32","Elias","12/23/2021 11:18:10 AM"
"B/No1066","S.7","S.7","13","","Nil","","-","Elias","12/23/2021 11:18:10 AM"
"B/No1066","S.7","S.7","14","","Positive","","Positive","Elias","12/23/2021 11:18:10 AM"
"B/No1067","S.6","S.6","2","","","0.05","0.03","Elias","12/23/2021 11:30:27 AM"
"B/No1067","S.6","S.6","3","","","","-","Elias","12/23/2021 11:30:27 AM"
"B/No1067","S.6","S.6","4","","57","60","60","Elias","12/23/2021 11:30:27 AM"
"B/No1067","S.6","S.6","5","","6","9","7","Elias","12/23/2021 11:30:27 AM"
"B/No1067","S.6","S.6","6","","Nil","","Nil","Elias","12/23/2021 11:30:27 AM"
"B/No1067","S.6","S.6","7","","Positive","","Positive","Elias","12/23/2021 11:30:27 AM"
"B/No1068","S.6","S.6","2","","","0.05","0.03","Elias","12/23/2021 11:30:38 AM"
"B/No1068","S.6","S.6","3","","","","-","Elias","12/23/2021 11:30:38 AM"
"B/No1068","S.6","S.6","4","","57","60","60","Elias","12/23/2021 11:30:38 AM"
"B/No1068","S.6","S.6","5","","6","9","7","Elias","12/23/2021 11:30:38 AM"
"B/No1068","S.6","S.6","6","","Nil","","Nil","Elias","12/23/2021 11:30:38 AM"
"B/No1068","S.6","S.6","7","","Positive","","Positive","Elias","12/23/2021 11:30:38 AM"
"B/No1069","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","12/23/2021 12:15:24 PM"
"B/No1069","S.103","S.103","82","ASTM D6934","56","","58","Elias","12/23/2021 12:15:24 PM"
"B/No1069","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","12/23/2021 12:15:24 PM"
"B/No1069","S.103","S.103","84","ASTM D6999","","","-","Elias","12/23/2021 12:15:24 PM"
"B/No1069","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","12/23/2021 12:15:24 PM"
"B/No1072","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","1/6/2022 9:47:41 AM"
"B/No1072","S.103","S.103","82","ASTM D6934","56","","58","Elias","1/6/2022 9:47:41 AM"
"B/No1072","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","1/6/2022 9:47:41 AM"
"B/No1072","S.103","S.103","84","ASTM D6999","","","-","Elias","1/6/2022 9:47:41 AM"
"B/No1072","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","1/6/2022 9:47:41 AM"
"B/No1073","S.9","S.9","15","","30","60","44","Elias","1/7/2022 6:44:58 PM"
"B/No1073","S.9","S.9","16","","38","","42","Elias","1/7/2022 6:44:58 PM"
"B/No1073","S.9","S.9","17","","","","-","Elias","1/7/2022 6:44:58 PM"
"B/No1073","S.9","S.9","18","","0","25","-","Elias","1/7/2022 6:44:58 PM"
"B/No1073","S.9","S.9","19","","40","70","-","Elias","1/7/2022 6:44:58 PM"
"B/No1073","S.9","S.9","20","","40","70","-","Elias","1/7/2022 6:44:58 PM"
"B/No1073","S.9","S.9","21","","75","93","-","Elias","1/7/2022 6:44:58 PM"
"B/No1073","S.9","S.9","22","","50","","-","Elias","1/7/2022 6:44:58 PM"
"B/No1073","S.9","S.9","23","","120","300","-","Elias","1/7/2022 6:44:58 PM"
"B/No1073","S.9","S.9","24","","","0.2","-","Elias","1/7/2022 6:44:58 PM"
"B/No1073","S.9","S.9","25","","","",">100","Elias","1/7/2022 6:44:58 PM"
"B/No1073","S.9","S.9","26","","99","","99.6","Elias","1/7/2022 6:44:58 PM"
"B/No1074","S.9","S.9","15","","30","60","44","Elias","1/7/2022 6:54:06 PM"
"B/No1074","S.9","S.9","16","","38","","42","Elias","1/7/2022 6:54:06 PM"
"B/No1074","S.9","S.9","17","","","","-","Elias","1/7/2022 6:54:06 PM"
"B/No1074","S.9","S.9","18","","0","25","-","Elias","1/7/2022 6:54:06 PM"
"B/No1074","S.9","S.9","19","","40","70","-","Elias","1/7/2022 6:54:06 PM"
"B/No1074","S.9","S.9","20","","40","70","-","Elias","1/7/2022 6:54:06 PM"
"B/No1074","S.9","S.9","21","","75","93","-","Elias","1/7/2022 6:54:06 PM"
"B/No1074","S.9","S.9","22","","50","","-","Elias","1/7/2022 6:54:06 PM"
"B/No1074","S.9","S.9","23","","120","300","-","Elias","1/7/2022 6:54:06 PM"
"B/No1074","S.9","S.9","24","","","0.2","-","Elias","1/7/2022 6:54:06 PM"
"B/No1074","S.9","S.9","25","","","",">100","Elias","1/7/2022 6:54:06 PM"
"B/No1074","S.9","S.9","26","","99","","99.6","Elias","1/7/2022 6:54:06 PM"
"B/No1077","S.6","S.6","2","","","0.05","0.03","Elias","1/14/2022 3:39:03 PM"
"B/No1077","S.6","S.6","3","","","","-","Elias","1/14/2022 3:39:03 PM"
"B/No1077","S.6","S.6","4","","57","60","59","Elias","1/14/2022 3:39:03 PM"
"B/No1077","S.6","S.6","5","","6","9","7","Elias","1/14/2022 3:39:03 PM"
"B/No1077","S.6","S.6","6","","Nil","","Nil","Elias","1/14/2022 3:39:03 PM"
"B/No1077","S.6","S.6","7","","Positive","","Positive","Elias","1/14/2022 3:39:03 PM"
"B/No1078","S.9","S.9","15","","30","60","30","Elias","1/14/2022 3:43:48 PM"
"B/No1078","S.9","S.9","16","","38","","42","Elias","1/14/2022 3:43:48 PM"
"B/No1078","S.9","S.9","17","","","","-","Elias","1/14/2022 3:43:48 PM"
"B/No1078","S.9","S.9","18","","0","25","-","Elias","1/14/2022 3:43:48 PM"
"B/No1078","S.9","S.9","19","","40","70","-","Elias","1/14/2022 3:43:48 PM"
"B/No1078","S.9","S.9","20","","40","70","-","Elias","1/14/2022 3:43:48 PM"
"B/No1078","S.9","S.9","21","","75","93","-","Elias","1/14/2022 3:43:48 PM"
"B/No1078","S.9","S.9","22","","50","","-","Elias","1/14/2022 3:43:48 PM"
"B/No1078","S.9","S.9","23","","120","300","-","Elias","1/14/2022 3:43:48 PM"
"B/No1078","S.9","S.9","24","","","0.2","-","Elias","1/14/2022 3:43:48 PM"
"B/No1078","S.9","S.9","25","","","",">100","Elias","1/14/2022 3:43:48 PM"
"B/No1078","S.9","S.9","26","","99","","99.6","Elias","1/14/2022 3:43:48 PM"
"B/No1076","S.35","S.35","95","KS 02-1239","30","60","56","Elias","1/14/2022 3:44:16 PM"
"B/No1076","S.35","S.35","96","ASTM 3741","Black","Black","Black","Elias","1/14/2022 3:44:16 PM"
"B/No1076","S.35","S.35","97","ASTM D1298","0.9","1.1","1.07","Elias","1/14/2022 3:44:16 PM"
"B/No1076","S.35","S.35","98","ASTM D2172","55","","64","Elias","1/14/2022 3:44:16 PM"
"B/No1076","S.35","S.35","99","ASTM D92","38","","52","Elias","1/14/2022 3:44:16 PM"
"B/No1075","S.35","S.35","95","KS 02-1239","30","60","56","Elias","1/14/2022 3:44:32 PM"
"B/No1075","S.35","S.35","96","ASTM 3741","Black","Black","Black","Elias","1/14/2022 3:44:32 PM"
"B/No1075","S.35","S.35","97","ASTM D1298","0.9","1.1","1.07","Elias","1/14/2022 3:44:32 PM"
"B/No1075","S.35","S.35","98","ASTM D2172","55","","64","Elias","1/14/2022 3:44:32 PM"
"B/No1075","S.35","S.35","99","ASTM D92","38","","52","Elias","1/14/2022 3:44:32 PM"
"B/No1053","S.35","S.35","95","KS 02-1239","30","60","54","Elias","1/19/2022 12:00:45 PM"
"B/No1053","S.35","S.35","96","ASTM 3741","Black","Black","Black","Elias","1/19/2022 12:00:45 PM"
"B/No1053","S.35","S.35","97","ASTM D1298","0.9","1.1","1.07","Elias","1/19/2022 12:00:45 PM"
"B/No1053","S.35","S.35","98","ASTM D2172","55","","64","Elias","1/19/2022 12:00:45 PM"
"B/No1053","S.35","S.35","99","ASTM D92","38","","52","Elias","1/19/2022 12:00:45 PM"
"B/No1079","S.6","S.6","2","","","0.05","0.03","Elias","1/28/2022 3:58:08 PM"
"B/No1079","S.6","S.6","3","","","","-","Elias","1/28/2022 3:58:08 PM"
"B/No1116","S.6","S.6","2","","","0.05","0.03","Elias","4/8/2022 11:14:49 AM"
"B/No1116","S.6","S.6","3","","","","-","Elias","4/8/2022 11:14:49 AM"
"B/No1116","S.6","S.6","4","","57","60","60","Elias","4/8/2022 11:14:49 AM"
"B/No1116","S.6","S.6","5","","6","9","6.5","Elias","4/8/2022 11:14:49 AM"
"B/No1116","S.6","S.6","6","","Nil","","Nil","Elias","4/8/2022 11:14:49 AM"
"B/No1116","S.6","S.6","7","","Positive","","Positive","Elias","4/8/2022 11:14:49 AM"
"B/No1105","S.10","S.10","34","","70","140","68.25","Elias","4/8/2022 11:17:04 AM"
"B/No1105","S.10","S.10","35","","38","","40","Elias","4/8/2022 11:17:04 AM"
"B/No1105","S.10","S.10","36","","","","-","Elias","4/8/2022 11:17:04 AM"
"B/No1105","S.10","S.10","37","","0","20","-","Elias","4/8/2022 11:17:04 AM"
"B/No1105","S.10","S.10","38","","20","60","-","Elias","4/8/2022 11:17:04 AM"
"B/No1105","S.10","S.10","39","","65","90","-","Elias","4/8/2022 11:17:04 AM"
"B/No1105","S.10","S.10","40","","55","","-","Elias","4/8/2022 11:17:04 AM"
"B/No1105","S.10","S.10","41","","120","300","-","Elias","4/8/2022 11:17:04 AM"
"B/No1105","S.10","S.10","42","","0.2","","-","Elias","4/8/2022 11:17:04 AM"
"B/No1105","S.10","S.10","43","","100","","-","Elias","4/8/2022 11:17:04 AM"
"B/No1105","S.10","S.10","44","","99","","-","Elias","4/8/2022 11:17:04 AM"
"B/No1102","S.10","S.10","34","","70","140","65.33","Elias","4/8/2022 11:21:48 AM"
"B/No1102","S.10","S.10","35","","38","","40","Elias","4/8/2022 11:21:48 AM"
"B/No1102","S.10","S.10","36","","","","-","Elias","4/8/2022 11:21:48 AM"
"B/No1102","S.10","S.10","37","","0","20","-","Elias","4/8/2022 11:21:48 AM"
"B/No1102","S.10","S.10","38","","20","60","-","Elias","4/8/2022 11:21:48 AM"
"B/No1102","S.10","S.10","39","","65","90","-","Elias","4/8/2022 11:21:48 AM"
"B/No1102","S.10","S.10","40","","55","","-","Elias","4/8/2022 11:21:48 AM"
"B/No1102","S.10","S.10","41","","120","300","-","Elias","4/8/2022 11:21:48 AM"
"B/No1102","S.10","S.10","42","","0.2","","-","Elias","4/8/2022 11:21:48 AM"
"B/No1102","S.10","S.10","43","","100","","-","Elias","4/8/2022 11:21:48 AM"
"B/No1102","S.10","S.10","44","","99","","-","Elias","4/8/2022 11:21:48 AM"
"B/No1121","S.6","S.6","2","","","0.05","0.03","Elias","4/8/2022 11:25:33 AM"
"B/No1121","S.6","S.6","3","","","","-","Elias","4/8/2022 11:25:33 AM"
"B/No1121","S.6","S.6","4","","57","60","60","Elias","4/8/2022 11:25:33 AM"
"B/No1121","S.6","S.6","5","","6","9","6.5","Elias","4/8/2022 11:25:33 AM"
"B/No1121","S.6","S.6","6","","Nil","","Nil","Elias","4/8/2022 11:25:33 AM"
"B/No1121","S.6","S.6","7","","Positive","","Positive","Elias","4/8/2022 11:25:33 AM"
"B/No1124","S.6","S.6","2","","","0.05","0.03","Elias","4/8/2022 11:27:37 AM"
"B/No1124","S.6","S.6","3","","","","-","Elias","4/8/2022 11:27:37 AM"
"B/No1124","S.6","S.6","4","","57","60","58.3","Elias","4/8/2022 11:27:37 AM"
"B/No1124","S.6","S.6","5","","6","9","6","Elias","4/8/2022 11:27:37 AM"
"B/No1124","S.6","S.6","6","","Nil","","Nil","Elias","4/8/2022 11:27:37 AM"
"B/No1124","S.6","S.6","7","","Positive","","Positive","Elias","4/8/2022 11:27:37 AM"
"B/No1123","S.6","S.6","2","","","0.05","0.03","Elias","4/8/2022 11:28:48 AM"
"B/No1123","S.6","S.6","3","","","","-","Elias","4/8/2022 11:28:48 AM"
"B/No1123","S.6","S.6","4","","57","60","58.3","Elias","4/8/2022 11:28:48 AM"
"B/No1123","S.6","S.6","5","","6","9","6","Elias","4/8/2022 11:28:48 AM"
"B/No1123","S.6","S.6","6","","Nil","","Nil","Elias","4/8/2022 11:28:48 AM"
"B/No1123","S.6","S.6","7","","Positive","","Positive","Elias","4/8/2022 11:28:48 AM"
"B/No1129","S.6","S.6","2","","","0.05","0.03","Elias","4/8/2022 11:31:21 AM"
"B/No1129","S.6","S.6","3","","","","-","Elias","4/8/2022 11:31:21 AM"
"B/No1129","S.6","S.6","4","","57","60","57.9","Elias","4/8/2022 11:31:21 AM"
"B/No1129","S.6","S.6","5","","6","9","6","Elias","4/8/2022 11:31:21 AM"
"B/No1129","S.6","S.6","6","","Nil","","Nil","Elias","4/8/2022 11:31:21 AM"
"B/No1129","S.6","S.6","7","","Positive","","Positive","Elias","4/8/2022 11:31:21 AM"
"B/No1125","S.6","S.6","2","","","0.05","0.03","Elias","4/8/2022 11:49:56 AM"
"B/No1125","S.6","S.6","3","","","","-","Elias","4/8/2022 11:49:56 AM"
"B/No1125","S.6","S.6","4","","57","60","59","Elias","4/8/2022 11:49:56 AM"
"B/No1125","S.6","S.6","5","","6","9","6","Elias","4/8/2022 11:49:56 AM"
"B/No1125","S.6","S.6","6","","Nil","","Nil","Elias","4/8/2022 11:49:56 AM"
"B/No1125","S.6","S.6","7","","Positive","","Positive","Elias","4/8/2022 11:49:56 AM"
"B/No1135","S.6","S.6","2","","","0.05","0.03","Elias","4/8/2022 11:54:21 AM"
"B/No1135","S.6","S.6","3","","","","-","Elias","4/8/2022 11:54:21 AM"
"B/No1135","S.6","S.6","4","","57","60","60","Elias","4/8/2022 11:54:21 AM"
"B/No1135","S.6","S.6","5","","6","9","6","Elias","4/8/2022 11:54:21 AM"
"B/No1135","S.6","S.6","6","","Nil","","Nil","Elias","4/8/2022 11:54:21 AM"
"B/No1135","S.6","S.6","7","","Positive","","Positive","Elias","4/8/2022 11:54:21 AM"
"B/No1165","S.6","S.6","2","","","0.05","0.03","Elias","4/8/2022 11:58:07 AM"
"B/No1165","S.6","S.6","3","","","","-","Elias","4/8/2022 11:58:07 AM"
"B/No1165","S.6","S.6","4","","57","60","60","Elias","4/8/2022 11:58:07 AM"
"B/No1165","S.6","S.6","5","","6","9","6","Elias","4/8/2022 11:58:07 AM"
"B/No1165","S.6","S.6","6","","Nil","","Nil","Elias","4/8/2022 11:58:07 AM"
"B/No1165","S.6","S.6","7","","Positive","","Positive","Elias","4/8/2022 11:58:07 AM"
"B/No1136","S.7","S.7","8","","","0.05","0.01","Elias","4/8/2022 12:07:20 PM"
"B/No1136","S.7","S.7","9","","","","-","Elias","4/8/2022 12:07:20 PM"
"B/No1136","S.7","S.7","10","","","","-","Elias","4/8/2022 12:07:20 PM"
"B/No1136","S.7","S.7","11","","68","70","68","Elias","4/8/2022 12:07:20 PM"
"B/No1136","S.7","S.7","12","","25","35","29.39","Elias","4/8/2022 12:07:20 PM"
"B/No1136","S.7","S.7","13","","Nil","","-","Elias","4/8/2022 12:07:20 PM"
"B/No1136","S.7","S.7","14","","Positive","","Positive","Elias","4/8/2022 12:07:20 PM"
"B/No1144","S.6","S.6","2","","","0.05","0.03","Elias","4/8/2022 12:09:33 PM"
"B/No1144","S.6","S.6","3","","","","-","Elias","4/8/2022 12:09:33 PM"
"B/No1144","S.6","S.6","4","","57","60","60","Elias","4/8/2022 12:09:33 PM"
"B/No1144","S.6","S.6","5","","6","9","5.42","Elias","4/8/2022 12:09:33 PM"
"B/No1144","S.6","S.6","6","","Nil","","Nil","Elias","4/8/2022 12:09:33 PM"
"B/No1144","S.6","S.6","7","","Positive","","Positive","Elias","4/8/2022 12:09:33 PM"
"B/No1145","S.7","S.7","8","","","0.05","0.01","Elias","4/8/2022 12:12:41 PM"
"B/No1145","S.7","S.7","9","","","","-","Elias","4/8/2022 12:12:41 PM"
"B/No1145","S.7","S.7","10","","","","-","Elias","4/8/2022 12:12:41 PM"
"B/No1145","S.7","S.7","11","","68","70","67","Elias","4/8/2022 12:12:41 PM"
"B/No1145","S.7","S.7","12","","25","35","25","Elias","4/8/2022 12:12:41 PM"
"B/No1145","S.7","S.7","13","","Nil","","-","Elias","4/8/2022 12:12:41 PM"
"B/No1145","S.7","S.7","14","","Positive","","Positive","Elias","4/8/2022 12:12:41 PM"
"B/No1149","S.7","S.7","8","","","0.05","0.01","Elias","4/8/2022 12:19:55 PM"
"B/No1149","S.7","S.7","9","","","","-","Elias","4/8/2022 12:19:55 PM"
"B/No1149","S.7","S.7","10","","","","-","Elias","4/8/2022 12:19:55 PM"
"B/No1149","S.7","S.7","11","","68","70","68","Elias","4/8/2022 12:19:55 PM"
"B/No1149","S.7","S.7","12","","25","35","25","Elias","4/8/2022 12:19:55 PM"
"B/No1149","S.7","S.7","13","","Nil","","-","Elias","4/8/2022 12:19:55 PM"
"B/No1149","S.7","S.7","14","","Positive","","Positive","Elias","4/8/2022 12:19:55 PM"
"B/No1146","S.9","S.9","15","","30","60","33.36","Elias","4/8/2022 12:22:26 PM"
"B/No1146","S.9","S.9","16","","38","","42","Elias","4/8/2022 12:22:26 PM"
"B/No1146","S.9","S.9","17","","","","-","Elias","4/8/2022 12:22:26 PM"
"B/No1146","S.9","S.9","18","","0","25","-","Elias","4/8/2022 12:22:26 PM"
"B/No1146","S.9","S.9","19","","40","70","-","Elias","4/8/2022 12:22:26 PM"
"B/No1146","S.9","S.9","20","","40","70","-","Elias","4/8/2022 12:22:26 PM"
"B/No1146","S.9","S.9","21","","75","93","-","Elias","4/8/2022 12:22:26 PM"
"B/No1146","S.9","S.9","22","","50","","-","Elias","4/8/2022 12:22:26 PM"
"B/No1146","S.9","S.9","23","","120","300","-","Elias","4/8/2022 12:22:26 PM"
"B/No1146","S.9","S.9","24","","","0.2","-","Elias","4/8/2022 12:22:26 PM"
"B/No1146","S.9","S.9","25","","","",">100","Elias","4/8/2022 12:22:26 PM"
"B/No1146","S.9","S.9","26","","99","","99.6","Elias","4/8/2022 12:22:26 PM"
"B/No1147","S.9","S.9","15","","30","60","64.47","Elias","4/8/2022 12:25:00 PM"
"B/No1147","S.9","S.9","16","","38","","42","Elias","4/8/2022 12:25:00 PM"
"B/No1147","S.9","S.9","17","","","","-","Elias","4/8/2022 12:25:00 PM"
"B/No1147","S.9","S.9","18","","0","25","-","Elias","4/8/2022 12:25:00 PM"
"B/No1147","S.9","S.9","19","","40","70","-","Elias","4/8/2022 12:25:00 PM"
"B/No1147","S.9","S.9","20","","40","70","-","Elias","4/8/2022 12:25:00 PM"
"B/No1147","S.9","S.9","21","","75","93","-","Elias","4/8/2022 12:25:00 PM"
"B/No1147","S.9","S.9","22","","50","","-","Elias","4/8/2022 12:25:00 PM"
"B/No1147","S.9","S.9","23","","120","300","-","Elias","4/8/2022 12:25:00 PM"
"B/No1147","S.9","S.9","24","","","0.2","-","Elias","4/8/2022 12:25:00 PM"
"B/No1161","S.9","S.9","19","","40","70","-","Elias","4/8/2022 11:07:10 AM"
"B/No1161","S.9","S.9","20","","40","70","-","Elias","4/8/2022 11:07:10 AM"
"B/No1161","S.9","S.9","21","","75","93","-","Elias","4/8/2022 11:07:10 AM"
"B/No1161","S.9","S.9","22","","50","","-","Elias","4/8/2022 11:07:10 AM"
"B/No1161","S.9","S.9","23","","120","300","-","Elias","4/8/2022 11:07:10 AM"
"B/No1161","S.9","S.9","24","","","0.2","-","Elias","4/8/2022 11:07:10 AM"
"B/No1161","S.9","S.9","25","","","",">100","Elias","4/8/2022 11:07:10 AM"
"B/No1161","S.9","S.9","26","","99","","99.6","Elias","4/8/2022 11:07:10 AM"
"B/No1147","S.9","S.9","25","","","",">100","Elias","4/8/2022 12:25:00 PM"
"B/No1147","S.9","S.9","26","","99","","99.6","Elias","4/8/2022 12:25:00 PM"
"B/No1158","S.9","S.9","15","","30","60","49","Elias","4/8/2022 12:26:17 PM"
"B/No1158","S.9","S.9","16","","38","","42","Elias","4/8/2022 12:26:17 PM"
"B/No1158","S.9","S.9","17","","","","-","Elias","4/8/2022 12:26:17 PM"
"B/No1158","S.9","S.9","18","","0","25","-","Elias","4/8/2022 12:26:17 PM"
"B/No1158","S.9","S.9","19","","40","70","-","Elias","4/8/2022 12:26:17 PM"
"B/No1158","S.9","S.9","20","","40","70","-","Elias","4/8/2022 12:26:17 PM"
"B/No1158","S.9","S.9","21","","75","93","-","Elias","4/8/2022 12:26:17 PM"
